Kingdom	Phylum	Class	Order	Family	Genus	Species	p-values	p-values (corrected)	Effect size	Note	Control: mean rel. freq. (%)	Control: std. dev. (%)	DSS: mean rel. freq. (%)	DSS: std. dev. (%)	RCE: mean rel. freq. (%)	RCE: std. dev. (%)	RCE_plus_DSS: mean rel. freq. (%)	RCE_plus_DSS: std. dev. (%)	Control_327	Control_327: parent seq. count	Control_327: rel. freq. (%)	Control_328	Control_328: parent seq. count	Control_328: rel. freq. (%)	Control_330	Control_330: parent seq. count	Control_330: rel. freq. (%)	DSS_334	DSS_334: parent seq. count	DSS_334: rel. freq. (%)	DSS_339	DSS_339: parent seq. count	DSS_339: rel. freq. (%)	DSS_treatedp	DSS_treatedp: parent seq. count	DSS_treatedp: rel. freq. (%)	RCE_318	RCE_318: parent seq. count	RCE_318: rel. freq. (%)	RCE_319	RCE_319: parent seq. count	RCE_319: rel. freq. (%)	RCE_322	RCE_322: parent seq. count	RCE_322: rel. freq. (%)	RCE_plus_DSS_301	RCE_plus_DSS_301: parent seq. count	RCE_plus_DSS_301: rel. freq. (%)	RCE_plus_DSS_305	RCE_plus_DSS_305: parent seq. count	RCE_plus_DSS_305: rel. freq. (%)	RCE_plus_DSS_313	RCE_plus_DSS_313: parent seq. count	RCE_plus_DSS_313: rel. freq. (%)
k__Bacteria	p__Candidatus Saccharibacteria	c__(Candidatus Saccharibacteria)	o__(Candidatus Saccharibacteria)	f__(Candidatus Saccharibacteria)	g__(Candidatus Saccharibacteria)	s__(Candidatus Saccharibacteria)	0.404941327	0.404941327	0.291419436		0.072789999	0.062290631	0.259066695	0.132062405	0.110657244	0.100018788	0.185349068	0.135736264	0	19438122	0	29576	19438110	0.152154711	12871	19438110	0.066215285	33502	19438101	0.172352227	30940	19438115	0.159171813	86631	19438110	0.445676046	17433	19438098	0.089684701	47096	19438102	0.24228703	0	19438115	0	45635	19438095	0.234770948	0	19438108	0	62450	19438100	0.321276256
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides pyogenes	0.405718458	0.405718458	0.291008587		0.143439855	0.05187989	0.198045665	0.04026096	0.183215712	0.07302512	0.097823358	0.071381235	15446	19438122	0.079462409	40146	19438110	0.206532425	28054	19438110	0.144324731	33517	19438101	0.172429395	49546	19438115	0.254890971	32426	19438110	0.16681663	33519	19438098	0.172439711	19371	19438102	0.099654791	53951	19438115	0.277552633	24327	19438095	0.125151153	0	19438108	0	32718	19438100	0.16831892
k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__(Acetobacteraceae)	s__(Acetobacteraceae)	0.420145272	0.420145272	0.283456698		0	0	0.020585001	0.028343885	0	0	0	0	0	19438122	0	0	19438110	0	0	19438110	0	11792	19438101	0.060664362	0	19438115	0	212	19438110	0.001090641	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__(Rhodospirillales)	g__(Rhodospirillales)	s__(Rhodospirillales)	0.423421805	0.423421805	0.281760825		0.021161166	0.029926408	0.034643286	0.022843328	0	0	0.036483336	0.027361282	12340	19438122	0.063483499	0	19438110	0	0	19438110	0	2531	19438101	0.013020819	4795	19438115	0.02466803	12876	19438110	0.066241008	0	19438098	0	0	19438102	0	0	19438115	0	8467	19438095	0.043558795	0	19438108	0	12808	19438100	0.065891214
k__Bacteria	p__Firmicutes	c__(Firmicutes bacterium)	o__(Firmicutes bacterium)	f__(Firmicutes bacterium)	g__(Firmicutes bacterium)	s__Firmicutes bacterium	0.436722109	0.436722109	0.274946313		0.091095947	0.025983782	0.042258899	0.059763108	0.171568529	0.110997015	0.250840632	0.223488014	13903	19438122	0.071524399	14374	19438110	0.073947519	24845	19438110	0.127815924	0	19438101	0	24643	19438115	0.126776696	0	19438110	0	24660	19438098	0.126864264	63025	19438102	0.324234331	12364	19438115	0.063606991	15650	19438095	0.080512005	110131	19438108	0.566572631	20495	19438100	0.10543726
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__([Eubacterium] rectale)	s__[Eubacterium] rectale	0.44109908	0.44109908	0.272727273		0.042373778	0.059925572	0	0	0	0	0	0	24710	19438122	0.127121334	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Candidatus Arthromitus	s__(Candidatus Arthromitus)	0.44109908	0.44109908	0.272727273		0.034828489	0.049254921	0	0	0	0	0	0	0	19438122	0	0	19438110	0	20310	19438110	0.104485467	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides sp. CAG:709	0.44109908	0.44109908	0.272727273		0	0	0.019526933	0.027615253	0	0	0	0	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	11387	19438110	0.058580798	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__Acetobacter	s__(Acetobacter)	0.44109908	0.44109908	0.272727273		0	0	0.019785874	0.027981452	0	0	0	0	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	11538	19438110	0.059357623	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__(uncultured bacterium BAC25G1)	c__(uncultured bacterium BAC25G1)	o__(uncultured bacterium BAC25G1)	f__(uncultured bacterium BAC25G1)	g__(uncultured bacterium BAC25G1)	s__uncultured bacterium BAC25G1	0.44109908	0.44109908	0.272727273		0	0	0	0	0.022762838	0.032191515	0	0	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	13274	19438115	0.068288515	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Kineothrix	s__Kineothrix alysoides	0.44109908	0.44109908	0.272727273		0	0	0	0	0	0	0.021692798	0.030678249	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	12650	19438095	0.065078394	0	19438108	0	0	19438100	0
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__(Bacteroidales bacterium WCE2008)	g__(Bacteroidales bacterium WCE2008)	s__Bacteroidales bacterium WCE2008	0.44109908	0.44109908	0.272727273		0	0	0.022282698	0.031512494	0	0	0	0	0	19438122	0	0	19438110	0	0	19438110	0	12994	19438101	0.066848094	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes senegalensis	0.44109908	0.44109908	0.272727273		0	0	0	0	0.02711856	0.038351435	0	0	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	15814	19438102	0.08135568	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes ihumii	0.44109908	0.44109908	0.272727273		0	0	0	0	0.046660934	0.065988526	0	0	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	27210	19438102	0.139982803	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides xylanisolvens	0.44109908	0.44109908	0.272727273		0	0	0.037376738	0.05285869	0	0	0	0	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	21796	19438115	0.112130214	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides ovatus	0.44109908	0.44109908	0.272727273		0	0	0.039532297	0.05590711	0	0	0	0	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	23053	19438115	0.118596891	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__(Paenibacillaceae)	s__(Paenibacillaceae)	0.44109908	0.44109908	0.272727273		0	0	0	0	0	0	0.020720467	0.029303165	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	12083	19438108	0.0621614	0	19438100	0
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides sp. CAG:545	0.44109908	0.44109908	0.272727273		0	0	0.024572016	0.034750079	0	0	0	0	0	19438122	0	0	19438110	0	0	19438110	0	14329	19438101	0.073716049	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Firmicutes	c__Erysipelotrichia	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Turicibacter	s__Turicibacter sanguinis	0.44109908	0.44109908	0.272727273		0	0	0.021631057	0.030590934	0	0	0	0	0	19438122	0	0	19438110	0	0	19438110	0	12614	19438101	0.06489317	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides salyersiae	0.44109908	0.44109908	0.272727273		0	0	0.0663576	0.093843818	0	0	0	0	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	38696	19438115	0.199072801	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes finegoldii	0.44109908	0.44109908	0.272727273		0	0	0	0	0.023872358	0.033760613	0	0	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	13921	19438102	0.071617075	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Proteobacteria	c__Epsilonproteobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter	s__Helicobacter hepaticus	0.44109908	0.44109908	0.272727273		0	0	0	0	0	0	0.043202078	0.061096965	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	25193	19438108	0.129606235	0	19438100	0
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Peptostreptococcaceae	g__Romboutsia	s__(Romboutsia)	0.44109908	0.44109908	0.272727273		0	0	0.027960537	0.039542171	0	0	0	0	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	16305	19438110	0.083881612	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Proteobacteria	c__(Proteobacteria bacterium CAG:495)	o__(Proteobacteria bacterium CAG:495)	f__(Proteobacteria bacterium CAG:495)	g__(Proteobacteria bacterium CAG:495)	s__Proteobacteria bacterium CAG:495	0.44109908	0.44109908	0.272727273		0	0	0	0	0	0	0.020015679	0.028306444	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	11672	19438095	0.060047037	0	19438108	0	0	19438100	0
k__Bacteria	p__Firmicutes	c__(Firmicutes bacterium M10-2)	o__(Firmicutes bacterium M10-2)	f__(Firmicutes bacterium M10-2)	g__(Firmicutes bacterium M10-2)	s__Firmicutes bacterium M10-2	0.44109908	0.44109908	0.272727273		0	0	0	0	0	0	0.022776575	0.032210941	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	13282	19438100	0.068329724
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Roseburia	s__Roseburia sp. CAG:309	0.44109908	0.44109908	0.272727273		0.025180759	0.035610971	0	0	0	0	0	0	14684	19438122	0.075542277	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Proteobacteria	c__Epsilonproteobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter	s__Helicobacter marmotae	0.44109908	0.44109908	0.272727273		0.030831187	0.043601882	0	0	0	0	0	0	0	19438122	0	17979	19438110	0.09249356	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__(Escherichia)	0.44109908	0.44109908	0.272727273		0	0	0.021005123	0.02970573	0	0	0	0	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	12249	19438115	0.06301537	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Paraprevotella	s__Paraprevotella clara	0.44109908	0.44109908	0.272727273		0	0	0.033785879	0.047780449	0	0	0	0	0	19438122	0	0	19438110	0	0	19438110	0	19702	19438101	0.101357638	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Odoribacteraceae	g__Odoribacter	s__Odoribacter laneus	0.44109908	0.44109908	0.272727273		0	0	0.019556094	0.027656494	0	0	0	0	0	19438122	0	0	19438110	0	0	19438110	0	11404	19438101	0.058668282	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__(Streptococcus)	0.44109908	0.44109908	0.272727273		0.023301305	0.032953022	0	0	0	0	0	0	0	19438122	0	0	19438110	0	13588	19438110	0.069903916	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium sp. CAG:510	0.44109908	0.44109908	0.272727273		0	0	0.020151136	0.02849801	0	0	0	0	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	11751	19438110	0.060453408	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium sp. CAG:253	0.44109908	0.44109908	0.272727273		0.027627858	0.039071691	0	0	0	0	0	0	0	19438122	0	0	19438110	0	16111	19438110	0.082883573	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes indistinctus	0.44109908	0.44109908	0.272727273		0	0	0.039580341	0.055975055	0	0	0	0	0	19438122	0	0	19438110	0	0	19438110	0	23081	19438101	0.118741023	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Blautia	s__[Ruminococcus] gnavus	0.44109908	0.44109908	0.272727273		0	0	0	0	0	0	0.020326052	0.028745379	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	11853	19438108	0.060978157	0	19438100	0
k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__(Streptococcaceae)	s__(Streptococcaceae)	0.44109908	0.44109908	0.272727273		0.00038584	0.00054566	0	0	0	0	0	0	0	19438122	0	0	19438110	0	225	19438110	0.00115752	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium sp. CAG:590	0.44109908	0.44109908	0.272727273		0.038349064	0.054233767	0	0	0	0	0	0	0	19438122	0	0	19438110	0	22363	19438110	0.115047193	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Proteobacteria	c__Epsilonproteobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter	s__Helicobacter apodemus	0.44109908	0.44109908	0.272727273		0	0	0.140413236	0.198574303	0	0	0	0	0	19438122	0	0	19438110	0	0	19438110	0	81881	19438101	0.421239709	0	19438115	0	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Porphyromonas	s__Porphyromonas gingivicanis	0.44109908	0.44109908	0.272727273		0	0	0.046449977	0.065690188	0	0	0	0	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	27087	19438115	0.139349932	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli	0.44109908	0.44109908	0.272727273		0	0	0.237545324	0.335939819	0	0	0	0	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	138523	19438115	0.712635973	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	0	19438100	0
k__Bacteria	p__Actinobacteria <phylum>	c__Actinobacteria	o__(Actinobacteria)	f__(Actinobacteria)	g__(Actinobacteria)	s__(Actinobacteria)	0.441817228	0.441817228	0.272364264		0.047818424	0.010225043	0.063231466	0.01985608	0.074149887	0.011091026	0.067151616	0.019291161	9993	19438122	0.051409287	11304	19438110	0.058153802	6588	19438110	0.033892184	17087	19438101	0.087904678	7636	19438115	0.039283645	12150	19438110	0.062506077	15303	19438098	0.078726838	11443	19438102	0.058868916	16494	19438115	0.084853907	8817	19438095	0.045359383	17934	19438108	0.092262066	12408	19438100	0.063833399
k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillaceae	g__Azospirillum	s__(Azospirillum)	0.444976527	0.444976527	0.270770868		0	0	0.056653317	0.040924895	0	0	0.064095787	0.090645131	0	19438122	0	0	19438110	0	0	19438110	0	14526	19438101	0.074729522	18511	19438115	0.095230427	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	37377	19438095	0.192287361	0	19438108	0	0	19438100	0
k__Bacteria	p__Proteobacteria	c__Epsilonproteobacteria	o__Campylobacterales	f__(Campylobacterales)	g__(Campylobacterales)	s__(Campylobacterales)	0.455317354	0.455317354	0.265595095		0.165688243	0.071184695	0.077980848	0.035907702	0.087223879	0.034960798	0.124643502	0.075443049	17725	19438122	0.091186793	50845	19438110	0.261573785	28050	19438110	0.144304153	24930	19438101	0.128253269	9065	19438115	0.04663518	11479	19438110	0.059054095	23892	19438098	0.12291326	19246	19438102	0.099011724	7726	19438115	0.039746652	16965	19438095	0.087277071	44683	19438108	0.229873195	11037	19438100	0.056780241
k__Bacteria	p__Proteobacteria	c__(Proteobacteria)	o__(Proteobacteria)	f__(Proteobacteria)	g__(Proteobacteria)	s__(Proteobacteria)	0.465414989	0.465414989	0.260597362		0.278288321	0.076819446	0.342303542	0.045627396	0.433848885	0.092822607	0.468843868	0.217718521	49032	19438122	0.25224659	74380	19438110	0.382650371	38870	19438110	0.199968001	75226	19438101	0.387002825	70027	19438115	0.360256126	54359	19438110	0.279651674	107094	19438098	0.550948966	62964	19438102	0.323920514	82938	19438115	0.426677175	145763	19438095	0.749883155	42647	19438108	0.219398925	84993	19438100	0.437249525
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__(Lachnospiraceae bacterium 28-4)	s__Lachnospiraceae bacterium 28-4	0.465938752	0.465938752	0.260339595		0.17345647	0.015840626	0.124451419	0.10278224	0.142073214	0.100478833	0.256005784	0.089818826	35101	19438122	0.180578144	29449	19438110	0.151501355	36600	19438110	0.188289911	23644	19438101	0.121637397	0	19438115	0	48929	19438110	0.251716859	41876	19438098	0.2154326	40973	19438102	0.210787041	0	19438115	0	44204	19438095	0.227409116	73376	19438108	0.377485298	31708	19438100	0.163122939
k__Bacteria	p__Proteobacteria	c__Epsilonproteobacteria	o__(Epsilonproteobacteria)	f__(Epsilonproteobacteria)	g__(Epsilonproteobacteria)	s__(Epsilonproteobacteria)	0.474059558	0.474059558	0.256360906		0.020495818	0.009221466	0.009750607	0.004429313	0.010475988	0.004275266	0.015519346	0.009722342	2125	19438122	0.010932126	6406	19438110	0.032955879	3421	19438110	0.017599448	3102	19438101	0.015958349	1151	19438115	0.005921356	1433	19438110	0.007372116	2904	19438098	0.014939733	2289	19438102	0.011775841	916	19438115	0.004712391	2024	19438095	0.010412543	5662	19438108	0.029128349	1364	19438100	0.007017147
k__Bacteria	p__Proteobacteria	c__Epsilonproteobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter	s__Helicobacter ganmani	0.476726932	0.476726932	0.255061263		0	0	0.031198155	0.044120855	0	0	0.235052026	0.332413763	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	18193	19438115	0.093594466	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	137069	19438108	0.705156078	0	19438100	0
k__Bacteria	p__Chlamydiae	c__Chlamydiia	o__Chlamydiales	f__Chlamydiaceae	g__(Chlamydiaceae)	s__(Chlamydiaceae)	0.480009391	0.480009391	0.253466701		1.89E-05	1.28E-05	7.20E-05	5.09E-05	3.26E-05	1.75E-05	8.75E-05	7.85E-05	3	19438122	1.54E-05	1	19438110	5.14E-06	7	19438110	3.60E-05	0	19438101	0	21	19438115	0.000108035	21	19438110	0.000108035	5	19438098	2.57E-05	11	19438102	5.66E-05	3	19438115	1.54E-05	14	19438095	7.20E-05	37	19438108	0.000190348	0	19438100	0
k__Bacteria	p__Firmicutes	c__Erysipelotrichia	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Faecalibaculum	s__Faecalibaculum rodentium	0.484471806	0.484471806	0.251307237		0	0	0.07563496	0.106963987	0.128104042	0.090590311	0.114088663	0.099136105	0	19438122	0	0	19438110	0	0	19438110	0	44106	19438101	0.226904881	0	19438115	0	0	19438110	0	37621	19438098	0.193542599	0	19438102	0	37082	19438115	0.190769527	19548	19438095	0.10056541	0	19438108	0	46982	19438100	0.241700578
k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__(Lactobacillales)	g__(Lactobacillales)	s__(Lactobacillales)	0.48534555	0.48534555	0.250885515		0.057147173	0.016578983	0.063406375	0.019928086	0.045889248	0.007510441	0.075221682	0.024795922	14651	19438122	0.075372508	11820	19438110	0.060808381	6854	19438110	0.03526063	10519	19438101	0.054115369	8749	19438115	0.045009508	17707	19438110	0.091094247	7759	19438098	0.039916457	10979	19438102	0.056481852	8022	19438115	0.041269434	10234	19438095	0.052649192	12298	19438108	0.063267474	21333	19438100	0.109748381
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__Prevotella copri	0.50987404	0.50987404	0.239186722		0.076610672	0.0558661	0.118497467	0.016004535	0.069660423	0.007901407	0.064946341	0.047926312	0	19438122	0	25588	19438110	0.131638313	19087	19438110	0.098193703	23198	19438101	0.119342934	26759	19438115	0.137662525	19144	19438110	0.098486941	12164	19438098	0.062578139	12774	19438102	0.065716293	15684	19438115	0.080686836	15673	19438095	0.080630329	0	19438108	0	22200	19438100	0.114208693
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__(Gammaproteobacteria)	f__(Gammaproteobacteria)	g__(Gammaproteobacteria)	s__(Gammaproteobacteria)	0.552983844	0.552983844	0.219208112		0.080299289	0.012427649	0.103315943	0.030649125	0.09059697	0.010779819	0.080208454	0.008472306	12198	19438122	0.062752976	17484	19438110	0.089947016	17144	19438110	0.088197875	11858	19438101	0.061003902	22612	19438115	0.116328152	25778	19438110	0.132615774	19821	19438098	0.101969853	18214	19438102	0.093702564	14796	19438115	0.076118492	17920	19438095	0.092190104	14427	19438108	0.074220186	14426	19438100	0.074215072
k__Bacteria	p__Proteobacteria	c__Epsilonproteobacteria	o__Campylobacterales	f__Helicobacteraceae	g__(Helicobacteraceae)	s__(Helicobacteraceae)	0.579506146	0.579506146	0.207226627		0.03543211	0.014815978	0.017985291	0.008860372	0.017892693	0.007595683	0.030596261	0.023631631	3797	19438122	0.01953378	10730	19438110	0.05520084	6135	19438110	0.03156171	5926	19438101	0.030486517	2137	19438115	0.010993864	2425	19438110	0.012475493	5040	19438098	0.025928463	3897	19438102	0.020048254	1497	19438115	0.007701364	3157	19438095	0.016241303	12423	19438108	0.063910541	2262	19438100	0.01163694
k__Bacteria	p__Firmicutes	c__(Firmicutes bacterium CAG:475)	o__(Firmicutes bacterium CAG:475)	f__(Firmicutes bacterium CAG:475)	g__(Firmicutes bacterium CAG:475)	s__Firmicutes bacterium CAG:475	0.581704648	0.581704648	0.206242606		0	0	0	0	0.021595044	0.030540004	0.032549478	0.046031913	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	12593	19438102	0.064785132	0	19438115	0	0	19438095	0	0	19438108	0	18981	19438100	0.097648433
