# Pathway	RCE_322_Abundance
PWY66-422: D-galactose degradation V (Leloir pathway)	611.1997417843
PWY66-422: D-galactose degradation V (Leloir pathway)|unclassified	391.4642801461
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	597.8491579529
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|unclassified	218.0127570977
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	124.9468779948
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis	31.0407607364
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Bacteroides.s__Bacteroides_caecimuris	10.8415393610
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Helicobacter.s__Helicobacter_hepaticus	8.6725022838
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	3.9389746839
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	3.5853527470
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Bacteroides.s__Bacteroides_sartorii	2.0583852673
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	587.7822135350
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|unclassified	456.8440577360
PWY-6897: thiamin salvage II	556.0982376433
PWY-6897: thiamin salvage II|unclassified	33.5038955500
PWY-6897: thiamin salvage II|g__Bacteroides.s__Bacteroides_uniformis	5.0206907444
PWY-6897: thiamin salvage II|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	4.0534483655
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)	548.1093868721
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	521.2145952479
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Helicobacter.s__Helicobacter_typhlonius	149.1205248893
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Parabacteroides.s__Parabacteroides_distasonis	36.1229080960
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|unclassified	13.9362277098
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Bacteroides.s__Bacteroides_sartorii	8.2840338903
TRPSYN-PWY: L-tryptophan biosynthesis	518.2868910919
TRPSYN-PWY: L-tryptophan biosynthesis|unclassified	146.6831203737
TRPSYN-PWY: L-tryptophan biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	84.7707062445
TRPSYN-PWY: L-tryptophan biosynthesis|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	21.4672154181
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	511.3084000314
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	156.0029769812
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis	38.1570093429
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|unclassified	13.9216098712
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_sartorii	8.8052011767
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	507.6377677990
PWY-6317: galactose degradation I (Leloir pathway)	494.7980586697
PWY-6317: galactose degradation I (Leloir pathway)|unclassified	391.4642801461
METSYN-PWY: L-homoserine and L-methionine biosynthesis	494.7280630888
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I	493.1503660865
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|unclassified	179.1138458467
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	162.3263362820
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Alistipes.s__Alistipes_timonensis	15.1778279634
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	7.3040788206
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	7.0998699151
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Bacteroides.s__Bacteroides_caecimuris	7.0848399013
P42-PWY: incomplete reductive TCA cycle	490.8111075920
P42-PWY: incomplete reductive TCA cycle|unclassified	152.5888148989
PWY-6527: stachyose degradation	489.6546952216
PWY-6527: stachyose degradation|unclassified	391.9797574335
PWY-6527: stachyose degradation|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	16.8493472794
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis	483.7369435284
RHAMCAT-PWY: L-rhamnose degradation I	470.1694336212
RHAMCAT-PWY: L-rhamnose degradation I|unclassified	356.3408721292
RHAMCAT-PWY: L-rhamnose degradation I|g__Bacteroides.s__Bacteroides_caecimuris	15.9462217093
TCA: TCA cycle I (prokaryotic)	458.1919445227
TCA: TCA cycle I (prokaryotic)|unclassified	89.6953344586
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)	448.2773494204
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|unclassified	29.4250687672
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Bacteroides.s__Bacteroides_uniformis	4.3389870039
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	3.3898329990
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	447.3384763520
PWY0-781: aspartate superpathway	447.3354116846
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type	446.1903848126
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type|unclassified	30.8530178330
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage	443.8862711348
PWY-5913: TCA cycle VI (obligate autotrophs)	431.6373548607
PWY-5913: TCA cycle VI (obligate autotrophs)|unclassified	38.2087568632
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type	431.2003418091
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type|unclassified	28.0327528967
PWY0-1261: anhydromuropeptides recycling	428.9340037782
PWY0-1261: anhydromuropeptides recycling|unclassified	187.8665543779
PWY-7237: myo-, chiro- and scillo-inositol degradation	425.9224844626
PWY-7237: myo-, chiro- and scillo-inositol degradation|unclassified	151.4355285846
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Parabacteroides.s__Parabacteroides_distasonis	65.0130071773
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Prevotella.s__Prevotella_sp_MGM1	50.0883913983
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Oscillibacter.s__Oscillibacter_sp_1_3	18.4155301989
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Dorea.s__Dorea_sp_5_2	5.3297825122
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)	421.1072565511
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)|unclassified	78.8959922689
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)|g__Bacteroides.s__Bacteroides_uniformis	8.1464882746
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	6.7433338577
PWY66-399: gluconeogenesis III	418.4689321232
PWY66-399: gluconeogenesis III|unclassified	266.4824494188
PWY-5659: GDP-mannose biosynthesis	385.5674725507
PWY-5659: GDP-mannose biosynthesis|unclassified	172.0282959377
PWY-5659: GDP-mannose biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	146.3493032241
CITRULBIO-PWY: L-citrulline biosynthesis	365.9629073972
CITRULBIO-PWY: L-citrulline biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	84.5124157015
PWY-5030: L-histidine degradation III	362.9947090890
PWY-5030: L-histidine degradation III|unclassified	300.1085655799
PWY-5030: L-histidine degradation III|g__Alistipes.s__Alistipes_timonensis	9.6807023753
PWY-5030: L-histidine degradation III|g__Bacteroides.s__Bacteroides_sartorii	8.8579434644
GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff	349.1395394147
GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff|unclassified	97.1877813884
PWY-6901: superpathway of glucose and xylose degradation	346.2902281058
PWY-6901: superpathway of glucose and xylose degradation|unclassified	107.1797117882
PPGPPMET-PWY: ppGpp biosynthesis	343.4698057852
PPGPPMET-PWY: ppGpp biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	178.1132643684
PPGPPMET-PWY: ppGpp biosynthesis|unclassified	102.1158538817
COLANSYN-PWY: colanic acid building blocks biosynthesis	342.8747617983
COLANSYN-PWY: colanic acid building blocks biosynthesis|unclassified	133.7924784641
PWY-7456: mannan degradation	338.0994267065
PWY-7456: mannan degradation|unclassified	162.5090316491
PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage	337.8834278193
PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage|unclassified	305.4878763729
PWY-4981: L-proline biosynthesis II (from arginine)	335.5543987107
PWY-4981: L-proline biosynthesis II (from arginine)|unclassified	298.1956432601
PWY-6936: seleno-amino acid biosynthesis	332.6446172656
PWY-6936: seleno-amino acid biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	116.2354198789
PWY-6936: seleno-amino acid biosynthesis|unclassified	98.6025362248
PWY-6936: seleno-amino acid biosynthesis|g__Bacteroides.s__Bacteroides_sartorii	11.1328005560
PWY-4984: urea cycle	323.6315087808
PWY-4984: urea cycle|g__Helicobacter.s__Helicobacter_typhlonius	91.7874460786
NONMEVIPP-PWY: methylerythritol phosphate pathway I	320.4889547276
NONMEVIPP-PWY: methylerythritol phosphate pathway I|unclassified	50.0188778636
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	33.5570272434
PWY-6612: superpathway of tetrahydrofolate biosynthesis	319.6817016501
PWY0-1479: tRNA processing	317.6763906926
PWY0-1479: tRNA processing|unclassified	270.9583732449
PWY-6892: thiazole biosynthesis I (E. coli)	311.2080461981
PWY-6892: thiazole biosynthesis I (E. coli)|unclassified	266.5343456978
PWY-6892: thiazole biosynthesis I (E. coli)|g__Bacteroides.s__Bacteroides_caecimuris	5.3019593177
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	303.9342084076
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)|unclassified	246.8719197978
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	303.9342084076
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)|unclassified	246.8719197978
HOMOSER-METSYN-PWY: L-methionine biosynthesis I	273.2679400373
PWY-6803: phosphatidylcholine acyl editing	259.8084107703
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	245.2102016918
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis|unclassified	90.4265903469
P108-PWY: pyruvate fermentation to propanoate I	239.4950794055
P108-PWY: pyruvate fermentation to propanoate I|unclassified	161.1664745993
PWY-7279: aerobic respiration II (cytochrome c) (yeast)	239.0169800115
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|g__Helicobacter.s__Helicobacter_typhlonius	166.9111826818
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|unclassified	33.1657551027
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|g__Helicobacter.s__Helicobacter_hepaticus	3.7734318792
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	226.7356900798
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)|unclassified	12.3389975001
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	218.9300679565
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	213.8719058879
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)|unclassified	178.8018641877
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II	212.8968767681
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II|g__Helicobacter.s__Helicobacter_typhlonius	164.3655189258
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II|g__Helicobacter.s__Helicobacter_hepaticus	7.7954849362
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	207.0913397636
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	136.0619270951
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Mucispirillum.s__Mucispirillum_schaedleri	12.6552950906
PWY-5189: tetrapyrrole biosynthesis II (from glycine)	205.9639061386
PWY-5189: tetrapyrrole biosynthesis II (from glycine)|g__Helicobacter.s__Helicobacter_typhlonius	126.7812681263
PENTOSE-P-PWY: pentose phosphate pathway	198.0088228448
PENTOSE-P-PWY: pentose phosphate pathway|unclassified	57.2116170442
PENTOSE-P-PWY: pentose phosphate pathway|g__Parabacteroides.s__Parabacteroides_distasonis	22.5698455528
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	186.6802362344
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis|unclassified	176.9461385528
P441-PWY: superpathway of N-acetylneuraminate degradation	174.5640105527
PWY-6859: all-trans-farnesol biosynthesis	162.8619683358
PWY-6270: isoprene biosynthesis I	157.6105598967
PWY-6270: isoprene biosynthesis I|unclassified	22.2849303600
PWY-5918: superpathay of heme biosynthesis from glutamate	152.4251548704
PWY-7392: taxadiene biosynthesis (engineered)	151.5902792289
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	150.0035171147
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|unclassified	58.3946397427
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV	142.6980772520
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV|unclassified	75.6287720139
FERMENTATION-PWY: mixed acid fermentation	140.6149994735
FERMENTATION-PWY: mixed acid fermentation|unclassified	45.2731888297
PWY-7560: methylerythritol phosphate pathway II	138.9870872576
PWY-7560: methylerythritol phosphate pathway II|unclassified	24.4964465751
PWY-2941: L-lysine biosynthesis II	138.2132524006
PWY-2941: L-lysine biosynthesis II|unclassified	95.6589606421
PWY-2941: L-lysine biosynthesis II|g__Lactobacillus.s__Lactobacillus_johnsonii	9.1240579996
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis	121.2727456662
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_sartorii	8.5378966867
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	8.2379965810
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	7.7880685728
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)	119.5918064242
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)	117.2963909614
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)|unclassified	74.8538377354
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP	107.0971197261
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP|unclassified	103.4530973387
PWY-6263: superpathway of menaquinol-8 biosynthesis II	105.3363665613
PWY-6263: superpathway of menaquinol-8 biosynthesis II|unclassified	53.7632182449
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I	102.0786973132
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|unclassified	44.2016022900
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	2.1313757100
GALACTUROCAT-PWY: D-galacturonate degradation I	100.3677076649
GALACTUROCAT-PWY: D-galacturonate degradation I|unclassified	78.5172579597
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	98.1518122300
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis	92.8117009730
PWY-7385: 1,3-propanediol biosynthesis (engineered)	90.6769855766
PWY-7385: 1,3-propanediol biosynthesis (engineered)|unclassified	31.1520564030
PWY-5941: glycogen degradation II (eukaryotic)	89.8153378916
PWY-5941: glycogen degradation II (eukaryotic)|unclassified	85.2172992296
PWY-4041: &gamma;-glutamyl cycle	87.1494854413
PWY-4041: &gamma;-glutamyl cycle|unclassified	25.3017383135
PWY-6969: TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	82.4419450757
PWY-6969: TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)|unclassified	73.2259530172
PWY-7315: dTDP-N-acetylthomosamine biosynthesis	82.2197959229
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|unclassified	81.9963672700
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	80.9710459369
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation|unclassified	55.0778788763
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	79.3298437412
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|unclassified	44.1814038488
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|g__Mucispirillum.s__Mucispirillum_schaedleri	13.9299656557
PWY-6305: putrescine biosynthesis IV	78.0399783700
PWY-6305: putrescine biosynthesis IV|unclassified	45.2897695553
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	76.8812721701
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	75.1157084764
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|unclassified	33.5643376782
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	73.7778580973
PWY-5505: L-glutamate and L-glutamine biosynthesis	73.3913596827
PWY-5505: L-glutamate and L-glutamine biosynthesis|unclassified	22.7956130873
PWY-6353: purine nucleotides degradation II (aerobic)	71.2528015801
PWY-6353: purine nucleotides degradation II (aerobic)|unclassified	21.9487579984
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation	69.9500094880
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation|unclassified	45.9128949597
P124-PWY: Bifidobacterium shunt	69.2042235895
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	68.4538352894
PWY0-1061: superpathway of L-alanine biosynthesis	67.8021941299
PWY0-1061: superpathway of L-alanine biosynthesis|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	22.5515834328
PWY0-1061: superpathway of L-alanine biosynthesis|unclassified	12.7135290157
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation	66.1872828350
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation|unclassified	51.5608036178
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type	66.1474166322
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type|unclassified	11.1290648248
PWY-6549: L-glutamine biosynthesis III	63.4911024931
PWY-6549: L-glutamine biosynthesis III|unclassified	42.0537734788
PWY-1861: formaldehyde assimilation II (RuMP Cycle)	61.2919000969
PWY-1861: formaldehyde assimilation II (RuMP Cycle)|unclassified	60.2335541945
P161-PWY: acetylene degradation	60.5890572047
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis	60.1440937849
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis|unclassified	57.2368746939
TEICHOICACID-PWY: teichoic acid (poly-glycerol) biosynthesis	56.2170904659
TEICHOICACID-PWY: teichoic acid (poly-glycerol) biosynthesis|unclassified	8.0005347307
PWY-6608: guanosine nucleotides degradation III	52.4162727722
PWY-6608: guanosine nucleotides degradation III|unclassified	51.6506537984
CENTFERM-PWY: pyruvate fermentation to butanoate	52.3228068183
CENTFERM-PWY: pyruvate fermentation to butanoate|unclassified	41.0401766718
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	52.2252614470
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|unclassified	51.8908920041
PWY-7242: D-fructuronate degradation	52.1560148132
PWY-7242: D-fructuronate degradation|unclassified	51.7550818090
PWY-5690: TCA cycle II (plants and fungi)	50.6082572393
PWY-5690: TCA cycle II (plants and fungi)|unclassified	48.7163817726
P164-PWY: purine nucleobases degradation I (anaerobic)	48.2518532559
P164-PWY: purine nucleobases degradation I (anaerobic)|unclassified	37.8573692718
PWY-7254: TCA cycle VII (acetate-producers)	47.7807151732
SO4ASSIM-PWY: sulfate reduction I (assimilatory)	45.3054049033
SALVADEHYPOX-PWY: adenosine nucleotides degradation II	43.6457863499
SALVADEHYPOX-PWY: adenosine nucleotides degradation II|unclassified	43.3607442653
PWY-6143: CMP-pseudaminate biosynthesis	37.7239795645
PWY-6143: CMP-pseudaminate biosynthesis|unclassified	36.5268518315
PWY-6606: guanosine nucleotides degradation II	35.0701272092
PWY-6606: guanosine nucleotides degradation II|unclassified	8.7108232102
POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II	33.9740866249
POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II|unclassified	14.6899129090
PWY-5177: glutaryl-CoA degradation	33.6843769190
PWY-5177: glutaryl-CoA degradation|unclassified	26.5213609111
LACTOSECAT-PWY: lactose and galactose degradation I	32.1748679706
LACTOSECAT-PWY: lactose and galactose degradation I|g__Lactobacillus.s__Lactobacillus_johnsonii	22.0001084508
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I	31.5319805386
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I|unclassified	30.5335078964
PWY-6595: superpathway of guanosine nucleotides degradation (plants)	29.5730770831
P122-PWY: heterolactic fermentation	27.2725363286
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)	26.5024618896
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)|unclassified	26.3835530372
PWY-5676: acetyl-CoA fermentation to butanoate II	26.3886043112
PWY-5676: acetyl-CoA fermentation to butanoate II|unclassified	24.6383377570
GLUDEG-I-PWY: GABA shunt	25.6296009769
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	25.2851740689
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I|unclassified	21.8976880371
METH-ACETATE-PWY: methanogenesis from acetate	24.6514476166
METH-ACETATE-PWY: methanogenesis from acetate|unclassified	23.6625736020
PWY-5022: 4-aminobutanoate degradation V	24.3329441300
PWY-5022: 4-aminobutanoate degradation V|unclassified	20.4016460775
PWY-5384: sucrose degradation IV (sucrose phosphorylase)	24.0599346237
PWY-5384: sucrose degradation IV (sucrose phosphorylase)|unclassified	7.3834152130
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	20.0058903573
PWY-6519: 8-amino-7-oxononanoate biosynthesis I|unclassified	17.4632092840
HEMESYN2-PWY: heme biosynthesis II (anaerobic)	19.5799566533
FASYN-ELONG-PWY: fatty acid elongation -- saturated	16.2068722474
FASYN-ELONG-PWY: fatty acid elongation -- saturated|unclassified	16.1174665033
PWYG-321: mycolate biosynthesis	14.7386085959
PWYG-321: mycolate biosynthesis|unclassified	14.6622062812
PWY-7664: oleate biosynthesis IV (anaerobic)	14.1992334292
PWY-7664: oleate biosynthesis IV (anaerobic)|unclassified	14.1387652855
PWY0-862: (5Z)-dodec-5-enoate biosynthesis	12.1864290188
PWY0-862: (5Z)-dodec-5-enoate biosynthesis|unclassified	12.1499412524
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	12.1811581793
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)|unclassified	12.1361814822
PWY-5989: stearate biosynthesis II (bacteria and plants)	12.1105270391
PWY-5989: stearate biosynthesis II (bacteria and plants)|unclassified	12.0147161925
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	11.4836587929
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)|unclassified	9.4486965656
PWY-7316: dTDP-N-acetylviosamine biosynthesis	11.1585860700
PWY-7316: dTDP-N-acetylviosamine biosynthesis|unclassified	11.1544610541
PWY-621: sucrose degradation III (sucrose invertase)	10.9416527926
PWY-621: sucrose degradation III (sucrose invertase)|unclassified	10.8902520693
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)	10.1583162794
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|unclassified	10.1308120835
