# Pathway	DSS_334_Abundance
PWY66-399: gluconeogenesis III|unclassified	692.3365173935
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)	895.7100832310
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|unclassified	373.4984798449
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Helicobacter.s__Helicobacter_typhlonius	283.9417587351
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Parabacteroides.s__Parabacteroides_distasonis	96.6486253569
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Helicobacter.s__Helicobacter_apodemus	42.5573632979
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Helicobacter.s__Helicobacter_hepaticus	19.7151809317
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	890.4876913382
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I|unclassified	65.1286961656
TRPSYN-PWY: L-tryptophan biosynthesis	883.3941081300
TRPSYN-PWY: L-tryptophan biosynthesis|unclassified	262.5445558208
TRPSYN-PWY: L-tryptophan biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	183.2583976863
TRPSYN-PWY: L-tryptophan biosynthesis|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	32.1157679145
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis	867.6329560932
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis|unclassified	71.6260731579
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	859.8964073772
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Helicobacter.s__Helicobacter_typhlonius	358.9463266511
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|unclassified	216.4835672461
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Helicobacter.s__Helicobacter_apodemus	136.2390916447
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Mucispirillum.s__Mucispirillum_schaedleri	42.3173555663
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Helicobacter.s__Helicobacter_hepaticus	27.5477748190
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Romboutsia.s__Romboutsia_ilealis	8.6832492840
METSYN-PWY: L-homoserine and L-methionine biosynthesis	841.1877970092
METSYN-PWY: L-homoserine and L-methionine biosynthesis|unclassified	80.2614258646
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage	840.9441107711
CITRULBIO-PWY: L-citrulline biosynthesis	831.8751907830
CITRULBIO-PWY: L-citrulline biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	201.7683614128
CITRULBIO-PWY: L-citrulline biosynthesis|g__Helicobacter.s__Helicobacter_hepaticus	46.1153843693
CITRULBIO-PWY: L-citrulline biosynthesis|unclassified	13.5606769919
COLANSYN-PWY: colanic acid building blocks biosynthesis	824.3766385959
COLANSYN-PWY: colanic acid building blocks biosynthesis|unclassified	108.9003091805
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	811.1651321444
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|unclassified	334.5873669055
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_sartorii	235.0519912053
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_caecimuris	86.5084419212
PWY-5913: TCA cycle VI (obligate autotrophs)	810.8497568905
PWY-5913: TCA cycle VI (obligate autotrophs)|unclassified	25.9411447362
PWY-6936: seleno-amino acid biosynthesis	800.7860867429
PWY-6936: seleno-amino acid biosynthesis|unclassified	301.1043615602
PWY-6936: seleno-amino acid biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	262.4534889361
PWY-6936: seleno-amino acid biosynthesis|g__Bacteroides.s__Bacteroides_sartorii	174.1096235014
PWY-6936: seleno-amino acid biosynthesis|g__Helicobacter.s__Helicobacter_hepaticus	46.9747702359
PWY-5659: GDP-mannose biosynthesis	783.7619121750
PWY-5659: GDP-mannose biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	328.8899802918
PWY-5659: GDP-mannose biosynthesis|unclassified	271.8920065785
PWY-7279: aerobic respiration II (cytochrome c) (yeast)	782.1417848489
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|g__Helicobacter.s__Helicobacter_typhlonius	391.6432938707
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|g__Helicobacter.s__Helicobacter_apodemus	135.8879308567
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|g__Helicobacter.s__Helicobacter_hepaticus	30.1991292788
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|unclassified	25.9783883522
PWY-4984: urea cycle	731.7828325571
PWY-4984: urea cycle|g__Helicobacter.s__Helicobacter_typhlonius	216.0569006660
PWY-4984: urea cycle|g__Helicobacter.s__Helicobacter_hepaticus	22.8602113735
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	705.4020335682
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|unclassified	368.9341734061
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	681.4008375725
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis|unclassified	80.1823563343
PWY-7237: myo-, chiro- and scillo-inositol degradation	680.0981508800
PWY-7237: myo-, chiro- and scillo-inositol degradation|unclassified	380.4213198981
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Parabacteroides.s__Parabacteroides_distasonis	188.9322253810
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Prevotella.s__Prevotella_sp_MGM1	58.4009043873
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Oscillibacter.s__Oscillibacter_sp_1_3	33.0497981276
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	674.7716122635
PWY-6897: thiamin salvage II	654.6681685281
PWY-6897: thiamin salvage II|unclassified	40.3194948880
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis	648.9724100914
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_sartorii	182.3249291058
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_caecimuris	80.2644050318
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|unclassified	9.0518995618
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	633.9580144400
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis|unclassified	427.5546579113
PWY-6612: superpathway of tetrahydrofolate biosynthesis	619.6466113597
PWY-6892: thiazole biosynthesis I (E. coli)	618.0742371299
PWY-6892: thiazole biosynthesis I (E. coli)|unclassified	332.0956057717
PWY-6892: thiazole biosynthesis I (E. coli)|g__Bacteroides.s__Bacteroides_caecimuris	127.8694963060
PWY-6901: superpathway of glucose and xylose degradation	612.7568787653
PWY-6901: superpathway of glucose and xylose degradation|unclassified	132.3244011856
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)	574.5115956368
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)|unclassified	208.6167822798
PWY0-1261: anhydromuropeptides recycling	572.6765813681
PWY0-1261: anhydromuropeptides recycling|unclassified	249.6592820734
PWY-6803: phosphatidylcholine acyl editing	569.8905269982
PWY-6803: phosphatidylcholine acyl editing|g__Escherichia.s__Escherichia_coli	13.6888015483
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	539.2073095013
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	285.5383669122
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|unclassified	35.6860872354
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Mucispirillum.s__Mucispirillum_schaedleri	30.0000558018
PPGPPMET-PWY: ppGpp biosynthesis	529.5218138342
PPGPPMET-PWY: ppGpp biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	380.8590067977
PPGPPMET-PWY: ppGpp biosynthesis|unclassified	21.4561198027
PENTOSE-P-PWY: pentose phosphate pathway	527.7111383640
PENTOSE-P-PWY: pentose phosphate pathway|g__Parabacteroides.s__Parabacteroides_distasonis	81.4662982845
PENTOSE-P-PWY: pentose phosphate pathway|unclassified	70.3136958394
PWY-6859: all-trans-farnesol biosynthesis	526.1321366410
PWY-6608: guanosine nucleotides degradation III	506.7434987996
PWY-6608: guanosine nucleotides degradation III|g__Bacteroides.s__Bacteroides_caecimuris	100.5143965123
PWY-6608: guanosine nucleotides degradation III|unclassified	71.3419791296
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II	496.4793032720
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II|g__Helicobacter.s__Helicobacter_typhlonius	332.2476056048
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II|unclassified	56.3779947815
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II|g__Helicobacter.s__Helicobacter_hepaticus	21.2115565730
P42-PWY: incomplete reductive TCA cycle	487.6136883803
P42-PWY: incomplete reductive TCA cycle|unclassified	154.3951027078
HOMOSER-METSYN-PWY: L-methionine biosynthesis I	487.1658443420
HOMOSER-METSYN-PWY: L-methionine biosynthesis I|unclassified	40.9379513498
HOMOSER-METSYN-PWY: L-methionine biosynthesis I|g__Escherichia.s__Escherichia_coli	9.5319039050
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)	478.0779265312
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|unclassified	35.0897124306
TCA: TCA cycle I (prokaryotic)	445.9098516793
TCA: TCA cycle I (prokaryotic)|unclassified	144.3308815556
PWY-5189: tetrapyrrole biosynthesis II (from glycine)	436.5680098425
PWY-5189: tetrapyrrole biosynthesis II (from glycine)|g__Helicobacter.s__Helicobacter_typhlonius	291.8853245941
PWY-5189: tetrapyrrole biosynthesis II (from glycine)|g__Helicobacter.s__Helicobacter_hepaticus	25.6562954578
PWY-5189: tetrapyrrole biosynthesis II (from glycine)|g__Romboutsia.s__Romboutsia_ilealis	9.7019379486
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	433.6607434606
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)|unclassified	263.1931624651
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	433.6607434606
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)|unclassified	263.1931624651
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	408.8386194482
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)|unclassified	388.9631726170
P164-PWY: purine nucleobases degradation I (anaerobic)	401.8913708239
P164-PWY: purine nucleobases degradation I (anaerobic)|unclassified	38.8771767520
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	393.6987775051
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I|unclassified	68.9297260671
PWY-7234: inosine-5'-phosphate biosynthesis III	389.9587003864
PWY-7234: inosine-5'-phosphate biosynthesis III|unclassified	328.3750938665
PWY-7234: inosine-5'-phosphate biosynthesis III|g__Alistipes.s__Alistipes_timonensis	20.6341928364
FASYN-ELONG-PWY: fatty acid elongation -- saturated	383.4544447071
FASYN-ELONG-PWY: fatty acid elongation -- saturated|unclassified	351.2773299794
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP	382.8167431764
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP|unclassified	347.7600134045
PWY-7315: dTDP-N-acetylthomosamine biosynthesis	369.5988296458
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|unclassified	352.5628262163
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	365.3116681751
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Escherichia.s__Escherichia_coli	23.7828486901
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|unclassified	20.6801022639
PWYG-321: mycolate biosynthesis	350.3278429230
PWYG-321: mycolate biosynthesis|unclassified	321.5426861909
PWY-7664: oleate biosynthesis IV (anaerobic)	340.8019979910
PWY-7664: oleate biosynthesis IV (anaerobic)|unclassified	318.0590756028
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	323.9202868544
PWY-6519: 8-amino-7-oxononanoate biosynthesis I|unclassified	55.1622649344
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV	319.4605568639
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV|unclassified	301.0065315158
PWY-5505: L-glutamate and L-glutamine biosynthesis	311.5977689033
PWY0-862: (5Z)-dodec-5-enoate biosynthesis	296.7858440538
PWY0-862: (5Z)-dodec-5-enoate biosynthesis|unclassified	282.4466286547
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	295.6321584490
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)|unclassified	278.1701998547
PWY-5989: stearate biosynthesis II (bacteria and plants)	285.5638589432
PWY-5989: stearate biosynthesis II (bacteria and plants)|unclassified	257.8292248866
PWY-5971: palmitate biosynthesis II (bacteria and plants)	267.5857229029
PWY-5971: palmitate biosynthesis II (bacteria and plants)|unclassified	250.4959537153
PWY-5941: glycogen degradation II (eukaryotic)	265.3625068331
PWY-5941: glycogen degradation II (eukaryotic)|unclassified	199.1016989788
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)	258.5160777690
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)|unclassified	58.6520587254
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	254.6052662753
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)|unclassified	222.2137140269
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)	249.5543397129
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|unclassified	240.7025810458
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I	225.1289535185
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|unclassified	146.9606652914
TEICHOICACID-PWY: teichoic acid (poly-glycerol) biosynthesis	218.1476360397
FERMENTATION-PWY: mixed acid fermentation	213.0951659415
FERMENTATION-PWY: mixed acid fermentation|unclassified	42.6404046940
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis	209.1160805659
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis|unclassified	77.9822629817
PWY-5918: superpathay of heme biosynthesis from glutamate	206.2880413380
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation	199.4467335564
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation|unclassified	123.3880851009
P108-PWY: pyruvate fermentation to propanoate I	191.7114667356
P108-PWY: pyruvate fermentation to propanoate I|unclassified	163.2581844049
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	185.4108717638
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)|unclassified	18.2788666529
NAGLIPASYN-PWY: lipid IVA biosynthesis	180.3209756838
NAGLIPASYN-PWY: lipid IVA biosynthesis|unclassified	152.0010284222
PWY-6305: putrescine biosynthesis IV	174.1376638652
PWY-6305: putrescine biosynthesis IV|unclassified	64.8506453508
P441-PWY: superpathway of N-acetylneuraminate degradation	167.6652400053
P441-PWY: superpathway of N-acetylneuraminate degradation|unclassified	49.3693657652
GALACTUROCAT-PWY: D-galacturonate degradation I	163.7269938191
GALACTUROCAT-PWY: D-galacturonate degradation I|unclassified	87.4068249999
GALACTUROCAT-PWY: D-galacturonate degradation I|g__Alistipes.s__Alistipes_timonensis	27.9443426534
CENTFERM-PWY: pyruvate fermentation to butanoate	159.2594306646
CENTFERM-PWY: pyruvate fermentation to butanoate|unclassified	98.9003179609
NONMEVIPP-PWY: methylerythritol phosphate pathway I	158.8831266549
NONMEVIPP-PWY: methylerythritol phosphate pathway I|unclassified	71.5756695127
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)	154.6218868858
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)|unclassified	129.6816642781
PWY-6353: purine nucleotides degradation II (aerobic)	150.7606586405
PWY-6353: purine nucleotides degradation II (aerobic)|unclassified	40.8507423981
PWY-6969: TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	146.8785196002
PWY-6969: TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)|unclassified	137.3184310830
PWY-6549: L-glutamine biosynthesis III	145.1736023196
PWY-6549: L-glutamine biosynthesis III|unclassified	51.3741331836
GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	144.2853850093
GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass|unclassified	45.4773828646
PWY-5676: acetyl-CoA fermentation to butanoate II	137.6942499255
PWY-5676: acetyl-CoA fermentation to butanoate II|unclassified	125.6574795701
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation	127.4974685463
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation|unclassified	71.6618751752
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)	126.7279148422
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)|unclassified	123.3462136657
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	123.4784532963
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	122.6034273048
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation|unclassified	96.3070762080
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis	120.3829478830
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis|unclassified	114.4034395644
POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II	118.0965588866
PWY0-1479: tRNA processing	117.0572344681
PWY0-1479: tRNA processing|unclassified	103.5548864089
PYRIDNUCSAL-PWY: NAD salvage pathway I	105.7007588069
PYRIDNUCSAL-PWY: NAD salvage pathway I|unclassified	74.9374867632
FUCCAT-PWY: fucose degradation	104.2138813802
FUCCAT-PWY: fucose degradation|unclassified	104.1323442028
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation	103.5642754605
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation|unclassified	93.6226049316
PWY-5177: glutaryl-CoA degradation	101.7927026573
PWY-5177: glutaryl-CoA degradation|unclassified	79.7900402465
SO4ASSIM-PWY: sulfate reduction I (assimilatory)	101.2709943613
SO4ASSIM-PWY: sulfate reduction I (assimilatory)|unclassified	38.1529505854
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	100.7518926285
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|g__Mucispirillum.s__Mucispirillum_schaedleri	42.8555908948
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|unclassified	19.2072075129
PWY-6629: superpathway of L-tryptophan biosynthesis	99.2830267301
PWY-6629: superpathway of L-tryptophan biosynthesis|unclassified	88.9164568058
PWY-6263: superpathway of menaquinol-8 biosynthesis II	91.4218221821
PWY-7254: TCA cycle VII (acetate-producers)	90.7165641550
PWY-7254: TCA cycle VII (acetate-producers)|unclassified	14.3272184484
PWY-6113: superpathway of mycolate biosynthesis	90.3156736482
PWY-6113: superpathway of mycolate biosynthesis|unclassified	88.1341311967
PWY-5690: TCA cycle II (plants and fungi)	86.7229301832
PWY-5690: TCA cycle II (plants and fungi)|unclassified	84.2818527727
PWY-7456: mannan degradation	86.4992755742
PWY-7456: mannan degradation|unclassified	43.9207630628
PWY-4041: &gamma;-glutamyl cycle	86.4874200118
PWY-4041: &gamma;-glutamyl cycle|unclassified	53.6392526050
PWY-6628: superpathway of L-phenylalanine biosynthesis	82.7685321149
PWY-6628: superpathway of L-phenylalanine biosynthesis|unclassified	58.6970346263
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	82.6673134983
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|unclassified	34.3689699001
PWY-6630: superpathway of L-tyrosine biosynthesis	82.2571147968
PWY-6630: superpathway of L-tyrosine biosynthesis|unclassified	58.8880940466
PWY-6606: guanosine nucleotides degradation II	82.0682662993
PWY-6606: guanosine nucleotides degradation II|unclassified	16.7773308917
PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)	78.4683600368
PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)|unclassified	17.4593552159
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA	74.7735613667
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA|unclassified	23.7081333394
SALVADEHYPOX-PWY: adenosine nucleotides degradation II	73.8232081333
SALVADEHYPOX-PWY: adenosine nucleotides degradation II|unclassified	60.0115128021
PWY0-42: 2-methylcitrate cycle I	73.1979235041
PWY0-42: 2-methylcitrate cycle I|g__Helicobacter.s__Helicobacter_hepaticus	11.4766504637
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	72.9530523996
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|unclassified	71.5806740800
PWY-7242: D-fructuronate degradation	72.7890708447
PWY-7242: D-fructuronate degradation|unclassified	71.1403458295
PWY-7392: taxadiene biosynthesis (engineered)	70.6948458345
ORNDEG-PWY: superpathway of ornithine degradation	67.1206000205
ORNDEG-PWY: superpathway of ornithine degradation|unclassified	21.8656540399
ORNDEG-PWY: superpathway of ornithine degradation|g__Escherichia.s__Escherichia_coli	6.2597809077
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	65.4904163911
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|unclassified	62.6273743149
PWY-6270: isoprene biosynthesis I	64.1453240024
PWY-6270: isoprene biosynthesis I|unclassified	31.4755080083
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I	62.9889760107
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I|unclassified	61.2406452737
PWY-1861: formaldehyde assimilation II (RuMP Cycle)	62.5532898743
PWY-1861: formaldehyde assimilation II (RuMP Cycle)|unclassified	60.0509138304
PWY-5747: 2-methylcitrate cycle II	60.4336949097
PWY-5747: 2-methylcitrate cycle II|g__Helicobacter.s__Helicobacter_hepaticus	14.2904349008
PWY-7560: methylerythritol phosphate pathway II	56.2533881963
PWY-7560: methylerythritol phosphate pathway II|unclassified	27.5879112228
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	52.1765361661
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|unclassified	34.5013720835
PWY-2941: L-lysine biosynthesis II	50.4552378569
PWY-2941: L-lysine biosynthesis II|unclassified	49.2801956410
PWY-5723: Rubisco shunt	49.4843680320
PWY-5723: Rubisco shunt|unclassified	23.1721487782
PWY-5920: superpathway of heme biosynthesis from glycine	48.2811171222
PWY-5083: NAD/NADH phosphorylation and dephosphorylation	46.8248192591
PWY-5083: NAD/NADH phosphorylation and dephosphorylation|unclassified	46.0272293741
KETOGLUCONMET-PWY: ketogluconate metabolism	43.2025360187
KETOGLUCONMET-PWY: ketogluconate metabolism|unclassified	20.9054009640
LACTOSECAT-PWY: lactose and galactose degradation I	43.1540752562
LACTOSECAT-PWY: lactose and galactose degradation I|unclassified	42.4447823958
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	43.1420966353
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)|unclassified	27.2481069485
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)	40.8308587660
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)|unclassified	40.2353966507
PWY-4702: phytate degradation I	39.2156862745
NAD-BIOSYNTHESIS-II: NAD salvage pathway II	38.4595219993
NAD-BIOSYNTHESIS-II: NAD salvage pathway II|unclassified	11.2136081905
PWY-6138: CMP-N-acetylneuraminate biosynthesis I (eukaryotes)	36.7792408028
GLYOXYLATE-BYPASS: glyoxylate cycle	36.1778133783
GLYOXYLATE-BYPASS: glyoxylate cycle|unclassified	36.1421666492
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	34.6901361001
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage|unclassified	13.2625422980
P161-PWY: acetylene degradation	34.4730143999
P161-PWY: acetylene degradation|unclassified	21.8211531004
HEMESYN2-PWY: heme biosynthesis II (anaerobic)	33.9499180553
HEMESYN2-PWY: heme biosynthesis II (anaerobic)|unclassified	22.8325020114
GLUDEG-I-PWY: GABA shunt	33.4509013983
PWY-5022: 4-aminobutanoate degradation V	32.9692548890
PWY-5022: 4-aminobutanoate degradation V|unclassified	10.4726868013
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I	27.7546256747
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I|unclassified	10.5815919835
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I|g__Alistipes.s__Alistipes_indistinctus	10.3218249183
PWY0-1415: superpathway of heme biosynthesis from uroporphyrinogen-III	27.6802500159
FAO-PWY: fatty acid &beta;-oxidation I	25.8208945281
FAO-PWY: fatty acid &beta;-oxidation I|unclassified	18.2526095280
PWY-561: superpathway of glyoxylate cycle and fatty acid degradation	24.4729124352
PWY-561: superpathway of glyoxylate cycle and fatty acid degradation|unclassified	20.5551647147
METH-ACETATE-PWY: methanogenesis from acetate	23.9270448591
METH-ACETATE-PWY: methanogenesis from acetate|unclassified	23.1211797980
PWY-5136: fatty acid &beta;-oxidation II (peroxisome)	22.9862559231
PWY-5136: fatty acid &beta;-oxidation II (peroxisome)|unclassified	16.1586998401
PWY-6478: GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis	22.1474900333
PWY-6478: GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis|unclassified	21.4358852426
GLYCOCAT-PWY: glycogen degradation I (bacterial)	21.8884530235
GLYCOCAT-PWY: glycogen degradation I (bacterial)|unclassified	20.8203120545
PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)	21.4618940986
PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)|unclassified	21.3712459322
PWY-621: sucrose degradation III (sucrose invertase)	19.8542242294
PWY-621: sucrose degradation III (sucrose invertase)|unclassified	19.7759429943
PWY-7385: 1,3-propanediol biosynthesis (engineered)	16.9733559413
PWY-7385: 1,3-propanediol biosynthesis (engineered)|unclassified	16.4961852610
PWY-6531: mannitol cycle	15.9019292568
PWY-6588: pyruvate fermentation to acetone	15.3996970420
GALACTARDEG-PWY: D-galactarate degradation I	14.7491481358
GALACTARDEG-PWY: D-galactarate degradation I|unclassified	10.9758883640
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation	14.7491481358
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation|unclassified	10.9758883640
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	13.7690038198
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis|unclassified	13.2709966668
PWY-6731: starch degradation III	13.4775104792
PWY-6731: starch degradation III|unclassified	10.7139137568
