# Pathway	D_DSS_Abundance
PWY-6168: flavin biosynthesis III (fungi)|g__Bacteroides.s__Bacteroides_caecimuris	512.9289051213
PWY-6168: flavin biosynthesis III (fungi)|unclassified	293.3639374997
PWY-6168: flavin biosynthesis III (fungi)|g__Bacteroides.s__Bacteroides_sartorii	278.6648089959
PWY-6168: flavin biosynthesis III (fungi)|g__Parabacteroides.s__Parabacteroides_distasonis	95.5472646268
PWY-6168: flavin biosynthesis III (fungi)|g__Helicobacter.s__Helicobacter_hepaticus	14.1823689435
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II	2454.4259152452
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II|unclassified	1398.0537352745
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II|g__Escherichia.s__Escherichia_coli	18.2017333530
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	2450.0127631774
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|unclassified	835.0960265353
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_caecimuris	523.4561993986
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_sartorii	431.4809019400
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Escherichia.s__Escherichia_coli	124.0201671434
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Lactobacillus.s__Lactobacillus_reuteri	13.5015070285
THRESYN-PWY: superpathway of L-threonine biosynthesis	2449.7425512547
THRESYN-PWY: superpathway of L-threonine biosynthesis|unclassified	745.3350501832
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	351.5643852527
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Bacteroides.s__Bacteroides_sartorii	236.2017286818
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Escherichia.s__Escherichia_coli	32.8217406253
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Helicobacter.s__Helicobacter_hepaticus	13.2406700397
HISDEG-PWY: L-histidine degradation I	2444.7288801974
HISDEG-PWY: L-histidine degradation I|unclassified	1975.9038508882
HISDEG-PWY: L-histidine degradation I|g__Bacteroides.s__Bacteroides_sartorii	259.4761126862
HISDEG-PWY: L-histidine degradation I|g__Parabacteroides.s__Parabacteroides_distasonis	68.8424624470
HISDEG-PWY: L-histidine degradation I|g__Alistipes.s__Alistipes_timonensis	40.5987033103
HISDEG-PWY: L-histidine degradation I|g__Firmicutes_unclassified.s__Firmicutes_bacterium_ASF500	20.1914597789
HISDEG-PWY: L-histidine degradation I|g__Romboutsia.s__Romboutsia_ilealis	13.6067950800
HISDEG-PWY: L-histidine degradation I|g__Bacteroides.s__Bacteroides_vulgatus	1.3147822341
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	2410.1668394681
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|unclassified	868.2620985229
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	546.6127634151
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	65.6170399798
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Helicobacter.s__Helicobacter_hepaticus	38.4376971774
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Escherichia.s__Escherichia_coli	34.7722503010
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Romboutsia.s__Romboutsia_ilealis	26.6921561805
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Lactobacillus.s__Lactobacillus_murinus	20.1780363205
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Lactobacillus.s__Lactobacillus_johnsonii	17.3816766514
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Mucispirillum.s__Mucispirillum_schaedleri	13.7891908648
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Lactobacillus.s__Lactobacillus_reuteri	13.6115358175
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	2319.7993996142
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_caecimuris	620.0221075496
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	388.3909865851
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_sartorii	339.5863396878
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|unclassified	73.8621905417
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis	54.7132382552
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Escherichia.s__Escherichia_coli	19.6780815454
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	2289.2135353597
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Bacteroides.s__Bacteroides_caecimuris	627.2678691475
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Helicobacter.s__Helicobacter_typhlonius	421.1473872259
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Bacteroides.s__Bacteroides_sartorii	292.7817191006
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|unclassified	73.8237421159
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Parabacteroides.s__Parabacteroides_distasonis	54.5667774424
PWY-3781: aerobic respiration I (cytochrome c)	2214.4114725609
PWY-3781: aerobic respiration I (cytochrome c)|g__Helicobacter.s__Helicobacter_typhlonius	739.7420088207
PWY-3781: aerobic respiration I (cytochrome c)|unclassified	622.1845644831
PWY-3781: aerobic respiration I (cytochrome c)|g__Helicobacter.s__Helicobacter_hepaticus	20.3742151295
PWY-5104: L-isoleucine biosynthesis IV	2166.4172141051
PWY-5104: L-isoleucine biosynthesis IV|g__Helicobacter.s__Helicobacter_typhlonius	601.2727807663
PWY-5104: L-isoleucine biosynthesis IV|unclassified	293.8124520076
PWY-5104: L-isoleucine biosynthesis IV|g__Helicobacter.s__Helicobacter_hepaticus	37.8949949197
GLUTORN-PWY: L-ornithine biosynthesis	2164.2006629573
GLUTORN-PWY: L-ornithine biosynthesis|unclassified	1169.8297958006
GLUTORN-PWY: L-ornithine biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	448.4634455597
GLUTORN-PWY: L-ornithine biosynthesis|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	60.5350523451
GLUTORN-PWY: L-ornithine biosynthesis|g__Escherichia.s__Escherichia_coli	43.2854930998
GLUTORN-PWY: L-ornithine biosynthesis|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	14.6154929973
ANAEROFRUCAT-PWY: homolactic fermentation	2136.6737069454
ANAEROFRUCAT-PWY: homolactic fermentation|unclassified	1007.8298279586
PWY-7199: pyrimidine deoxyribonucleosides salvage	2086.3393409912
PWY-7199: pyrimidine deoxyribonucleosides salvage|unclassified	1046.5226330610
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Bacteroides.s__Bacteroides_caecimuris	544.0696168414
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Parabacteroides.s__Parabacteroides_distasonis	59.2986940645
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Alistipes.s__Alistipes_timonensis	56.9469261370
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Escherichia.s__Escherichia_coli	12.4211674802
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	2085.0892137455
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|unclassified	599.8295770168
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|g__Escherichia.s__Escherichia_coli	18.9085212817
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	2059.0586755408
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|unclassified	653.9231911564
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	423.0950251710
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|g__Helicobacter.s__Helicobacter_hepaticus	17.0161588846
PWY-5100: pyruvate fermentation to acetate and lactate II	1952.5322557859
PWY-5100: pyruvate fermentation to acetate and lactate II|unclassified	690.8122169069
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Helicobacter.s__Helicobacter_typhlonius	473.9995911773
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Helicobacter.s__Helicobacter_hepaticus	21.0505022383
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Lactobacillus.s__Lactobacillus_reuteri	20.6194031506
THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I	1837.6577506118
THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I|unclassified	327.4172263921
THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I|g__Escherichia.s__Escherichia_coli	23.1419154160
PWY-6737: starch degradation V	1797.2895204904
PWY-6737: starch degradation V|unclassified	1237.9798039320
PWY-6737: starch degradation V|g__Escherichia.s__Escherichia_coli	16.1088819587
PWY-6737: starch degradation V|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	14.8556543617
PWY-6737: starch degradation V|g__Oscillibacter.s__Oscillibacter_sp_1_3	9.8542963947
PWY-6737: starch degradation V|g__Clostridium.s__Clostridium_sp_ASF502	9.2155384490
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	1781.2590601780
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|unclassified	964.7888781472
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Helicobacter.s__Helicobacter_typhlonius	391.3327796768
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Mucispirillum.s__Mucispirillum_schaedleri	26.2544543144
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Helicobacter.s__Helicobacter_hepaticus	17.4285610421
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Escherichia.s__Escherichia_coli	7.8279479006
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Helicobacter.s__Helicobacter_apodemus	7.2398267951
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I	1732.2421292661
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Bacteroides.s__Bacteroides_caecimuris	457.6856014203
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	424.0860377056
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|unclassified	193.6767991638
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Alistipes.s__Alistipes_timonensis	59.6964477919
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Escherichia.s__Escherichia_coli	28.2896846139
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	1654.1583777556
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|unclassified	451.1081699546
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Escherichia.s__Escherichia_coli	13.2781913615
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Romboutsia.s__Romboutsia_ilealis	10.6500767146
DAPLYSINESYN-PWY: L-lysine biosynthesis I	1630.9328929352
DAPLYSINESYN-PWY: L-lysine biosynthesis I|unclassified	456.4798914235
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	350.7565536863
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Helicobacter.s__Helicobacter_hepaticus	17.0621343546
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Escherichia.s__Escherichia_coli	15.5225767824
RHAMCAT-PWY: L-rhamnose degradation I	1565.2732457216
RHAMCAT-PWY: L-rhamnose degradation I|unclassified	762.3834940490
RHAMCAT-PWY: L-rhamnose degradation I|g__Bacteroides.s__Bacteroides_caecimuris	587.4659703860
RHAMCAT-PWY: L-rhamnose degradation I|g__Escherichia.s__Escherichia_coli	30.4157179800
PWY-6892: thiazole biosynthesis I (E. coli)	1561.8831455831
PWY-6892: thiazole biosynthesis I (E. coli)|g__Bacteroides.s__Bacteroides_caecimuris	510.0180940413
PWY-6892: thiazole biosynthesis I (E. coli)|unclassified	486.7669638146
PWY-6892: thiazole biosynthesis I (E. coli)|g__Escherichia.s__Escherichia_coli	41.1392582541
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III	1551.2099457096
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III|unclassified	585.2733061819
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III|g__Helicobacter.s__Helicobacter_typhlonius	457.3872006347
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III|g__Escherichia.s__Escherichia_coli	11.6466463712
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)	1422.3282424315
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|unclassified	807.0697657307
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Helicobacter.s__Helicobacter_typhlonius	354.9780722986
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Parabacteroides.s__Parabacteroides_distasonis	80.8805321556
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Escherichia.s__Escherichia_coli	73.2272688337
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Helicobacter.s__Helicobacter_hepaticus	12.5468291672
PWY-7234: inosine-5'-phosphate biosynthesis III	1397.9200974436
PWY-7234: inosine-5'-phosphate biosynthesis III|unclassified	918.0437507324
PWY-7234: inosine-5'-phosphate biosynthesis III|g__Alistipes.s__Alistipes_timonensis	53.7343337936
PWY-7234: inosine-5'-phosphate biosynthesis III|g__Lactobacillus.s__Lactobacillus_reuteri	19.4286796888
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis	1373.6844411041
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_caecimuris	551.6541808542
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_sartorii	327.0396834308
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|unclassified	23.9907271692
PWY0-1261: anhydromuropeptides recycling	1280.4652349358
PWY0-1261: anhydromuropeptides recycling|unclassified	378.6346935805
PWY0-1261: anhydromuropeptides recycling|g__Escherichia.s__Escherichia_coli	42.3459708905
GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff	1277.0759492053
GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff|unclassified	339.5191528625
GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff|g__Escherichia.s__Escherichia_coli	19.5204835258
P42-PWY: incomplete reductive TCA cycle	1249.7735950640
P42-PWY: incomplete reductive TCA cycle|unclassified	332.7096262584
PWY-6527: stachyose degradation	1231.8194651979
PWY-6527: stachyose degradation|unclassified	842.8540329637
PWY-6527: stachyose degradation|g__Lactobacillus.s__Lactobacillus_murinus	20.0641901024
PWY-6527: stachyose degradation|g__Romboutsia.s__Romboutsia_ilealis	19.7526926804
PWY-6527: stachyose degradation|g__Lactobacillus.s__Lactobacillus_reuteri	15.4955511495
PWY-6527: stachyose degradation|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	11.9650908638
PWY-6527: stachyose degradation|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	10.7088926175
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage	1226.1681640744
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)	1219.6982534937
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)|unclassified	49.9503509616
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)|g__Escherichia.s__Escherichia_coli	38.5419115534
COLANSYN-PWY: colanic acid building blocks biosynthesis	1217.9038745924
COLANSYN-PWY: colanic acid building blocks biosynthesis|unclassified	265.6623350902
PWY-5030: L-histidine degradation III	1197.6974628861
PWY-5030: L-histidine degradation III|unclassified	512.7899247423
PWY-5030: L-histidine degradation III|g__Bacteroides.s__Bacteroides_sartorii	261.3779623933
PWY-5030: L-histidine degradation III|g__Alistipes.s__Alistipes_timonensis	42.5424692474
PWY-5030: L-histidine degradation III|g__Romboutsia.s__Romboutsia_ilealis	20.9134752915
PWY-4981: L-proline biosynthesis II (from arginine)	1180.0912689794
PWY-4981: L-proline biosynthesis II (from arginine)|unclassified	703.0969512555
PWY-4981: L-proline biosynthesis II (from arginine)|g__Lactobacillus.s__Lactobacillus_reuteri	14.6263089635
PWY66-422: D-galactose degradation V (Leloir pathway)	1179.6927440524
PWY66-422: D-galactose degradation V (Leloir pathway)|unclassified	772.4721926987
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Romboutsia.s__Romboutsia_ilealis	20.8272797849
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Lactobacillus.s__Lactobacillus_reuteri	19.2376604276
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Escherichia.s__Escherichia_coli	12.1835211462
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	11.0585694493
PWY-6317: galactose degradation I (Leloir pathway)	1179.3352407858
PWY-6317: galactose degradation I (Leloir pathway)|unclassified	772.4721926987
PWY-6317: galactose degradation I (Leloir pathway)|g__Lactobacillus.s__Lactobacillus_reuteri	19.2580363242
PWY-6317: galactose degradation I (Leloir pathway)|g__Romboutsia.s__Romboutsia_ilealis	18.2534095618
PWY-6317: galactose degradation I (Leloir pathway)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	11.0585694493
PWY-6317: galactose degradation I (Leloir pathway)|g__Escherichia.s__Escherichia_coli	10.8793233708
PWY0-781: aspartate superpathway	1145.9837751803
TRPSYN-PWY: L-tryptophan biosynthesis	1145.1815085625
TRPSYN-PWY: L-tryptophan biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	225.0539222433
TRPSYN-PWY: L-tryptophan biosynthesis|unclassified	168.2728544432
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis	1145.0299192253
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis|unclassified	43.6627527076
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis|g__Escherichia.s__Escherichia_coli	39.8686707876
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type	1144.3517641110
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type|unclassified	117.1754889262
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	1142.1491446786
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I|g__Escherichia.s__Escherichia_coli	20.6761593050
METSYN-PWY: L-homoserine and L-methionine biosynthesis	1136.5695077309
METSYN-PWY: L-homoserine and L-methionine biosynthesis|unclassified	43.1078550786
METSYN-PWY: L-homoserine and L-methionine biosynthesis|g__Escherichia.s__Escherichia_coli	42.9359717726
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	1130.3701339281
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis|unclassified	761.6597511618
PWY-6897: thiamin salvage II	1110.4914491350
PWY-6897: thiamin salvage II|unclassified	170.7488538152
PWY-6897: thiamin salvage II|g__Escherichia.s__Escherichia_coli	25.6289810478
PWY-6897: thiamin salvage II|g__Lactobacillus.s__Lactobacillus_reuteri	11.9853828568
PWY0-1296: purine ribonucleosides degradation	1109.0894702321
PWY0-1296: purine ribonucleosides degradation|unclassified	768.2415543667
PWY0-1296: purine ribonucleosides degradation|g__Escherichia.s__Escherichia_coli	39.0016491735
PWY0-1296: purine ribonucleosides degradation|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	26.4134103187
PWY0-1296: purine ribonucleosides degradation|g__Lactobacillus.s__Lactobacillus_murinus	21.8914201223
PWY0-1296: purine ribonucleosides degradation|g__Romboutsia.s__Romboutsia_ilealis	21.6208672543
PWY0-1296: purine ribonucleosides degradation|g__Lactobacillus.s__Lactobacillus_reuteri	19.5973098890
PWY0-1296: purine ribonucleosides degradation|g__Faecalibaculum.s__Faecalibaculum_rodentium	13.0143155317
PWY0-1296: purine ribonucleosides degradation|g__Clostridium.s__Clostridium_sp_ASF502	11.0396471686
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type	1104.3335526342
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type|unclassified	113.4941539760
CITRULBIO-PWY: L-citrulline biosynthesis	1090.9636503267
CITRULBIO-PWY: L-citrulline biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	264.6995680787
CITRULBIO-PWY: L-citrulline biosynthesis|unclassified	35.7746062944
CITRULBIO-PWY: L-citrulline biosynthesis|g__Helicobacter.s__Helicobacter_hepaticus	27.6258483123
PWY-7237: myo-, chiro- and scillo-inositol degradation	1084.0103884439
PWY-7237: myo-, chiro- and scillo-inositol degradation|unclassified	480.5886063305
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Parabacteroides.s__Parabacteroides_distasonis	139.9677199960
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Oscillibacter.s__Oscillibacter_sp_1_3	33.0216197694
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Romboutsia.s__Romboutsia_ilealis	30.5322551730
PWY66-399: gluconeogenesis III	1081.3165930168
PWY66-399: gluconeogenesis III|unclassified	740.9048266376
TCA: TCA cycle I (prokaryotic)	1068.3103401242
TCA: TCA cycle I (prokaryotic)|unclassified	540.4226898069
TCA: TCA cycle I (prokaryotic)|g__Escherichia.s__Escherichia_coli	16.3049562785
PWY-6901: superpathway of glucose and xylose degradation	1067.6119639828
PWY-6901: superpathway of glucose and xylose degradation|unclassified	371.8979010853
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	1046.1273523868
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)|g__Escherichia.s__Escherichia_coli	29.4350015680
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)|unclassified	14.8936129027
PWY-5659: GDP-mannose biosynthesis	1014.3242122392
PWY-5659: GDP-mannose biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	392.3761184052
PWY-5659: GDP-mannose biosynthesis|unclassified	284.6317202661
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	1001.9302936220
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis|unclassified	198.0916021570
PWY-4984: urea cycle	1001.3314156363
PWY-4984: urea cycle|g__Helicobacter.s__Helicobacter_typhlonius	300.7851063516
PWY-4984: urea cycle|g__Helicobacter.s__Helicobacter_hepaticus	26.6706350309
PWY-6936: seleno-amino acid biosynthesis	994.1324546133
PWY-6936: seleno-amino acid biosynthesis|unclassified	468.4720847677
PWY-6936: seleno-amino acid biosynthesis|g__Bacteroides.s__Bacteroides_sartorii	283.8092892457
PWY-6936: seleno-amino acid biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	279.9671438864
PWY-6936: seleno-amino acid biosynthesis|g__Escherichia.s__Escherichia_coli	72.8978470450
PWY-6936: seleno-amino acid biosynthesis|g__Helicobacter.s__Helicobacter_hepaticus	36.1479154126
PWY-6936: seleno-amino acid biosynthesis|g__Lactobacillus.s__Lactobacillus_reuteri	14.3945350476
PWY-6608: guanosine nucleotides degradation III	990.5329975981
PWY-6608: guanosine nucleotides degradation III|g__Bacteroides.s__Bacteroides_caecimuris	523.3894576679
PWY-6608: guanosine nucleotides degradation III|unclassified	150.3141663662
PWY-6608: guanosine nucleotides degradation III|g__Escherichia.s__Escherichia_coli	52.7730655930
PWY-5913: TCA cycle VI (obligate autotrophs)	984.2685653760
PWY-5913: TCA cycle VI (obligate autotrophs)|unclassified	105.9731446948
PWY-5913: TCA cycle VI (obligate autotrophs)|g__Escherichia.s__Escherichia_coli	29.9793855098
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)	973.1645941637
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)|unclassified	116.4969265097
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)|g__Escherichia.s__Escherichia_coli	23.7446590605
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	931.1260247848
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|unclassified	405.0446565803
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Helicobacter.s__Helicobacter_typhlonius	400.0818653488
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Escherichia.s__Escherichia_coli	29.7202964574
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Romboutsia.s__Romboutsia_ilealis	23.2745673950
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Helicobacter.s__Helicobacter_hepaticus	20.7432883400
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Mucispirillum.s__Mucispirillum_schaedleri	16.6686071629
PWY-6612: superpathway of tetrahydrofolate biosynthesis	914.6474926897
PENTOSE-P-PWY: pentose phosphate pathway	912.9544384506
PENTOSE-P-PWY: pentose phosphate pathway|unclassified	216.8662315089
PENTOSE-P-PWY: pentose phosphate pathway|g__Parabacteroides.s__Parabacteroides_distasonis	63.7189027652
PENTOSE-P-PWY: pentose phosphate pathway|g__Escherichia.s__Escherichia_coli	22.2897984514
PWY-6859: all-trans-farnesol biosynthesis	907.4655308471
PWY-6859: all-trans-farnesol biosynthesis|g__Lactobacillus.s__Lactobacillus_reuteri	19.5766270983
PWY-6859: all-trans-farnesol biosynthesis|unclassified	8.9834762279
PWY-6895: superpathway of thiamin diphosphate biosynthesis II	890.7534317919
PWY-6895: superpathway of thiamin diphosphate biosynthesis II|g__Escherichia.s__Escherichia_coli	22.3876423932
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	842.5315091546
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|unclassified	656.8520406816
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|g__Escherichia.s__Escherichia_coli	47.2347954164
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)	839.3998369247
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|unclassified	145.0919078177
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Escherichia.s__Escherichia_coli	25.3767388473
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Lactobacillus.s__Lactobacillus_reuteri	18.0233714164
NONMEVIPP-PWY: methylerythritol phosphate pathway I	826.4373650653
NONMEVIPP-PWY: methylerythritol phosphate pathway I|unclassified	117.3090266360
