# Pathway	Start_Abundance
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	46.6987252092
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	26.4011584864
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	20.0337096898
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Alistipes.s__Alistipes_timonensis	11.8446914850
PWY-7400: L-arginine biosynthesis IV (archaebacteria)	3016.6351835574
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|unclassified	1734.5579692579
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Helicobacter.s__Helicobacter_typhlonius	546.3242839481
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	18.0614661573
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	16.8665744132
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	13.1838130221
PWY-5667: CDP-diacylglycerol biosynthesis I	2975.2697985730
PWY-5667: CDP-diacylglycerol biosynthesis I|unclassified	1608.1363303908
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	450.7984828956
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720	219.9647238002
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Mucispirillum.s__Mucispirillum_schaedleri	76.4692095505
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Bacteroides.s__Bacteroides_sartorii	72.6541498475
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis	35.2189986170
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Bacteroides.s__Bacteroides_caecimuris	31.1566433332
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	27.7353771156
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Helicobacter.s__Helicobacter_hepaticus	22.1214441535
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	21.2315425672
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	12.2782417169
PWY0-1319: CDP-diacylglycerol biosynthesis II	2975.2697985730
PWY0-1319: CDP-diacylglycerol biosynthesis II|unclassified	1608.1363303908
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Helicobacter.s__Helicobacter_typhlonius	450.7984828956
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720	219.9647238002
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Mucispirillum.s__Mucispirillum_schaedleri	76.4692095505
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Bacteroides.s__Bacteroides_sartorii	72.6541498475
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Parabacteroides.s__Parabacteroides_distasonis	35.2189986170
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Bacteroides.s__Bacteroides_caecimuris	31.1566433332
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	27.7353771156
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Helicobacter.s__Helicobacter_hepaticus	22.1214441535
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Bacteroides.s__Bacteroides_uniformis	21.2315425672
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	12.2782417169
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I	2972.5139789690
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I|unclassified	1559.1268286956
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)	2950.8382760706
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|unclassified	1080.1428735838
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Lactobacillus.s__Lactobacillus_johnsonii	10.5429066603
ARO-PWY: chorismate biosynthesis I	2902.4401412503
ARO-PWY: chorismate biosynthesis I|unclassified	1603.8589073021
ARO-PWY: chorismate biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis	43.3037224499
ARO-PWY: chorismate biosynthesis I|g__Helicobacter.s__Helicobacter_hepaticus	27.9384293908
ARO-PWY: chorismate biosynthesis I|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	14.7567859114
PWY-5484: glycolysis II (from fructose 6-phosphate)	2890.0727239021
PWY-5484: glycolysis II (from fructose 6-phosphate)|unclassified	1400.3498654885
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II	2883.2525929199
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II|unclassified	2091.3040301774
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	2869.7819112164
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|unclassified	1234.4582962397
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Helicobacter.s__Helicobacter_typhlonius	524.8429588263
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Prevotella.s__Prevotella_sp_MGM2	127.7973405152
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Bacteroides.s__Bacteroides_sartorii	74.1792789870
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Parabacteroides.s__Parabacteroides_distasonis	46.0745085916
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Bacteroides.s__Bacteroides_uniformis	30.7864369025
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Bacteroides.s__Bacteroides_caecimuris	29.8160898418
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	22.8759775577
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	18.8144646738
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	18.5726375700
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	15.4540041099
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Lactobacillus.s__Lactobacillus_johnsonii	14.7128468004
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Firmicutes_unclassified.s__Firmicutes_bacterium_ASF500	9.5500098226
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Lactobacillus.s__Lactobacillus_murinus	8.2901282184
PWY-5103: L-isoleucine biosynthesis III	2833.9501661252
PWY-5103: L-isoleucine biosynthesis III|unclassified	1373.6981415405
PWY-5103: L-isoleucine biosynthesis III|g__Helicobacter.s__Helicobacter_typhlonius	631.6190512511
PWY-5103: L-isoleucine biosynthesis III|g__Mucispirillum.s__Mucispirillum_schaedleri	117.3021906342
PWY-5103: L-isoleucine biosynthesis III|g__Bacteroides.s__Bacteroides_caecimuris	66.5304591106
PWY-5103: L-isoleucine biosynthesis III|g__Parabacteroides.s__Parabacteroides_distasonis	43.3118805398
PWY-5103: L-isoleucine biosynthesis III|g__Helicobacter.s__Helicobacter_hepaticus	33.4426476191
PWY-5103: L-isoleucine biosynthesis III|g__Bacteroides.s__Bacteroides_uniformis	29.5574790832
PWY-5103: L-isoleucine biosynthesis III|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	21.1418360395
PWY-5103: L-isoleucine biosynthesis III|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	16.2166316942
PWY-5103: L-isoleucine biosynthesis III|g__Faecalibaculum.s__Faecalibaculum_rodentium	10.3004266385
PWY-5103: L-isoleucine biosynthesis III|g__Helicobacter.s__Helicobacter_apodemus	7.2917316774
HSERMETANA-PWY: L-methionine biosynthesis III	2807.8039716885
HSERMETANA-PWY: L-methionine biosynthesis III|unclassified	1538.9897964676
HSERMETANA-PWY: L-methionine biosynthesis III|g__Helicobacter.s__Helicobacter_typhlonius	503.7849329624
HSERMETANA-PWY: L-methionine biosynthesis III|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720	241.1907810554
HSERMETANA-PWY: L-methionine biosynthesis III|g__Helicobacter.s__Helicobacter_hepaticus	41.3225713530
HSERMETANA-PWY: L-methionine biosynthesis III|g__Parabacteroides.s__Parabacteroides_distasonis	37.1592473250
HSERMETANA-PWY: L-methionine biosynthesis III|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	14.8012339638
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	2748.5087357185
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|unclassified	1516.4764450619
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	44.4331161573
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Helicobacter.s__Helicobacter_hepaticus	31.4209108914
CALVIN-PWY: Calvin-Benson-Bassham cycle	2703.5977025175
CALVIN-PWY: Calvin-Benson-Bassham cycle|unclassified	1345.9014639169
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Helicobacter.s__Helicobacter_typhlonius	554.2448724928
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Helicobacter.s__Helicobacter_hepaticus	22.2886275639
PWY-3001: superpathway of L-isoleucine biosynthesis I	2561.2863335995
PWY-3001: superpathway of L-isoleucine biosynthesis I|unclassified	970.0995326284
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	567.4341780719
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Helicobacter.s__Helicobacter_hepaticus	24.8719217653
PWY-7208: superpathway of pyrimidine nucleobases salvage	2543.0409233124
PWY-7208: superpathway of pyrimidine nucleobases salvage|unclassified	1911.3109610931
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Mucispirillum.s__Mucispirillum_schaedleri	90.5879521043
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	2495.0483141308
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|unclassified	797.3803515438
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	715.2202884273
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Mucispirillum.s__Mucispirillum_schaedleri	80.5631687258
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Helicobacter.s__Helicobacter_hepaticus	30.9415494505
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	18.8879532650
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Lactobacillus.s__Lactobacillus_johnsonii	13.7834448414
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Lactobacillus.s__Lactobacillus_murinus	10.3705986089
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	2437.1997886923
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|unclassified	952.4430077957
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Helicobacter.s__Helicobacter_typhlonius	489.9624184689
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Helicobacter.s__Helicobacter_hepaticus	21.9501608207
PWY-5104: L-isoleucine biosynthesis IV	2360.9835857831
PWY-5104: L-isoleucine biosynthesis IV|g__Helicobacter.s__Helicobacter_typhlonius	725.1827104079
PWY-5104: L-isoleucine biosynthesis IV|unclassified	563.0296449424
PWY-5104: L-isoleucine biosynthesis IV|g__Helicobacter.s__Helicobacter_hepaticus	40.0666708423
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	2337.8317796284
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|unclassified	807.5679082977
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	594.4389989831
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|g__Helicobacter.s__Helicobacter_hepaticus	21.8273595709
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|g__Helicobacter.s__Helicobacter_apodemus	8.7798715671
GLUTORN-PWY: L-ornithine biosynthesis	2330.0731608296
GLUTORN-PWY: L-ornithine biosynthesis|unclassified	1190.9869037396
GLUTORN-PWY: L-ornithine biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	595.0233546106
GLUTORN-PWY: L-ornithine biosynthesis|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	16.5168049104
GLUTORN-PWY: L-ornithine biosynthesis|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	15.8087520396
GLUTORN-PWY: L-ornithine biosynthesis|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	13.2951530778
PWY-6703: preQ0 biosynthesis	2275.0267379561
PWY-6703: preQ0 biosynthesis|unclassified	1092.5639122634
PWY-6703: preQ0 biosynthesis|g__Muribaculum.s__Muribaculum_intestinale	211.2796791398
PWY-6703: preQ0 biosynthesis|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720	178.5671067519
PWY-6703: preQ0 biosynthesis|g__Prevotella.s__Prevotella_sp_MGM1	136.6980687953
PWY-6703: preQ0 biosynthesis|g__Prevotella.s__Prevotella_sp_MGM2	112.6718014133
PWY-6703: preQ0 biosynthesis|g__Mucispirillum.s__Mucispirillum_schaedleri	79.3572017906
PWY-6703: preQ0 biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	66.8537908023
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_sartorii	59.2856017577
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	30.8257405837
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_caecimuris	26.2602447924
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	21.6629191074
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III	2274.8119880052
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III|unclassified	710.9403432328
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III|g__Helicobacter.s__Helicobacter_typhlonius	679.9780801556
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III|g__Mucispirillum.s__Mucispirillum_schaedleri	99.8241886010
PWY-6168: flavin biosynthesis III (fungi)	2250.1683856565
PWY-6168: flavin biosynthesis III (fungi)|unclassified	516.3378307485
PWY-6168: flavin biosynthesis III (fungi)|g__Helicobacter.s__Helicobacter_typhlonius	366.1103777212
PWY-6168: flavin biosynthesis III (fungi)|g__Bacteroides.s__Bacteroides_sartorii	79.5045283646
PWY-6168: flavin biosynthesis III (fungi)|g__Parabacteroides.s__Parabacteroides_distasonis	44.5351237345
PWY-6168: flavin biosynthesis III (fungi)|g__Helicobacter.s__Helicobacter_hepaticus	29.7255270135
PWY-6168: flavin biosynthesis III (fungi)|g__Bacteroides.s__Bacteroides_caecimuris	25.8003935019
THRESYN-PWY: superpathway of L-threonine biosynthesis	2160.2441266743
THRESYN-PWY: superpathway of L-threonine biosynthesis|unclassified	744.2411339870
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	508.8957175422
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Bacteroides.s__Bacteroides_sartorii	54.7922562577
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Helicobacter.s__Helicobacter_hepaticus	20.2657843581
ANAEROFRUCAT-PWY: homolactic fermentation	2059.6678085939
ANAEROFRUCAT-PWY: homolactic fermentation|unclassified	773.6226396638
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	2023.4652679978
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|unclassified	973.7129948134
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	506.8438517710
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Bacteroides.s__Bacteroides_caecimuris	50.8130525460
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Bacteroides.s__Bacteroides_sartorii	50.2715220830
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis	31.9735579789
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	26.3126432433
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Helicobacter.s__Helicobacter_hepaticus	24.0750495910
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Alistipes.s__Alistipes_timonensis	23.0061144348
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	21.7721384051
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II	1988.8057398979
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II|unclassified	1315.3095304252
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	1941.2604506409
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|unclassified	956.7265501855
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Helicobacter.s__Helicobacter_typhlonius	581.2104963520
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Mucispirillum.s__Mucispirillum_schaedleri	130.3180719963
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Helicobacter.s__Helicobacter_hepaticus	39.0803499695
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Helicobacter.s__Helicobacter_apodemus	8.7634155135
PWY-5100: pyruvate fermentation to acetate and lactate II	1853.1433594637
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Helicobacter.s__Helicobacter_typhlonius	720.7560399181
PWY-5100: pyruvate fermentation to acetate and lactate II|unclassified	551.0126261117
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Helicobacter.s__Helicobacter_hepaticus	28.7849694475
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Lactobacillus.s__Lactobacillus_johnsonii	22.7056907825
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Faecalibaculum.s__Faecalibaculum_rodentium	20.2953517330
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_3_2	13.6043989470
PWY-3781: aerobic respiration I (cytochrome c)	1813.2592721408
PWY-3781: aerobic respiration I (cytochrome c)|g__Helicobacter.s__Helicobacter_typhlonius	1000.6205267186
PWY-3781: aerobic respiration I (cytochrome c)|unclassified	183.7596376433
PWY-3781: aerobic respiration I (cytochrome c)|g__Helicobacter.s__Helicobacter_hepaticus	37.3947796235
PWY-3781: aerobic respiration I (cytochrome c)|g__Helicobacter.s__Helicobacter_apodemus	14.2467402373
HISDEG-PWY: L-histidine degradation I	1729.9281147755
HISDEG-PWY: L-histidine degradation I|unclassified	1286.3374275312
HISDEG-PWY: L-histidine degradation I|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720	244.9900173018
HISDEG-PWY: L-histidine degradation I|g__Bacteroides.s__Bacteroides_sartorii	76.0554821071
HISDEG-PWY: L-histidine degradation I|g__Parabacteroides.s__Parabacteroides_distasonis	44.6901214883
HISDEG-PWY: L-histidine degradation I|g__Firmicutes_unclassified.s__Firmicutes_bacterium_ASF500	30.7375475002
THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I	1574.3466755914
THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I|unclassified	431.2890287703
THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	25.5125696734
THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	15.4929549048
DAPLYSINESYN-PWY: L-lysine biosynthesis I	1564.5909712086
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	474.5565049288
DAPLYSINESYN-PWY: L-lysine biosynthesis I|unclassified	456.4975332888
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Helicobacter.s__Helicobacter_hepaticus	29.9141382102
PWY-6737: starch degradation V	1539.1969444402
PWY-6737: starch degradation V|unclassified	1154.1002468857
PWY-6737: starch degradation V|g__Bacteroides.s__Bacteroides_uniformis	40.0348481733
PWY-6737: starch degradation V|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	30.6812449133
PWY-6737: starch degradation V|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	29.0173639367
PWY-6737: starch degradation V|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	18.9968453160
PWY-6737: starch degradation V|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	12.4826065445
PWY-6737: starch degradation V|g__Faecalibaculum.s__Faecalibaculum_rodentium	8.3800021630
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	1516.6535909669
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Helicobacter.s__Helicobacter_typhlonius	585.5879031274
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Bacteroides.s__Bacteroides_sartorii	48.7771578331
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Bacteroides.s__Bacteroides_caecimuris	24.7789029552
PWY-7199: pyrimidine deoxyribonucleosides salvage	1487.3101028509
PWY-7199: pyrimidine deoxyribonucleosides salvage|unclassified	958.3939754915
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Prevotella.s__Prevotella_sp_MGM1	132.9491282474
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Parabacteroides.s__Parabacteroides_distasonis	43.2397298737
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Bacteroides.s__Bacteroides_uniformis	40.2611041002
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Alistipes.s__Alistipes_timonensis	29.2259906819
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	17.1956596866
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Bacteroides.s__Bacteroides_caecimuris	10.8020971790
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)	1486.2565705900
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	1470.5660080735
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	552.7200100546
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_sartorii	48.4523618670
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_caecimuris	18.2990509807
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	1452.3730444403
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|unclassified	582.0071530810
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I	1389.7797314275
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	580.0602910339
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|unclassified	314.4836437222
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Bacteroides.s__Bacteroides_caecimuris	25.9382919579
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Alistipes.s__Alistipes_timonensis	21.4269919705
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	15.8327396707
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	8.6495396287
METSYN-PWY: L-homoserine and L-methionine biosynthesis	1389.2673386030
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis	1375.7736007874
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type	1301.3847060044
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type|unclassified	43.5592090843
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type	1298.7309964619
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type|unclassified	37.8561144799
PWY0-781: aspartate superpathway	1275.6371467159
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	1271.1780203361
PWY-6897: thiamin salvage II	1259.7212577796
PWY-6897: thiamin salvage II|unclassified	233.1521878776
PWY-6897: thiamin salvage II|g__Bacteroides.s__Bacteroides_uniformis	15.5450911412
PWY-6897: thiamin salvage II|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	14.3075287085
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	1199.8371330122
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Helicobacter.s__Helicobacter_typhlonius	553.4913729855
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|unclassified	503.0046512304
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Mucispirillum.s__Mucispirillum_schaedleri	75.8749943462
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Helicobacter.s__Helicobacter_hepaticus	23.4953697036
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	16.0451461785
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Helicobacter.s__Helicobacter_apodemus	10.0019040539
CITRULBIO-PWY: L-citrulline biosynthesis	1199.4160017364
CITRULBIO-PWY: L-citrulline biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	324.3177030528
CITRULBIO-PWY: L-citrulline biosynthesis|g__Helicobacter.s__Helicobacter_hepaticus	38.5408101528
CITRULBIO-PWY: L-citrulline biosynthesis|unclassified	20.7264942003
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	1195.4281897720
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|unclassified	742.7253025215
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)	1192.7813383136
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)|unclassified	211.9674103229
