# Pathway	RCE_318_Abundance
PWY-6168: flavin biosynthesis III (fungi)|g__Bacteroides.s__Bacteroides_caecimuris	56.8226098365
PWY-6168: flavin biosynthesis III (fungi)|g__Parabacteroides.s__Parabacteroides_distasonis	37.4521861391
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II	2000.8961257781
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II|unclassified	1364.9559224191
PWY-3781: aerobic respiration I (cytochrome c)	1934.6036230568
PWY-3781: aerobic respiration I (cytochrome c)|g__Helicobacter.s__Helicobacter_typhlonius	914.2857949457
PWY-3781: aerobic respiration I (cytochrome c)|unclassified	142.4080770283
PWY-3781: aerobic respiration I (cytochrome c)|g__Helicobacter.s__Helicobacter_hepaticus	9.8296947553
THRESYN-PWY: superpathway of L-threonine biosynthesis	1810.8280711612
THRESYN-PWY: superpathway of L-threonine biosynthesis|unclassified	547.8999196433
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	526.6603610517
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Bacteroides.s__Bacteroides_sartorii	44.1877768529
PWY-5100: pyruvate fermentation to acetate and lactate II	1809.0947333073
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Helicobacter.s__Helicobacter_typhlonius	680.0635272067
PWY-5100: pyruvate fermentation to acetate and lactate II|unclassified	479.2904711909
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Faecalibaculum.s__Faecalibaculum_rodentium	14.0507936794
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Lactobacillus.s__Lactobacillus_johnsonii	10.6232478711
ANAEROFRUCAT-PWY: homolactic fermentation	1800.8113708701
ANAEROFRUCAT-PWY: homolactic fermentation|unclassified	650.0595159586
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	1689.5932757200
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	502.4152013582
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|unclassified	479.8705611764
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Alistipes.s__Alistipes_timonensis	53.4358428144
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Bacteroides.s__Bacteroides_sartorii	41.0624552589
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Bacteroides.s__Bacteroides_caecimuris	37.3085905516
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis	21.6421466076
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Helicobacter.s__Helicobacter_hepaticus	4.6003160870
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	2.5117886964
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	1.8716736347
DAPLYSINESYN-PWY: L-lysine biosynthesis I	1565.8633263983
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	480.6190302984
DAPLYSINESYN-PWY: L-lysine biosynthesis I|unclassified	462.2841021661
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II	1493.5038284220
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II|unclassified	1010.4416948478
HISDEG-PWY: L-histidine degradation I	1447.2794662573
HISDEG-PWY: L-histidine degradation I|unclassified	1187.3811217179
HISDEG-PWY: L-histidine degradation I|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720	100.3504339275
HISDEG-PWY: L-histidine degradation I|g__Bacteroides.s__Bacteroides_sartorii	41.8962002721
HISDEG-PWY: L-histidine degradation I|g__Parabacteroides.s__Parabacteroides_distasonis	25.1093915669
HISDEG-PWY: L-histidine degradation I|g__Alistipes.s__Alistipes_timonensis	24.3818210799
HISDEG-PWY: L-histidine degradation I|g__Firmicutes_unclassified.s__Firmicutes_bacterium_ASF500	16.0197050142
PWY-6897: thiamin salvage II	1389.6312730449
PWY-6897: thiamin salvage II|unclassified	80.3221952613
PWY-7199: pyrimidine deoxyribonucleosides salvage	1361.0457695576
PWY-7199: pyrimidine deoxyribonucleosides salvage|unclassified	893.5692696121
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Prevotella.s__Prevotella_sp_MGM1	164.7719966137
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Bacteroides.s__Bacteroides_caecimuris	52.2134302585
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Parabacteroides.s__Parabacteroides_distasonis	22.1359092927
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	1347.5077262302
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Helicobacter.s__Helicobacter_typhlonius	571.8725381030
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|unclassified	554.6479753330
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Mucispirillum.s__Mucispirillum_schaedleri	103.7915077755
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	14.7500403951
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)	1316.6296179096
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	1310.1196474308
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Helicobacter.s__Helicobacter_typhlonius	560.1315835931
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Bacteroides.s__Bacteroides_caecimuris	70.3112439485
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Bacteroides.s__Bacteroides_sartorii	50.7499181944
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Parabacteroides.s__Parabacteroides_distasonis	14.7231400850
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	1295.0819510339
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	609.5673536844
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_caecimuris	70.7526675721
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_sartorii	62.3309567915
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis	14.4537177580
METSYN-PWY: L-homoserine and L-methionine biosynthesis	1246.0904369955
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis	1245.6707925156
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I	1203.6608712704
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	558.6608436512
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|unclassified	161.8081170063
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Bacteroides.s__Bacteroides_caecimuris	27.3220117803
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Alistipes.s__Alistipes_timonensis	26.8392125166
PWY0-781: aspartate superpathway	1192.2044004024
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	1185.6287806564
CITRULBIO-PWY: L-citrulline biosynthesis	1144.4628652524
CITRULBIO-PWY: L-citrulline biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	312.1821104585
CITRULBIO-PWY: L-citrulline biosynthesis|g__Helicobacter.s__Helicobacter_hepaticus	10.4872744720
P42-PWY: incomplete reductive TCA cycle	1140.5338563996
P42-PWY: incomplete reductive TCA cycle|unclassified	171.2311848630
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage	1130.3823911290
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)	1128.7426343491
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)|unclassified	46.9905595458
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)	1127.6931109613
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|unclassified	522.4086112444
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Helicobacter.s__Helicobacter_typhlonius	499.9570374385
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Parabacteroides.s__Parabacteroides_distasonis	24.8785374962
TCA: TCA cycle I (prokaryotic)	1118.0351394626
TCA: TCA cycle I (prokaryotic)|unclassified	133.0766665651
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)	1110.0082545909
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|unclassified	70.7521783876
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type	1106.0637334751
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type	1096.0452864845
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	1089.1913950381
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|unclassified	697.3229086122
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_sartorii	79.6235644522
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_caecimuris	43.1468708158
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	1075.6715076467
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|unclassified	311.7516022582
PWY-4984: urea cycle	1064.8725688045
PWY-4984: urea cycle|g__Helicobacter.s__Helicobacter_typhlonius	359.6699017954
PWY-6737: starch degradation V	1047.4001113986
PWY-6737: starch degradation V|unclassified	709.0881517117
PWY-6737: starch degradation V|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	27.1823848889
PWY-6737: starch degradation V|g__Faecalibaculum.s__Faecalibaculum_rodentium	17.4964350434
PWY-6737: starch degradation V|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	16.7384905216
PWY-6737: starch degradation V|g__Firmicutes_unclassified.s__Firmicutes_bacterium_ASF500	7.4931380156
PWY-6737: starch degradation V|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	5.8647791886
PWY-6737: starch degradation V|g__Bacteroides.s__Bacteroides_uniformis	4.3292120555
PWY-7234: inosine-5'-phosphate biosynthesis III	1028.1095574945
PWY-7234: inosine-5'-phosphate biosynthesis III|unclassified	820.8283798079
PWY-7234: inosine-5'-phosphate biosynthesis III|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	25.4270490487
PWY-7234: inosine-5'-phosphate biosynthesis III|g__Alistipes.s__Alistipes_timonensis	22.5865027145
PWY-5913: TCA cycle VI (obligate autotrophs)	971.0897107257
PWY-5659: GDP-mannose biosynthesis	935.4964073524
PWY-5659: GDP-mannose biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	534.2743277907
PWY-5659: GDP-mannose biosynthesis|unclassified	190.5167789939
PWY-6527: stachyose degradation	929.7517092934
PWY-6527: stachyose degradation|unclassified	599.5529835572
PWY-6527: stachyose degradation|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	25.3131080340
PWY-6527: stachyose degradation|g__Lactobacillus.s__Lactobacillus_murinus	10.9638514217
TRPSYN-PWY: L-tryptophan biosynthesis	905.3149978274
TRPSYN-PWY: L-tryptophan biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	325.2996646163
TRPSYN-PWY: L-tryptophan biosynthesis|unclassified	143.0849328986
TRPSYN-PWY: L-tryptophan biosynthesis|g__Faecalibaculum.s__Faecalibaculum_rodentium	12.7823941435
PWY-6936: seleno-amino acid biosynthesis	882.3040648250
PWY-6936: seleno-amino acid biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	387.2668789559
PWY-6936: seleno-amino acid biosynthesis|unclassified	86.1706584682
PWY-6936: seleno-amino acid biosynthesis|g__Bacteroides.s__Bacteroides_sartorii	49.7213314302
PWY-6936: seleno-amino acid biosynthesis|g__Helicobacter.s__Helicobacter_hepaticus	10.4341598781
PWY-6612: superpathway of tetrahydrofolate biosynthesis	856.1248010253
PWY66-422: D-galactose degradation V (Leloir pathway)	847.8844754425
PWY66-422: D-galactose degradation V (Leloir pathway)|unclassified	529.7737423100
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	21.0519003817
PPGPPMET-PWY: ppGpp biosynthesis	830.1311773145
PPGPPMET-PWY: ppGpp biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	588.5028632074
PPGPPMET-PWY: ppGpp biosynthesis|unclassified	121.2364305241
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	824.4286972311
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	520.7306382090
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Mucispirillum.s__Mucispirillum_schaedleri	124.3940111765
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|unclassified	63.7912773454
THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I	796.6398459896
THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I|unclassified	145.0495244644
PWY-6317: galactose degradation I (Leloir pathway)	783.2895352081
PWY-6317: galactose degradation I (Leloir pathway)|unclassified	529.7737423100
PWY-6317: galactose degradation I (Leloir pathway)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	21.0519003817
PWY-7279: aerobic respiration II (cytochrome c) (yeast)	767.6929256518
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|g__Helicobacter.s__Helicobacter_typhlonius	622.7902852954
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|unclassified	12.8395636358
PWY-7237: myo-, chiro- and scillo-inositol degradation	758.5033732822
PWY-7237: myo-, chiro- and scillo-inositol degradation|unclassified	132.3984825461
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Prevotella.s__Prevotella_sp_MGM1	110.9019784380
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Parabacteroides.s__Parabacteroides_distasonis	48.8415793766
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Oscillibacter.s__Oscillibacter_sp_1_3	14.6011885262
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Acetatifactor.s__Acetatifactor_muris	11.4374739313
HOMOSER-METSYN-PWY: L-methionine biosynthesis I	757.1799679457
PWY0-1296: purine ribonucleosides degradation	755.4374663381
PWY0-1296: purine ribonucleosides degradation|unclassified	604.0428535744
PWY0-1296: purine ribonucleosides degradation|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	24.8696261335
PWY0-1296: purine ribonucleosides degradation|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	20.3776971236
PWY0-1296: purine ribonucleosides degradation|g__Faecalibaculum.s__Faecalibaculum_rodentium	17.6747325108
PWY-7456: mannan degradation	738.7016206993
PWY-7456: mannan degradation|unclassified	155.9134903873
PWY0-1261: anhydromuropeptides recycling	733.2308912235
PWY0-1261: anhydromuropeptides recycling|unclassified	209.9461341385
PWY-5189: tetrapyrrole biosynthesis II (from glycine)	722.3857626457
PWY-5189: tetrapyrrole biosynthesis II (from glycine)|g__Helicobacter.s__Helicobacter_typhlonius	487.9969427280
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	703.5015806532
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|unclassified	365.4672750747
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II	697.4394456149
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II|g__Helicobacter.s__Helicobacter_typhlonius	577.8339278279
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II|unclassified	15.5173205227
COLANSYN-PWY: colanic acid building blocks biosynthesis	659.5568624687
COLANSYN-PWY: colanic acid building blocks biosynthesis|unclassified	218.6237063789
PWY66-399: gluconeogenesis III	640.0562064768
PWY66-399: gluconeogenesis III|unclassified	341.1781415413
PWY-5918: superpathay of heme biosynthesis from glutamate	613.2713071570
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	600.8479627021
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|unclassified	128.0716823293
NAGLIPASYN-PWY: lipid IVA biosynthesis	573.8529903657
NAGLIPASYN-PWY: lipid IVA biosynthesis|unclassified	480.2808165761
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	4.5946139473
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	2.2815569581
PWY-6803: phosphatidylcholine acyl editing	550.7653247241
RHAMCAT-PWY: L-rhamnose degradation I	489.7074284522
RHAMCAT-PWY: L-rhamnose degradation I|unclassified	347.3779610201
RHAMCAT-PWY: L-rhamnose degradation I|g__Bacteroides.s__Bacteroides_caecimuris	70.4865687763
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	477.7910307978
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis|unclassified	165.5373321631
PWY-4981: L-proline biosynthesis II (from arginine)	402.4853607872
PWY-4981: L-proline biosynthesis II (from arginine)|unclassified	366.1483907981
PWY0-1479: tRNA processing	393.4053540580
PWY0-1479: tRNA processing|unclassified	351.8797378686
PWY-5030: L-histidine degradation III	389.4384973837
PWY-5030: L-histidine degradation III|unclassified	248.0456174294
PWY-5030: L-histidine degradation III|g__Bacteroides.s__Bacteroides_sartorii	43.2637373753
PWY-5030: L-histidine degradation III|g__Alistipes.s__Alistipes_timonensis	28.3946706176
PWY-6901: superpathway of glucose and xylose degradation	380.9171148749
PWY-6901: superpathway of glucose and xylose degradation|unclassified	108.8754069555
GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff	380.9087266941
GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff|unclassified	101.0226180216
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	376.2862400989
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)|unclassified	277.4200468288
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	376.2862400989
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)|unclassified	277.4200468288
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	369.1748685586
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|g__Mucispirillum.s__Mucispirillum_schaedleri	145.9181217161
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|unclassified	100.0320808274
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV	353.8951238138
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV|unclassified	112.3688468164
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I	334.6821217874
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|unclassified	15.6599614215
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis	277.0824563374
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_sartorii	55.7605244924
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_caecimuris	53.2298514779
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|unclassified	9.1285544064
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	3.0558909004
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	1.5619843715
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	272.9627186945
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)|unclassified	236.1694377586
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	271.6967467788
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)|unclassified	10.9986712448
NONMEVIPP-PWY: methylerythritol phosphate pathway I	260.8345472291
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	32.3111094175
FERMENTATION-PWY: mixed acid fermentation	237.8972678529
GALACTUROCAT-PWY: D-galacturonate degradation I	233.3857142726
GALACTUROCAT-PWY: D-galacturonate degradation I|unclassified	115.5002432268
GALACTUROCAT-PWY: D-galacturonate degradation I|g__Alistipes.s__Alistipes_timonensis	45.6773904861
PWY-6892: thiazole biosynthesis I (E. coli)	221.7580760205
PWY-6892: thiazole biosynthesis I (E. coli)|unclassified	112.2720287266
PWY-6892: thiazole biosynthesis I (E. coli)|g__Bacteroides.s__Bacteroides_caecimuris	43.3668185595
PENTOSE-P-PWY: pentose phosphate pathway	216.3620405707
PENTOSE-P-PWY: pentose phosphate pathway|unclassified	58.0340664336
PENTOSE-P-PWY: pentose phosphate pathway|g__Parabacteroides.s__Parabacteroides_distasonis	17.0486174985
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)	214.2387513381
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)|unclassified	135.3253064675
P108-PWY: pyruvate fermentation to propanoate I	203.8963175889
P108-PWY: pyruvate fermentation to propanoate I|unclassified	132.2808956318
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	201.1389935674
P441-PWY: superpathway of N-acetylneuraminate degradation	188.5160655011
PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage	171.6259040221
PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage|unclassified	163.6520143086
PWY-6859: all-trans-farnesol biosynthesis	154.0948231246
PWY-6608: guanosine nucleotides degradation III	145.7286132765
PWY-6608: guanosine nucleotides degradation III|g__Bacteroides.s__Bacteroides_caecimuris	64.0043876285
PWY-6608: guanosine nucleotides degradation III|unclassified	12.5286672610
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	138.1060563160
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|unclassified	66.4363155251
PWY-5505: L-glutamate and L-glutamine biosynthesis	136.0257541202
PWY-5505: L-glutamate and L-glutamine biosynthesis|unclassified	20.4406473628
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)	134.0127062075
PWY-6969: TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	129.3150373721
PWY-6969: TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)|unclassified	109.1985269851
PWY-7392: taxadiene biosynthesis (engineered)	129.1702168064
PWY-4041: &gamma;-glutamyl cycle	124.4984252674
PWY-4041: &gamma;-glutamyl cycle|unclassified	36.6068008599
P164-PWY: purine nucleobases degradation I (anaerobic)	123.9208781600
P164-PWY: purine nucleobases degradation I (anaerobic)|unclassified	11.6019084662
PWY-6270: isoprene biosynthesis I	122.9841026648
PWY-5941: glycogen degradation II (eukaryotic)	115.0810110445
PWY-5941: glycogen degradation II (eukaryotic)|unclassified	103.7351146164
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis	108.8234508029
PWY-7560: methylerythritol phosphate pathway II	108.0783220077
PWY-6263: superpathway of menaquinol-8 biosynthesis II	106.0711878099
PWY-6263: superpathway of menaquinol-8 biosynthesis II|unclassified	36.2747721401
PWY-6549: L-glutamine biosynthesis III	104.9512687969
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation	102.6191773340
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation|unclassified	71.7985720884
PWY-7315: dTDP-N-acetylthomosamine biosynthesis	100.2369358326
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|unclassified	99.7912185311
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	97.3141097805
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	95.8875169496
PWY-2941: L-lysine biosynthesis II	92.3334106485
PWY-2941: L-lysine biosynthesis II|unclassified	49.6246979719
PWY-2941: L-lysine biosynthesis II|g__Faecalibaculum.s__Faecalibaculum_rodentium	8.7714261841
PWY-2941: L-lysine biosynthesis II|g__Lactobacillus.s__Lactobacillus_murinus	7.4738464928
PWY-7385: 1,3-propanediol biosynthesis (engineered)	88.0935195726
PWY-7385: 1,3-propanediol biosynthesis (engineered)|unclassified	27.9106089162
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	80.9888525428
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|unclassified	13.0026327476
CENTFERM-PWY: pyruvate fermentation to butanoate	80.6969057020
CENTFERM-PWY: pyruvate fermentation to butanoate|unclassified	56.6363243260
PWY-5690: TCA cycle II (plants and fungi)	78.7216994315
PWY-5690: TCA cycle II (plants and fungi)|unclassified	74.8314426500
PWY-7254: TCA cycle VII (acetate-producers)	77.8048888698
PWY0-1061: superpathway of L-alanine biosynthesis	77.2281815739
PWY0-1061: superpathway of L-alanine biosynthesis|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	30.7515174919
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type	76.3052671739
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	75.6758349343
PWY-5676: acetyl-CoA fermentation to butanoate II	74.0072236082
PWY-5676: acetyl-CoA fermentation to butanoate II|unclassified	68.7447805237
TEICHOICACID-PWY: teichoic acid (poly-glycerol) biosynthesis	73.8169386584
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	72.7913647244
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I|unclassified	49.8344453344
PWY-6305: putrescine biosynthesis IV	68.1994534499
PWY-6305: putrescine biosynthesis IV|unclassified	35.2854921153
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	66.9301266638
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis|unclassified	65.4766834287
P124-PWY: Bifidobacterium shunt	65.5844028483
P161-PWY: acetylene degradation	65.5567919948
PWY-6143: CMP-pseudaminate biosynthesis	65.3479948789
PWY-6143: CMP-pseudaminate biosynthesis|unclassified	58.7139266972
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	57.6424060012
PWY-6519: 8-amino-7-oxononanoate biosynthesis I|unclassified	39.5934732815
FASYN-ELONG-PWY: fatty acid elongation -- saturated	56.1680546672
FASYN-ELONG-PWY: fatty acid elongation -- saturated|unclassified	54.9837608039
PWY-5177: glutaryl-CoA degradation	54.3604987522
PWY-5177: glutaryl-CoA degradation|unclassified	38.9153601388
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	53.6841924161
FUCCAT-PWY: fucose degradation	52.4833669198
FUCCAT-PWY: fucose degradation|unclassified	43.8802900202
PWYG-321: mycolate biosynthesis	51.0860874032
PWYG-321: mycolate biosynthesis|unclassified	50.0340939580
SO4ASSIM-PWY: sulfate reduction I (assimilatory)	50.3661932645
LACTOSECAT-PWY: lactose and galactose degradation I	49.3896686697
LACTOSECAT-PWY: lactose and galactose degradation I|unclassified	34.5697130060
LACTOSECAT-PWY: lactose and galactose degradation I|g__Lactobacillus.s__Lactobacillus_johnsonii	13.4885438545
