# Pathway	D_RCE_Abundance
PWY-5103: L-isoleucine biosynthesis III|g__Faecalibaculum.s__Faecalibaculum_rodentium	24.5407197661
PWY-5103: L-isoleucine biosynthesis III|g__Bacteroides.s__Bacteroides_faecichinchillae	5.3658892172
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	2569.7947209665
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)|unclassified	1490.2392952774
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II	2539.6086461046
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II|unclassified	1701.5702811340
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	2522.5036193865
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)|unclassified	1068.3082915561
PWY-3001: superpathway of L-isoleucine biosynthesis I	2386.3018967768
PWY-3001: superpathway of L-isoleucine biosynthesis I|unclassified	729.8743137002
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	223.7118494601
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I	2382.3064301810
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I|unclassified	1370.8833409365
PWY-7400: L-arginine biosynthesis IV (archaebacteria)	2357.4593724972
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|unclassified	1482.3380388982
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Helicobacter.s__Helicobacter_typhlonius	196.1298658802
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	42.5486951926
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_COE1	24.8718080194
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Faecalibaculum.s__Faecalibaculum_rodentium	22.3056865259
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	2348.7991944065
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|unclassified	1478.8379998490
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Helicobacter.s__Helicobacter_typhlonius	197.1875062342
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	42.5587952568
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_COE1	24.8430253777
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Faecalibaculum.s__Faecalibaculum_rodentium	22.3547350382
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	2324.0665579718
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|unclassified	733.9046310876
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Helicobacter.s__Helicobacter_typhlonius	195.2229551360
CALVIN-PWY: Calvin-Benson-Bassham cycle	2322.8558322562
CALVIN-PWY: Calvin-Benson-Bassham cycle|unclassified	1437.6343757247
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Helicobacter.s__Helicobacter_typhlonius	201.9818229440
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	2307.3659200579
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|unclassified	1390.1156969495
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Helicobacter.s__Helicobacter_typhlonius	236.0553017323
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	45.6128649108
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Mucispirillum.s__Mucispirillum_schaedleri	44.8977928380
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_COE1	27.7189607724
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Faecalibaculum.s__Faecalibaculum_rodentium	23.7836244688
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	10.6826221552
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	5.7409896989
PWY-5484: glycolysis II (from fructose 6-phosphate)	2242.4103363941
PWY-5484: glycolysis II (from fructose 6-phosphate)|unclassified	966.7431369497
HISDEG-PWY: L-histidine degradation I	2151.7699994669
HISDEG-PWY: L-histidine degradation I|unclassified	1649.2538346346
HISDEG-PWY: L-histidine degradation I|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720	186.8103476690
HISDEG-PWY: L-histidine degradation I|g__Bacteroides.s__Bacteroides_sartorii	167.2070640587
HISDEG-PWY: L-histidine degradation I|g__Parabacteroides.s__Parabacteroides_distasonis	79.8587554337
HISDEG-PWY: L-histidine degradation I|g__Firmicutes_unclassified.s__Firmicutes_bacterium_ASF500	17.1613071177
HISDEG-PWY: L-histidine degradation I|g__Alistipes.s__Alistipes_timonensis	13.2117478207
PWY-7208: superpathway of pyrimidine nucleobases salvage	2127.6171351210
PWY-7208: superpathway of pyrimidine nucleobases salvage|unclassified	1519.8501764798
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Mucispirillum.s__Mucispirillum_schaedleri	54.6065687485
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)	2085.0520253680
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|unclassified	830.5204617754
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Lactobacillus.s__Lactobacillus_johnsonii	30.5847767760
ANAEROFRUCAT-PWY: homolactic fermentation	2028.7425138814
ANAEROFRUCAT-PWY: homolactic fermentation|unclassified	847.9792816595
THRESYN-PWY: superpathway of L-threonine biosynthesis	2006.1417850539
THRESYN-PWY: superpathway of L-threonine biosynthesis|unclassified	557.2161294867
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	194.7786160065
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Bacteroides.s__Bacteroides_sartorii	143.7148092658
PWY-6168: flavin biosynthesis III (fungi)	1906.8222111993
PWY-6168: flavin biosynthesis III (fungi)|unclassified	321.5145934524
PWY-6168: flavin biosynthesis III (fungi)|g__Bacteroides.s__Bacteroides_sartorii	194.9226800404
PWY-6168: flavin biosynthesis III (fungi)|g__Helicobacter.s__Helicobacter_typhlonius	155.9754299659
PWY-6168: flavin biosynthesis III (fungi)|g__Parabacteroides.s__Parabacteroides_distasonis	114.0792920031
PWY-6168: flavin biosynthesis III (fungi)|g__Bacteroides.s__Bacteroides_caecimuris	113.9554170143
PWY-7199: pyrimidine deoxyribonucleosides salvage	1864.3502344534
PWY-7199: pyrimidine deoxyribonucleosides salvage|unclassified	780.4306096408
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Prevotella.s__Prevotella_sp_MGM1	234.1493265083
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Bacteroides.s__Bacteroides_uniformis	155.1248035481
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Bacteroides.s__Bacteroides_caecimuris	78.5432146049
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Parabacteroides.s__Parabacteroides_distasonis	76.0005364043
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	68.6420955291
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Alistipes.s__Alistipes_timonensis	17.6700857668
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	1855.9428411150
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|unclassified	413.6732410146
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	207.2299582523
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Bacteroides.s__Bacteroides_sartorii	140.0004312323
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	121.5155460480
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	98.2386607824
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Bacteroides.s__Bacteroides_caecimuris	91.6053092697
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis	75.5614497044
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Alistipes.s__Alistipes_timonensis	25.6120113247
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Helicobacter.s__Helicobacter_hepaticus	5.3252085747
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	1760.4437915568
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|unclassified	732.3642696209
THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I	1704.5886549853
THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I|unclassified	455.7685046079
THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	107.5748862646
THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	62.0270701190
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	1692.1326724019
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|unclassified	791.7783518702
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	233.7036920039
GLUTORN-PWY: L-ornithine biosynthesis	1620.0398245294
GLUTORN-PWY: L-ornithine biosynthesis|unclassified	944.2454443047
GLUTORN-PWY: L-ornithine biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	223.0698771479
GLUTORN-PWY: L-ornithine biosynthesis|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	49.0774920664
GLUTORN-PWY: L-ornithine biosynthesis|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_COE1	26.5078363093
GLUTORN-PWY: L-ornithine biosynthesis|g__Faecalibaculum.s__Faecalibaculum_rodentium	18.3248286081
GLUTORN-PWY: L-ornithine biosynthesis|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	7.3671436228
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	1604.4864415385
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|unclassified	630.4043676513
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	305.6781583364
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	59.2872803161
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Mucispirillum.s__Mucispirillum_schaedleri	49.0104534995
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Lactobacillus.s__Lactobacillus_johnsonii	33.5470767790
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Helicobacter.s__Helicobacter_hepaticus	18.9264285706
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Faecalibaculum.s__Faecalibaculum_rodentium	16.0937303470
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Lactobacillus.s__Lactobacillus_murinus	10.0428812762
PWY-6737: starch degradation V	1585.7515699635
PWY-6737: starch degradation V|unclassified	818.4228144254
PWY-6737: starch degradation V|g__Bacteroides.s__Bacteroides_uniformis	166.9957784085
PWY-6737: starch degradation V|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	142.0957941367
PWY-6737: starch degradation V|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_COE1	31.1583670233
PWY-6737: starch degradation V|g__Faecalibaculum.s__Faecalibaculum_rodentium	23.5140235498
PWY-6737: starch degradation V|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	9.3547481592
PWY-6737: starch degradation V|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	8.2694306634
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II	1579.7091817053
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II|unclassified	1024.8583188144
PWY-5104: L-isoleucine biosynthesis IV	1544.5008457881
PWY-5104: L-isoleucine biosynthesis IV|unclassified	467.6658075396
PWY-5104: L-isoleucine biosynthesis IV|g__Helicobacter.s__Helicobacter_typhlonius	316.7757752716
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	1435.1732833355
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|unclassified	815.7426253119
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Helicobacter.s__Helicobacter_typhlonius	242.6559157825
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Mucispirillum.s__Mucispirillum_schaedleri	45.3053549747
GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff	1433.0683685688
GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff|unclassified	404.5995358376
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	1407.9228517896
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|unclassified	589.2573391895
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_sartorii	241.3973983403
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_uniformis	106.8699551031
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	105.6233860316
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_caecimuris	76.1218153305
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III	1399.7413418365
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III|unclassified	549.8938111598
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III|g__Helicobacter.s__Helicobacter_typhlonius	252.9252863203
PWY-3781: aerobic respiration I (cytochrome c)	1291.7538191700
PWY-3781: aerobic respiration I (cytochrome c)|g__Helicobacter.s__Helicobacter_typhlonius	363.2452082021
PWY-3781: aerobic respiration I (cytochrome c)|unclassified	337.8461681581
PWY-3781: aerobic respiration I (cytochrome c)|g__Helicobacter.s__Helicobacter_hepaticus	4.1671740778
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	1246.7432799845
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Helicobacter.s__Helicobacter_typhlonius	217.1437112621
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Bacteroides.s__Bacteroides_sartorii	190.7374259998
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Bacteroides.s__Bacteroides_caecimuris	122.2270601033
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Parabacteroides.s__Parabacteroides_distasonis	40.9907360699
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|unclassified	10.0125174980
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	1221.6938273835
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	251.9634382090
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_sartorii	211.7598425219
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_caecimuris	85.0602915451
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis	40.2428891079
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|unclassified	10.0070649161
PWY-5100: pyruvate fermentation to acetate and lactate II	1186.3116713593
PWY-5100: pyruvate fermentation to acetate and lactate II|unclassified	535.1383738943
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Helicobacter.s__Helicobacter_typhlonius	283.1465035229
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Lactobacillus.s__Lactobacillus_johnsonii	40.2304640597
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Faecalibaculum.s__Faecalibaculum_rodentium	18.8219053968
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Helicobacter.s__Helicobacter_hepaticus	8.9404048128
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I	1147.8506359530
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|unclassified	394.1772507523
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	235.6298146029
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	103.1488151443
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Bacteroides.s__Bacteroides_caecimuris	100.5562467067
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	38.2397193198
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Alistipes.s__Alistipes_timonensis	17.1190006465
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Bacteroides.s__Bacteroides_faecichinchillae	2.5862515757
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)	1107.4688223491
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)|unclassified	179.2440629369
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)|g__Bacteroides.s__Bacteroides_uniformis	116.6507242008
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	72.8228283853
NAGLIPASYN-PWY: lipid IVA biosynthesis	1106.2334654517
NAGLIPASYN-PWY: lipid IVA biosynthesis|unclassified	468.9773200730
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	161.4137626906
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	119.1226690968
DAPLYSINESYN-PWY: L-lysine biosynthesis I	1084.0021714890
DAPLYSINESYN-PWY: L-lysine biosynthesis I|unclassified	407.6525236407
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	187.5746802315
PWY-7237: myo-, chiro- and scillo-inositol degradation	1057.5794162202
PWY-7237: myo-, chiro- and scillo-inositol degradation|unclassified	448.8275236057
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Prevotella.s__Prevotella_sp_MGM1	233.3227175209
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Parabacteroides.s__Parabacteroides_distasonis	147.8017882241
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Oscillibacter.s__Oscillibacter_sp_1_3	13.2731719435
PWY-7234: inosine-5'-phosphate biosynthesis III	1026.0520592078
PWY-7234: inosine-5'-phosphate biosynthesis III|unclassified	740.6904773252
PWY-7234: inosine-5'-phosphate biosynthesis III|g__Alistipes.s__Alistipes_timonensis	14.1042476247
PWY-6897: thiamin salvage II	987.2581509891
PWY-6897: thiamin salvage II|unclassified	274.7956420491
PWY-6897: thiamin salvage II|g__Bacteroides.s__Bacteroides_uniformis	78.7498455723
PWY-6897: thiamin salvage II|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	50.9301170062
PWY-6892: thiazole biosynthesis I (E. coli)	982.1202925792
PWY-6892: thiazole biosynthesis I (E. coli)|unclassified	232.1335187700
PWY-6892: thiazole biosynthesis I (E. coli)|g__Bacteroides.s__Bacteroides_uniformis	146.5467005470
PWY-6892: thiazole biosynthesis I (E. coli)|g__Bacteroides.s__Bacteroides_caecimuris	99.0008029562
PWY-6892: thiazole biosynthesis I (E. coli)|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	91.9877567564
PWY-6892: thiazole biosynthesis I (E. coli)|g__Bacteroides.s__Bacteroides_faecichinchillae	4.5449778993
PWY0-1261: anhydromuropeptides recycling	974.0476913272
PWY0-1261: anhydromuropeptides recycling|unclassified	170.2790375004
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis	939.2762353548
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_sartorii	168.0003498470
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	115.0269363986
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	113.5636628371
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_caecimuris	104.2891576359
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|unclassified	70.6715415486
PWY66-422: D-galactose degradation V (Leloir pathway)	899.3695914580
PWY66-422: D-galactose degradation V (Leloir pathway)|unclassified	564.7567168997
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Lactobacillus.s__Lactobacillus_reuteri	8.7106455781
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	7.3366698172
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	893.6124723497
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|unclassified	323.3784347525
PWY-5030: L-histidine degradation III	892.2267094711
PWY-5030: L-histidine degradation III|unclassified	437.9105575402
PWY-5030: L-histidine degradation III|g__Bacteroides.s__Bacteroides_sartorii	170.9883354016
PWY-5030: L-histidine degradation III|g__Alistipes.s__Alistipes_timonensis	13.6214665945
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)	874.5032121789
PWY-6317: galactose degradation I (Leloir pathway)	860.3932336074
PWY-6317: galactose degradation I (Leloir pathway)|unclassified	564.7567168997
PWY-6317: galactose degradation I (Leloir pathway)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	7.3366698172
RHAMCAT-PWY: L-rhamnose degradation I	860.1838058358
RHAMCAT-PWY: L-rhamnose degradation I|unclassified	475.6233638637
RHAMCAT-PWY: L-rhamnose degradation I|g__Bacteroides.s__Bacteroides_caecimuris	139.3119886758
RHAMCAT-PWY: L-rhamnose degradation I|g__Bacteroides.s__Bacteroides_faecichinchillae	8.9017753994
P42-PWY: incomplete reductive TCA cycle	843.6497872877
P42-PWY: incomplete reductive TCA cycle|unclassified	286.3172151644
PWY-6901: superpathway of glucose and xylose degradation	819.8671633250
PWY-6901: superpathway of glucose and xylose degradation|unclassified	269.7204489176
COLANSYN-PWY: colanic acid building blocks biosynthesis	808.9590777815
COLANSYN-PWY: colanic acid building blocks biosynthesis|unclassified	143.8681166129
PWY-6527: stachyose degradation	808.8577975323
PWY-6527: stachyose degradation|unclassified	586.4380034861
PWY-6527: stachyose degradation|g__Lactobacillus.s__Lactobacillus_murinus	8.3809598289
PWY-6527: stachyose degradation|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	6.6438580445
TRPSYN-PWY: L-tryptophan biosynthesis	802.2449767964
TRPSYN-PWY: L-tryptophan biosynthesis|unclassified	174.1669562633
TRPSYN-PWY: L-tryptophan biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	118.1665895685
TRPSYN-PWY: L-tryptophan biosynthesis|g__Faecalibaculum.s__Faecalibaculum_rodentium	18.1592299315
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)	789.7148365398
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|unclassified	434.4115044046
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Helicobacter.s__Helicobacter_typhlonius	197.2623563506
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Parabacteroides.s__Parabacteroides_distasonis	63.9550115220
METSYN-PWY: L-homoserine and L-methionine biosynthesis	783.5043416793
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	767.8457831239
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|unclassified	200.9382765472
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	766.7627264410
PWY0-1296: purine ribonucleosides degradation	750.4935405498
PWY0-1296: purine ribonucleosides degradation|unclassified	545.9040846795
PWY0-1296: purine ribonucleosides degradation|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_COE1	34.6439715919
PWY0-1296: purine ribonucleosides degradation|g__Faecalibaculum.s__Faecalibaculum_rodentium	31.5014152269
PWY0-1296: purine ribonucleosides degradation|g__Lactobacillus.s__Lactobacillus_reuteri	14.2916054871
PWY0-1296: purine ribonucleosides degradation|g__Lactobacillus.s__Lactobacillus_murinus	14.2771895729
PWY0-1296: purine ribonucleosides degradation|g__Romboutsia.s__Romboutsia_ilealis	8.4518362393
TCA: TCA cycle I (prokaryotic)	750.3746411057
TCA: TCA cycle I (prokaryotic)|unclassified	127.3537580556
PWY0-781: aspartate superpathway	749.2478026987
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)	745.2698231471
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|unclassified	231.2881821580
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Bacteroides.s__Bacteroides_uniformis	67.2186359174
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	39.9477109322
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis	735.9197524259
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	727.7057983660
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|unclassified	431.2013300811
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Helicobacter.s__Helicobacter_typhlonius	223.2368200945
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Mucispirillum.s__Mucispirillum_schaedleri	41.1899251827
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type	714.0046861464
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage	710.8668131822
PENTOSE-P-PWY: pentose phosphate pathway	708.5211918915
PENTOSE-P-PWY: pentose phosphate pathway|unclassified	197.7283564332
PENTOSE-P-PWY: pentose phosphate pathway|g__Parabacteroides.s__Parabacteroides_distasonis	62.1133880614
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	697.9410511114
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis|unclassified	100.5391282595
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type	685.6709866872
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I	642.8766882407
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|unclassified	106.9323521299
