# Pathway	test_Satya_Abundance
HSERMETANA-PWY: L-methionine biosynthesis III|g__Parabacteroides.s__Parabacteroides_distasonis	53.1215663024
PWY-7208: superpathway of pyrimidine nucleobases salvage	2215.6684075172
PWY-7208: superpathway of pyrimidine nucleobases salvage|unclassified	1311.7930390613
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Mucispirillum.s__Mucispirillum_schaedleri	116.9236045641
THRESYN-PWY: superpathway of L-threonine biosynthesis	2189.3675885050
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	758.6937127243
THRESYN-PWY: superpathway of L-threonine biosynthesis|unclassified	684.9641738776
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Bacteroides.s__Bacteroides_sartorii	37.1352598649
PWY-5100: pyruvate fermentation to acetate and lactate II	2175.1880002011
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Helicobacter.s__Helicobacter_typhlonius	1082.8689779784
PWY-5100: pyruvate fermentation to acetate and lactate II|unclassified	647.3474037579
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Lactobacillus.s__Lactobacillus_johnsonii	26.2483838373
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Lactobacillus.s__Lactobacillus_reuteri	19.1890851029
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012	7.9769304500
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	2027.5625141288
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Helicobacter.s__Helicobacter_typhlonius	883.9262473015
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|unclassified	788.3061740773
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Mucispirillum.s__Mucispirillum_schaedleri	106.2919825842
PWY-6703: preQ0 biosynthesis	2025.6199702706
PWY-6703: preQ0 biosynthesis|unclassified	946.1717006825
PWY-6703: preQ0 biosynthesis|g__Prevotella.s__Prevotella_sp_MGM2	155.4003714174
PWY-6703: preQ0 biosynthesis|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720	126.6811998421
PWY-6703: preQ0 biosynthesis|g__Muribaculum.s__Muribaculum_intestinale	111.3131640754
PWY-6703: preQ0 biosynthesis|g__Prevotella.s__Prevotella_sp_MGM1	78.7339983202
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	73.9023656366
PWY-6703: preQ0 biosynthesis|g__Mucispirillum.s__Mucispirillum_schaedleri	71.9641118948
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	56.1015659862
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_caecimuris	46.7701757991
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_sartorii	45.6634445346
PWY-6703: preQ0 biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	43.0356114269
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II	2002.3331576171
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II|unclassified	1142.1214557816
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	2001.4437214063
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Helicobacter.s__Helicobacter_typhlonius	839.2309366003
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Bacteroides.s__Bacteroides_caecimuris	63.6890100684
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Parabacteroides.s__Parabacteroides_distasonis	58.8609300196
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Bacteroides.s__Bacteroides_sartorii	42.6828373688
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|unclassified	12.9101725444
ANAEROFRUCAT-PWY: homolactic fermentation	1997.4339512547
ANAEROFRUCAT-PWY: homolactic fermentation|unclassified	703.6967314831
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	1967.0423140987
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	938.0270738368
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_sartorii	53.9251747740
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis	43.0641284600
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_caecimuris	42.0131587442
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|unclassified	12.9049975196
DAPLYSINESYN-PWY: L-lysine biosynthesis I	1800.0517924783
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	784.8874527384
DAPLYSINESYN-PWY: L-lysine biosynthesis I|unclassified	287.5414071704
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type	1679.1622938713
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type|unclassified	112.6334204019
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis	1655.2041856287
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis|unclassified	30.5753363639
PWY-7199: pyrimidine deoxyribonucleosides salvage	1651.1920940562
PWY-7199: pyrimidine deoxyribonucleosides salvage|unclassified	1149.0968930993
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Bacteroides.s__Bacteroides_uniformis	68.9739429801
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Parabacteroides.s__Parabacteroides_distasonis	68.3112972273
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Prevotella.s__Prevotella_sp_MGM1	67.1742273828
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Bacteroides.s__Bacteroides_caecimuris	52.2111252305
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	28.7893098922
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)	1644.4135718237
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)|unclassified	44.4695152305
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type	1642.5893031554
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type|unclassified	123.7368393735
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)	1636.3895444132
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)|unclassified	353.8607037992
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)|g__Bacteroides.s__Bacteroides_uniformis	55.7881480576
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	33.1629611470
METSYN-PWY: L-homoserine and L-methionine biosynthesis	1608.1656709683
METSYN-PWY: L-homoserine and L-methionine biosynthesis|unclassified	38.3631524062
PWY-6737: starch degradation V	1598.0533001150
PWY-6737: starch degradation V|unclassified	1214.0593665280
PWY-6737: starch degradation V|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	67.3360222201
PWY-6737: starch degradation V|g__Bacteroides.s__Bacteroides_uniformis	67.1144891529
PWY-6737: starch degradation V|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	16.8045227295
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I	1580.3892631952
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	804.0708896745
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|unclassified	349.8915540719
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	44.4481374689
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Bacteroides.s__Bacteroides_caecimuris	21.4226023457
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	8.7207906756
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Bacteroides.s__Bacteroides_faecichinchillae	2.5366853656
THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I	1562.9130560072
THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I|unclassified	586.5298874344
THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	52.9095392471
THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	28.5913787126
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage	1529.0707117081
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	1522.1757100526
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|unclassified	490.0660745744
PWY0-781: aspartate superpathway	1518.8694538458
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	1496.1088948104
PWY-7279: aerobic respiration II (cytochrome c) (yeast)	1491.5613641985
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|g__Helicobacter.s__Helicobacter_typhlonius	1211.3452654021
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|unclassified	167.2709408490
CITRULBIO-PWY: L-citrulline biosynthesis	1467.1246189943
CITRULBIO-PWY: L-citrulline biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	673.6434755013
PWY-5913: TCA cycle VI (obligate autotrophs)	1416.3487485222
PWY-5913: TCA cycle VI (obligate autotrophs)|unclassified	98.2832585306
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	1390.6515792160
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Helicobacter.s__Helicobacter_typhlonius	851.1710852896
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|unclassified	379.5501669193
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Mucispirillum.s__Mucispirillum_schaedleri	71.6725158727
PWY-4984: urea cycle	1387.7363257159
PWY-4984: urea cycle|g__Helicobacter.s__Helicobacter_typhlonius	793.9608537882
PWY-5659: GDP-mannose biosynthesis	1374.1338524619
PWY-5659: GDP-mannose biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	768.9893488852
PWY-5659: GDP-mannose biosynthesis|unclassified	272.8536552715
PWY-7237: myo-, chiro- and scillo-inositol degradation	1310.8967980734
PWY-7237: myo-, chiro- and scillo-inositol degradation|unclassified	335.1776962897
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Parabacteroides.s__Parabacteroides_distasonis	93.7230226276
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Prevotella.s__Prevotella_sp_MGM1	57.2205070173
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Oscillibacter.s__Oscillibacter_sp_1_3	26.5516418629
PWY-6936: seleno-amino acid biosynthesis	1277.1788895668
PWY-6936: seleno-amino acid biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	787.5642479792
PWY-6936: seleno-amino acid biosynthesis|unclassified	198.9231555691
PWY-6936: seleno-amino acid biosynthesis|g__Bacteroides.s__Bacteroides_sartorii	43.9337242560
PWY-6936: seleno-amino acid biosynthesis|g__Lactobacillus.s__Lactobacillus_reuteri	8.9421024234
PPGPPMET-PWY: ppGpp biosynthesis	1264.8784126261
PPGPPMET-PWY: ppGpp biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	934.7091912898
PPGPPMET-PWY: ppGpp biosynthesis|unclassified	187.0675081110
HISDEG-PWY: L-histidine degradation I	1260.1768687046
HISDEG-PWY: L-histidine degradation I|unclassified	906.2025562893
HISDEG-PWY: L-histidine degradation I|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720	186.3910414636
HISDEG-PWY: L-histidine degradation I|g__Parabacteroides.s__Parabacteroides_distasonis	56.7619170606
HISDEG-PWY: L-histidine degradation I|g__Bacteroides.s__Bacteroides_sartorii	49.2242650849
HISDEG-PWY: L-histidine degradation I|g__Firmicutes_unclassified.s__Firmicutes_bacterium_ASF500	29.0796571510
TRPSYN-PWY: L-tryptophan biosynthesis	1224.9115556831
TRPSYN-PWY: L-tryptophan biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	645.1055546390
TRPSYN-PWY: L-tryptophan biosynthesis|unclassified	316.0106646296
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)	1224.0731755118
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Helicobacter.s__Helicobacter_typhlonius	712.9065096599
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|unclassified	374.8946847986
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Parabacteroides.s__Parabacteroides_distasonis	54.1110500246
PWY-6612: superpathway of tetrahydrofolate biosynthesis	1190.1096350299
PWY0-1296: purine ribonucleosides degradation	1186.7411545892
PWY0-1296: purine ribonucleosides degradation|unclassified	1033.5381333581
PWY0-1296: purine ribonucleosides degradation|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	36.5252742963
PWY0-1296: purine ribonucleosides degradation|g__Lactobacillus.s__Lactobacillus_reuteri	16.9492056594
PWY66-422: D-galactose degradation V (Leloir pathway)	1183.7457108924
PWY66-422: D-galactose degradation V (Leloir pathway)|unclassified	774.7059601137
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	30.3330399693
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Lactobacillus.s__Lactobacillus_reuteri	14.3449890933
PWY-6527: stachyose degradation	1133.0195272345
PWY-6527: stachyose degradation|unclassified	725.3488840378
PWY-6527: stachyose degradation|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	37.6603505983
PWY-6527: stachyose degradation|g__Lactobacillus.s__Lactobacillus_reuteri	20.5162527486
PWY-6527: stachyose degradation|g__Lactobacillus.s__Lactobacillus_murinus	9.5935594248
PWY-6527: stachyose degradation|g__Lactobacillus.s__Lactobacillus_intestinalis	7.5184361660
PWY-6897: thiamin salvage II	1119.0845527044
PWY-6897: thiamin salvage II|unclassified	400.6825283845
PWY-6897: thiamin salvage II|g__Bacteroides.s__Bacteroides_uniformis	38.8645353670
PWY-6897: thiamin salvage II|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	22.2206336043
RHAMCAT-PWY: L-rhamnose degradation I	1102.2832723126
RHAMCAT-PWY: L-rhamnose degradation I|unclassified	870.2281054629
RHAMCAT-PWY: L-rhamnose degradation I|g__Bacteroides.s__Bacteroides_caecimuris	110.4274131008
PWY-6317: galactose degradation I (Leloir pathway)	1081.5023705684
PWY-6317: galactose degradation I (Leloir pathway)|unclassified	774.7059601137
PWY-6317: galactose degradation I (Leloir pathway)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	30.3330399693
PWY-6317: galactose degradation I (Leloir pathway)|g__Lactobacillus.s__Lactobacillus_reuteri	14.5379714624
HOMOSER-METSYN-PWY: L-methionine biosynthesis I	1057.9933750323
HOMOSER-METSYN-PWY: L-methionine biosynthesis I|unclassified	19.3743686802
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II	1039.8628436437
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II|g__Helicobacter.s__Helicobacter_typhlonius	902.3886986378
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II|unclassified	51.1430111973
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	992.5880333479
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	760.4202985146
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|unclassified	123.0257062259
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Mucispirillum.s__Mucispirillum_schaedleri	78.1566466800
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	988.5782866882
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|unclassified	469.5267141200
COLANSYN-PWY: colanic acid building blocks biosynthesis	965.6272357687
COLANSYN-PWY: colanic acid building blocks biosynthesis|unclassified	245.5352486207
P42-PWY: incomplete reductive TCA cycle	943.3552433280
P42-PWY: incomplete reductive TCA cycle|unclassified	502.3166194670
GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff	933.7910373831
GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff|unclassified	223.8350401690
PWY-7456: mannan degradation	921.6713041567
PWY-7456: mannan degradation|unclassified	149.0954056216
TCA: TCA cycle I (prokaryotic)	868.0686661093
TCA: TCA cycle I (prokaryotic)|unclassified	308.0577128082
PWY-5189: tetrapyrrole biosynthesis II (from glycine)	856.1908652022
PWY-5189: tetrapyrrole biosynthesis II (from glycine)|g__Helicobacter.s__Helicobacter_typhlonius	700.2196350450
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	855.4527318001
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|unclassified	420.5791961820
PWY0-1261: anhydromuropeptides recycling	847.9002362569
PWY0-1261: anhydromuropeptides recycling|unclassified	239.5932603107
PWY-7234: inosine-5'-phosphate biosynthesis III	818.5564016419
PWY-7234: inosine-5'-phosphate biosynthesis III|unclassified	703.4202396393
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)	793.7352444819
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|unclassified	307.9025570815
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Bacteroides.s__Bacteroides_uniformis	32.5801500901
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	16.9463761052
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	762.0900021920
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)|unclassified	24.4356804653
PWY-6803: phosphatidylcholine acyl editing	758.2722866771
PWY-6901: superpathway of glucose and xylose degradation	733.4132231572
PWY-6901: superpathway of glucose and xylose degradation|unclassified	221.3533426057
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	727.4841992802
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis|unclassified	182.6397866368
PWY-5030: L-histidine degradation III	648.2364342915
PWY-5030: L-histidine degradation III|unclassified	487.4663971905
PWY-5030: L-histidine degradation III|g__Bacteroides.s__Bacteroides_sartorii	53.6624747771
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	643.1193562341
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)|unclassified	275.2426787219
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	643.1193562341
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)|unclassified	275.2426787219
PWY-6892: thiazole biosynthesis I (E. coli)	632.2694248081
PWY-6892: thiazole biosynthesis I (E. coli)|unclassified	302.0432934120
PWY-6892: thiazole biosynthesis I (E. coli)|g__Bacteroides.s__Bacteroides_uniformis	52.5220130473
PWY-6892: thiazole biosynthesis I (E. coli)|g__Bacteroides.s__Bacteroides_caecimuris	51.5860644790
PWY-6892: thiazole biosynthesis I (E. coli)|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	40.2259361304
PWY66-399: gluconeogenesis III	620.0898347878
PWY66-399: gluconeogenesis III|unclassified	446.6795665196
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	613.7716438800
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|unclassified	255.7760732878
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_sartorii	76.9359805690
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	42.0905008657
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_uniformis	41.8973871514
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_caecimuris	35.4006679285
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis	548.6761904277
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_caecimuris	57.7689564143
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	52.4815392150
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	50.5385473584
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_sartorii	49.0405900989
PENTOSE-P-PWY: pentose phosphate pathway	519.7109503191
PENTOSE-P-PWY: pentose phosphate pathway|unclassified	122.1105710218
PENTOSE-P-PWY: pentose phosphate pathway|g__Parabacteroides.s__Parabacteroides_distasonis	44.4876140036
PWY-4981: L-proline biosynthesis II (from arginine)	516.7026956041
PWY-4981: L-proline biosynthesis II (from arginine)|unclassified	421.5266901740
PWY-4981: L-proline biosynthesis II (from arginine)|g__Lactobacillus.s__Lactobacillus_reuteri	12.5427888586
PWY-6859: all-trans-farnesol biosynthesis	476.9216798710
PWY-6859: all-trans-farnesol biosynthesis|unclassified	18.2701064347
P108-PWY: pyruvate fermentation to propanoate I	475.4533139384
P108-PWY: pyruvate fermentation to propanoate I|unclassified	451.8565245473
FERMENTATION-PWY: mixed acid fermentation	468.2938579747
FERMENTATION-PWY: mixed acid fermentation|unclassified	142.6562189462
NAGLIPASYN-PWY: lipid IVA biosynthesis	459.3878156682
NAGLIPASYN-PWY: lipid IVA biosynthesis|unclassified	186.4809619696
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	74.6320549724
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	42.9787561810
PWY-5918: superpathay of heme biosynthesis from glutamate	440.3839155713
PWY-7315: dTDP-N-acetylthomosamine biosynthesis	403.4598163216
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|unclassified	397.0822287094
PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage	375.6979174657
PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage|unclassified	326.7107896407
TEICHOICACID-PWY: teichoic acid (poly-glycerol) biosynthesis	358.9914912845
TEICHOICACID-PWY: teichoic acid (poly-glycerol) biosynthesis|unclassified	57.7550132147
PWY-6969: TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	343.7957039893
PWY-6969: TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)|unclassified	285.8384340158
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I	327.7290719894
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|unclassified	96.6381689607
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	43.3127923735
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|g__Bacteroides.s__Bacteroides_uniformis	43.1328075850
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	279.4761430616
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|unclassified	139.2108159746
PWY-5505: L-glutamate and L-glutamine biosynthesis	276.9272938043
PWY-5505: L-glutamate and L-glutamine biosynthesis|unclassified	44.7097472268
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV	269.7982908984
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV|unclassified	222.3433248472
PWY-6549: L-glutamine biosynthesis III	263.4858572699
PWY-6549: L-glutamine biosynthesis III|unclassified	141.6476596271
PWY-5941: glycogen degradation II (eukaryotic)	258.9763984138
PWY-5941: glycogen degradation II (eukaryotic)|unclassified	228.9123894387
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	249.7057577342
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis|unclassified	193.3627321631
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	249.0467815990
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)|unclassified	239.2773840381
PWY-6263: superpathway of menaquinol-8 biosynthesis II	241.3027868504
PWY-6263: superpathway of menaquinol-8 biosynthesis II|unclassified	50.3440107217
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	224.5579784105
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|g__Mucispirillum.s__Mucispirillum_schaedleri	80.1949029511
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|unclassified	55.4429808663
PWY-6608: guanosine nucleotides degradation III	221.8641704656
PWY-6608: guanosine nucleotides degradation III|unclassified	65.1252404156
PWY-6608: guanosine nucleotides degradation III|g__Bacteroides.s__Bacteroides_caecimuris	50.4943540337
PWY-7254: TCA cycle VII (acetate-producers)	217.1338104708
PWY-7254: TCA cycle VII (acetate-producers)|unclassified	145.1357519117
PWY-4041: &gamma;-glutamyl cycle	215.5118136651
PWY-4041: &gamma;-glutamyl cycle|unclassified	122.7184600803
PWY-5690: TCA cycle II (plants and fungi)	208.1026924069
PWY-5690: TCA cycle II (plants and fungi)|unclassified	192.9140697026
PWY-2941: L-lysine biosynthesis II	197.2002899542
PWY-2941: L-lysine biosynthesis II|unclassified	79.8094697304
PWY-2941: L-lysine biosynthesis II|g__Lactobacillus.s__Lactobacillus_johnsonii	16.4160020569
GALACTUROCAT-PWY: D-galacturonate degradation I	196.4228749603
GALACTUROCAT-PWY: D-galacturonate degradation I|unclassified	176.7674268371
P164-PWY: purine nucleobases degradation I (anaerobic)	178.3402960972
P164-PWY: purine nucleobases degradation I (anaerobic)|unclassified	55.9390433433
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)	165.2008352703
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)|unclassified	142.3416776855
PWY-6143: CMP-pseudaminate biosynthesis	165.0439914232
PWY-6143: CMP-pseudaminate biosynthesis|unclassified	107.4183569518
P441-PWY: superpathway of N-acetylneuraminate degradation	157.2502452420
P441-PWY: superpathway of N-acetylneuraminate degradation|unclassified	82.8045467702
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation	155.2744492466
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation|unclassified	101.7202117112
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP	142.6446319469
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP|unclassified	115.4750683485
PWY-6305: putrescine biosynthesis IV	126.6062947426
PWY-6305: putrescine biosynthesis IV|unclassified	66.0029818958
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)	126.1007531399
CENTFERM-PWY: pyruvate fermentation to butanoate	122.5819478691
CENTFERM-PWY: pyruvate fermentation to butanoate|unclassified	81.1464852356
PWY-6353: purine nucleotides degradation II (aerobic)	108.9463298124
PWY-6353: purine nucleotides degradation II (aerobic)|unclassified	20.7929769036
PWY0-1479: tRNA processing	107.5459693863
PWY0-1479: tRNA processing|unclassified	102.0909355711
