# Pathway	DSS_339_Abundance
PWY-3781: aerobic respiration I (cytochrome c)|g__Helicobacter.s__Helicobacter_ganmani	26.2544971630
PWY-3781: aerobic respiration I (cytochrome c)|g__Helicobacter.s__Helicobacter_hepaticus	14.5871062016
PWY-6608: guanosine nucleotides degradation III	1660.3106117661
PWY-6608: guanosine nucleotides degradation III|g__Bacteroides.s__Bacteroides_caecimuris	715.1624077685
PWY-6608: guanosine nucleotides degradation III|g__Escherichia.s__Escherichia_coli	445.5895218065
PWY-6608: guanosine nucleotides degradation III|unclassified	98.3139357487
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	1632.7095260125
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|unclassified	391.5750163096
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|g__Escherichia.s__Escherichia_coli	180.2135570723
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	131.6214434423
PWY-5971: palmitate biosynthesis II (bacteria and plants)	1617.1999446941
PWY-5971: palmitate biosynthesis II (bacteria and plants)|g__Escherichia.s__Escherichia_coli	192.9461142396
FASYN-ELONG-PWY: fatty acid elongation -- saturated	1616.6207920604
FASYN-ELONG-PWY: fatty acid elongation -- saturated|unclassified	334.3945395022
FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Escherichia.s__Escherichia_coli	199.7148209844
PWY-6353: purine nucleotides degradation II (aerobic)	1616.0943100789
PWY-6353: purine nucleotides degradation II (aerobic)|g__Escherichia.s__Escherichia_coli	292.0051434929
PWY-6353: purine nucleotides degradation II (aerobic)|unclassified	46.5555697190
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)	1580.7875070921
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|unclassified	402.8662911343
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	1564.6908428608
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|unclassified	739.6936083706
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Escherichia.s__Escherichia_coli	191.3035802003
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Helicobacter.s__Helicobacter_typhlonius	136.3672451217
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Mucispirillum.s__Mucispirillum_schaedleri	30.8232252391
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	14.1956792084
PWYG-321: mycolate biosynthesis	1506.8017188174
PWYG-321: mycolate biosynthesis|unclassified	306.3141455367
THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I	1495.4331162187
THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I|unclassified	362.1267430767
THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I|g__Escherichia.s__Escherichia_coli	223.9745925827
PWY-7664: oleate biosynthesis IV (anaerobic)	1487.2284093933
PWY-7664: oleate biosynthesis IV (anaerobic)|unclassified	305.6871475328
PWY-7664: oleate biosynthesis IV (anaerobic)|g__Escherichia.s__Escherichia_coli	187.5174537575
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)	1477.0507244556
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)|unclassified	211.3395726265
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	1444.2284672551
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I|g__Escherichia.s__Escherichia_coli	186.9256531610
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I|unclassified	108.3622292380
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	1432.5481641329
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|unclassified	467.2221639285
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|g__Escherichia.s__Escherichia_coli	205.4033755355
PWY0-1296: purine ribonucleosides degradation	1430.1851621909
PWY0-1296: purine ribonucleosides degradation|g__Escherichia.s__Escherichia_coli	362.9681076078
PWY0-1296: purine ribonucleosides degradation|unclassified	350.1895024741
PWY0-1296: purine ribonucleosides degradation|g__Lactobacillus.s__Lactobacillus_murinus	37.9181195619
PWY0-1296: purine ribonucleosides degradation|g__Romboutsia.s__Romboutsia_ilealis	5.9129962402
TCA: TCA cycle I (prokaryotic)	1427.3851697631
TCA: TCA cycle I (prokaryotic)|unclassified	355.2267531694
TCA: TCA cycle I (prokaryotic)|g__Escherichia.s__Escherichia_coli	320.2406929117
PWY-7234: inosine-5'-phosphate biosynthesis III	1420.5586627397
PWY-7234: inosine-5'-phosphate biosynthesis III|unclassified	678.2870000336
PWY-7234: inosine-5'-phosphate biosynthesis III|g__Alistipes.s__Alistipes_timonensis	111.3378916476
PWY-7234: inosine-5'-phosphate biosynthesis III|g__Escherichia.s__Escherichia_coli	35.0229476808
PWY-7234: inosine-5'-phosphate biosynthesis III|g__Lactobacillus.s__Lactobacillus_murinus	23.7876197558
PWY66-399: gluconeogenesis III	1399.3272858811
PWY66-399: gluconeogenesis III|unclassified	1025.8176617743
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	1367.5877853776
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|unclassified	456.8138670540
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Escherichia.s__Escherichia_coli	208.8218787289
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	1363.7013082998
PWY-6519: 8-amino-7-oxononanoate biosynthesis I|g__Escherichia.s__Escherichia_coli	200.4161945314
PWY-6519: 8-amino-7-oxononanoate biosynthesis I|unclassified	88.9906977970
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	1355.1893023182
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)|unclassified	270.7172884432
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)|g__Escherichia.s__Escherichia_coli	174.8836413097
PWY-4981: L-proline biosynthesis II (from arginine)	1350.8071779243
PWY-4981: L-proline biosynthesis II (from arginine)|unclassified	370.6034219530
PWY-4981: L-proline biosynthesis II (from arginine)|g__Escherichia.s__Escherichia_coli	183.2916787124
PWY-4981: L-proline biosynthesis II (from arginine)|g__Lactobacillus.s__Lactobacillus_reuteri	10.2796835723
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis	1349.4994527189
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis|unclassified	286.1145430347
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis|g__Escherichia.s__Escherichia_coli	261.9789638176
PWY0-862: (5Z)-dodec-5-enoate biosynthesis	1343.8182789614
PWY0-862: (5Z)-dodec-5-enoate biosynthesis|unclassified	274.2904489210
PWY0-862: (5Z)-dodec-5-enoate biosynthesis|g__Escherichia.s__Escherichia_coli	184.7857794883
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)	1343.1492855571
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Escherichia.s__Escherichia_coli	585.0821648022
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|unclassified	362.0851574139
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Helicobacter.s__Helicobacter_typhlonius	83.9408460371
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Parabacteroides.s__Parabacteroides_distasonis	20.9050236845
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Helicobacter.s__Helicobacter_hepaticus	8.5291390253
PWY-5104: L-isoleucine biosynthesis IV	1334.5728277459
PWY-5104: L-isoleucine biosynthesis IV|g__Escherichia.s__Escherichia_coli	374.4795658081
PWY-5104: L-isoleucine biosynthesis IV|unclassified	341.0294113679
PWY-5104: L-isoleucine biosynthesis IV|g__Helicobacter.s__Helicobacter_typhlonius	190.6821921405
PWY-5104: L-isoleucine biosynthesis IV|g__Helicobacter.s__Helicobacter_hepaticus	19.2391443760
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	1291.3080945598
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis|unclassified	540.7276990939
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis|g__Escherichia.s__Escherichia_coli	169.1846230860
PWY-5989: stearate biosynthesis II (bacteria and plants)	1278.3047585129
PWY-5989: stearate biosynthesis II (bacteria and plants)|unclassified	257.1436065294
PWY-5989: stearate biosynthesis II (bacteria and plants)|g__Escherichia.s__Escherichia_coli	177.2489688599
PWY-6895: superpathway of thiamin diphosphate biosynthesis II	1271.1258856464
PWY-6895: superpathway of thiamin diphosphate biosynthesis II|g__Escherichia.s__Escherichia_coli	153.2865942680
PWY-6895: superpathway of thiamin diphosphate biosynthesis II|unclassified	77.6824560875
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	1247.5111998995
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|unclassified	748.1779542570
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Helicobacter.s__Helicobacter_typhlonius	134.6649687914
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Escherichia.s__Escherichia_coli	103.2116780997
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Mucispirillum.s__Mucispirillum_schaedleri	39.3222823061
P42-PWY: incomplete reductive TCA cycle	1239.2325382241
P42-PWY: incomplete reductive TCA cycle|unclassified	283.2576650737
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis	1230.0964299500
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_caecimuris	645.9563481189
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Escherichia.s__Escherichia_coli	181.0373664826
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_sartorii	139.0521207253
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|unclassified	67.1076126496
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	6.5180126281
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	6.0912834387
PWY-6737: starch degradation V	1227.7299839721
PWY-6737: starch degradation V|unclassified	478.4031799664
PWY-6737: starch degradation V|g__Escherichia.s__Escherichia_coli	286.7487814360
PWY-6737: starch degradation V|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	8.6293845083
PWY-6737: starch degradation V|g__Bacteroides.s__Bacteroides_uniformis	6.9678986410
PWY-6901: superpathway of glucose and xylose degradation	1221.1546615130
PWY-6901: superpathway of glucose and xylose degradation|unclassified	177.0277973466
PWY-6901: superpathway of glucose and xylose degradation|g__Escherichia.s__Escherichia_coli	143.1360545171
GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff	1215.7415575705
GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff|g__Escherichia.s__Escherichia_coli	214.7926723185
GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff|unclassified	175.4666023368
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)	1202.3649605183
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|unclassified	244.1569947363
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|g__Escherichia.s__Escherichia_coli	225.9714301520
GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	1138.6704662662
GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass|g__Escherichia.s__Escherichia_coli	264.9775245808
GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass|unclassified	188.3895455038
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	1130.9478137678
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)|g__Escherichia.s__Escherichia_coli	375.5800493261
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)|unclassified	221.1409084237
PWY-6113: superpathway of mycolate biosynthesis	1126.1076475206
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	1123.0412190221
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|unclassified	232.1637173075
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Escherichia.s__Escherichia_coli	208.5779745338
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	177.7653094338
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Lactobacillus.s__Lactobacillus_murinus	32.4614701931
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Mucispirillum.s__Mucispirillum_schaedleri	30.9469561597
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Helicobacter.s__Helicobacter_hepaticus	12.8528074772
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	11.2157370850
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Lactobacillus.s__Lactobacillus_johnsonii	7.4497484766
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Lactobacillus.s__Lactobacillus_reuteri	6.2624841259
PWY-6629: superpathway of L-tryptophan biosynthesis	1121.6764143092
PWY-6629: superpathway of L-tryptophan biosynthesis|g__Escherichia.s__Escherichia_coli	121.3974053698
PWY-5030: L-histidine degradation III	1116.5911046868
PWY-5030: L-histidine degradation III|unclassified	792.4115556294
PWY-5030: L-histidine degradation III|g__Bacteroides.s__Bacteroides_sartorii	141.8172569065
PWY-5030: L-histidine degradation III|g__Alistipes.s__Alistipes_timonensis	89.3507407218
GLUTORN-PWY: L-ornithine biosynthesis	1114.6377174722
GLUTORN-PWY: L-ornithine biosynthesis|unclassified	443.3671038468
GLUTORN-PWY: L-ornithine biosynthesis|g__Escherichia.s__Escherichia_coli	242.7150968994
GLUTORN-PWY: L-ornithine biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	123.0941119645
GLUTORN-PWY: L-ornithine biosynthesis|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	13.1629681328
PWY-5659: GDP-mannose biosynthesis	1111.9533502785
PWY-5659: GDP-mannose biosynthesis|unclassified	449.3868288609
PWY-5659: GDP-mannose biosynthesis|g__Escherichia.s__Escherichia_coli	149.1892767074
PWY-5659: GDP-mannose biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	118.0184390059
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)	1102.7864927128
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)|g__Escherichia.s__Escherichia_coli	260.8941571142
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)|unclassified	203.6502000648
DAPLYSINESYN-PWY: L-lysine biosynthesis I	1093.4332657923
DAPLYSINESYN-PWY: L-lysine biosynthesis I|unclassified	163.8514333581
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Escherichia.s__Escherichia_coli	141.0222580255
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	108.6663838036
P441-PWY: superpathway of N-acetylneuraminate degradation	1092.4165288944
P441-PWY: superpathway of N-acetylneuraminate degradation|g__Escherichia.s__Escherichia_coli	302.4598681117
P441-PWY: superpathway of N-acetylneuraminate degradation|unclassified	68.4795577763
SALVADEHYPOX-PWY: adenosine nucleotides degradation II	1088.9819345855
SALVADEHYPOX-PWY: adenosine nucleotides degradation II|g__Escherichia.s__Escherichia_coli	480.0313454733
SALVADEHYPOX-PWY: adenosine nucleotides degradation II|unclassified	83.1312541209
TRPSYN-PWY: L-tryptophan biosynthesis	1068.6643393651
TRPSYN-PWY: L-tryptophan biosynthesis|g__Escherichia.s__Escherichia_coli	83.7765701657
TRPSYN-PWY: L-tryptophan biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	68.2467400427
TRPSYN-PWY: L-tryptophan biosynthesis|unclassified	65.7630932092
PWY-6969: TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	1063.6632616436
PWY-6969: TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)|unclassified	491.7910481141
PWY-6969: TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)|g__Escherichia.s__Escherichia_coli	180.9806566706
FERMENTATION-PWY: mixed acid fermentation	1047.5862620844
FERMENTATION-PWY: mixed acid fermentation|g__Escherichia.s__Escherichia_coli	280.0036090132
FERMENTATION-PWY: mixed acid fermentation|unclassified	175.7323597138
COLANSYN-PWY: colanic acid building blocks biosynthesis	1030.7297081959
COLANSYN-PWY: colanic acid building blocks biosynthesis|unclassified	164.6340122478
COLANSYN-PWY: colanic acid building blocks biosynthesis|g__Escherichia.s__Escherichia_coli	141.2957421530
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type	1027.0737328372
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type|g__Escherichia.s__Escherichia_coli	354.7797845236
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type|unclassified	131.3784433482
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III	1020.2195109854
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III|unclassified	587.2661546625
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III|g__Helicobacter.s__Helicobacter_typhlonius	152.9667533012
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III|g__Escherichia.s__Escherichia_coli	149.1025563617
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III|g__Mucispirillum.s__Mucispirillum_schaedleri	34.0044378720
SO4ASSIM-PWY: sulfate reduction I (assimilatory)	1019.2146349038
SO4ASSIM-PWY: sulfate reduction I (assimilatory)|g__Escherichia.s__Escherichia_coli	303.8405114859
SO4ASSIM-PWY: sulfate reduction I (assimilatory)|unclassified	173.2624141708
PWY0-1261: anhydromuropeptides recycling	1017.6558545277
PWY0-1261: anhydromuropeptides recycling|g__Escherichia.s__Escherichia_coli	282.6959029489
PWY0-1261: anhydromuropeptides recycling|unclassified	146.8289563832
PWY-6606: guanosine nucleotides degradation II	1014.0415198426
PWY-6606: guanosine nucleotides degradation II|g__Escherichia.s__Escherichia_coli	189.9901445946
PWY-6606: guanosine nucleotides degradation II|unclassified	18.8049816286
PWY-6936: seleno-amino acid biosynthesis	994.1561586642
PWY-6936: seleno-amino acid biosynthesis|g__Escherichia.s__Escherichia_coli	348.1851338137
PWY-6936: seleno-amino acid biosynthesis|unclassified	300.9729278367
PWY-6936: seleno-amino acid biosynthesis|g__Bacteroides.s__Bacteroides_sartorii	168.7740419053
PWY-6936: seleno-amino acid biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	95.1111100638
PWY-6936: seleno-amino acid biosynthesis|g__Helicobacter.s__Helicobacter_hepaticus	17.3901250663
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)	983.4837840284
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)|g__Escherichia.s__Escherichia_coli	358.1224217015
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)|unclassified	125.9302262359
PWY-5100: pyruvate fermentation to acetate and lactate II	969.9079190555
PWY-5100: pyruvate fermentation to acetate and lactate II|unclassified	433.2769239214
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Helicobacter.s__Helicobacter_typhlonius	134.7240015086
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Escherichia.s__Escherichia_coli	89.6091748547
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Helicobacter.s__Helicobacter_hepaticus	14.2549845900
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Lactobacillus.s__Lactobacillus_reuteri	12.6434748917
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation	969.3607700899
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation|g__Escherichia.s__Escherichia_coli	218.6042652019
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation|unclassified	145.9419555944
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	969.0973067803
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Escherichia.s__Escherichia_coli	290.5276755642
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|unclassified	37.2610839231
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type	963.1551106187
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type|unclassified	119.1496912409
PWY-5675: nitrate reduction V (assimilatory)	961.8869499922
PWY-5675: nitrate reduction V (assimilatory)|g__Escherichia.s__Escherichia_coli	367.9278394504
PWY-5675: nitrate reduction V (assimilatory)|unclassified	105.6771651444
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis	942.3308135590
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis|g__Escherichia.s__Escherichia_coli	210.7435751502
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis|unclassified	69.7124198555
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	939.3326361032
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)|g__Escherichia.s__Escherichia_coli	360.1530531695
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)|unclassified	173.7710639961
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	939.3326361032
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)|g__Escherichia.s__Escherichia_coli	360.1530531695
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)|unclassified	173.7710639961
PENTOSE-P-PWY: pentose phosphate pathway	934.0760785578
PENTOSE-P-PWY: pentose phosphate pathway|g__Escherichia.s__Escherichia_coli	260.5407669954
PENTOSE-P-PWY: pentose phosphate pathway|unclassified	98.9580192124
PENTOSE-P-PWY: pentose phosphate pathway|g__Parabacteroides.s__Parabacteroides_distasonis	19.2170250250
PWY-5913: TCA cycle VI (obligate autotrophs)	914.5651063187
PWY-5913: TCA cycle VI (obligate autotrophs)|g__Escherichia.s__Escherichia_coli	316.5761357762
PWY-5913: TCA cycle VI (obligate autotrophs)|unclassified	106.2016049077
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis	905.7496066996
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis|g__Escherichia.s__Escherichia_coli	366.5823393439
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis|unclassified	100.5116225190
METSYN-PWY: L-homoserine and L-methionine biosynthesis	893.3945269972
METSYN-PWY: L-homoserine and L-methionine biosynthesis|g__Escherichia.s__Escherichia_coli	370.1993351080
METSYN-PWY: L-homoserine and L-methionine biosynthesis|unclassified	109.6602165490
FUCCAT-PWY: fucose degradation	882.3133396824
FUCCAT-PWY: fucose degradation|g__Escherichia.s__Escherichia_coli	309.1355237859
FUCCAT-PWY: fucose degradation|unclassified	93.6643787540
PWY-6628: superpathway of L-phenylalanine biosynthesis	858.2304753634
PWY-6628: superpathway of L-phenylalanine biosynthesis|g__Escherichia.s__Escherichia_coli	162.4449060769
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	857.6025211990
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)|unclassified	715.7363185130
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP	856.7466154480
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP|unclassified	560.8113180854
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP|g__Escherichia.s__Escherichia_coli	131.1842585359
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	845.2782914313
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis|unclassified	136.2692435228
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis|g__Escherichia.s__Escherichia_coli	94.7086332740
NAGLIPASYN-PWY: lipid IVA biosynthesis	843.6795807848
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Escherichia.s__Escherichia_coli	340.2295917857
NAGLIPASYN-PWY: lipid IVA biosynthesis|unclassified	53.3296287103
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	12.6425867865
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	5.7222028908
PWY-7237: myo-, chiro- and scillo-inositol degradation	839.6392151041
PWY-7237: myo-, chiro- and scillo-inositol degradation|unclassified	669.0409321146
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Escherichia.s__Escherichia_coli	119.0177893349
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Prevotella.s__Prevotella_sp_MGM1	40.0746030623
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Parabacteroides.s__Parabacteroides_distasonis	27.9592066289
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Oscillibacter.s__Oscillibacter_sp_1_3	6.6330750147
PWY-6891: thiazole biosynthesis II (Bacillus)	838.1172023543
PWY-6891: thiazole biosynthesis II (Bacillus)|g__Escherichia.s__Escherichia_coli	219.1346595651
PWY-6891: thiazole biosynthesis II (Bacillus)|unclassified	18.5699752308
PWY0-781: aspartate superpathway	816.9004430888
PWY0-781: aspartate superpathway|g__Escherichia.s__Escherichia_coli	168.8784369390
PWY0-781: aspartate superpathway|unclassified	49.3336308950
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	807.3727549779
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I|g__Escherichia.s__Escherichia_coli	173.1563150120
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I|unclassified	48.5162508646
PWY-6317: galactose degradation I (Leloir pathway)	802.8304785395
PWY-6317: galactose degradation I (Leloir pathway)|unclassified	368.9092779233
PWY-6317: galactose degradation I (Leloir pathway)|g__Escherichia.s__Escherichia_coli	196.6833005948
PWY66-422: D-galactose degradation V (Leloir pathway)	802.8304785395
PWY66-422: D-galactose degradation V (Leloir pathway)|unclassified	372.7900581689
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Escherichia.s__Escherichia_coli	210.6412961703
PWY-6630: superpathway of L-tyrosine biosynthesis	801.4719915771
PWY-6630: superpathway of L-tyrosine biosynthesis|g__Escherichia.s__Escherichia_coli	115.7320261083
PWY-6897: thiamin salvage II	799.2436858356
PWY-6897: thiamin salvage II|g__Escherichia.s__Escherichia_coli	205.8324990837
PWY-6897: thiamin salvage II|unclassified	193.8404710200
PWY-5136: fatty acid &beta;-oxidation II (peroxisome)	789.0461399453
PWY-5136: fatty acid &beta;-oxidation II (peroxisome)|g__Escherichia.s__Escherichia_coli	368.8728602245
PWY-5136: fatty acid &beta;-oxidation II (peroxisome)|unclassified	33.9030985355
FAO-PWY: fatty acid &beta;-oxidation I	782.8012423047
FAO-PWY: fatty acid &beta;-oxidation I|g__Escherichia.s__Escherichia_coli	464.1603325061
FAO-PWY: fatty acid &beta;-oxidation I|unclassified	31.6509477160
