# Pathway	D_RCE_plus_DSS_Abundance
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Mucispirillum.s__Mucispirillum_schaedleri	100.4908691882
PWY-5104: L-isoleucine biosynthesis IV	4149.8094296971
PWY-5104: L-isoleucine biosynthesis IV|g__Helicobacter.s__Helicobacter_typhlonius	1260.4820595515
PWY-5104: L-isoleucine biosynthesis IV|unclassified	921.5573485264
HISTSYN-PWY: L-histidine biosynthesis	4137.9012551540
HISTSYN-PWY: L-histidine biosynthesis|unclassified	1660.0167833996
HISTSYN-PWY: L-histidine biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	907.4996071628
HISTSYN-PWY: L-histidine biosynthesis|g__Bacteroides.s__Bacteroides_caecimuris	624.9920753616
HISTSYN-PWY: L-histidine biosynthesis|g__Bacteroides.s__Bacteroides_sartorii	177.1577928195
HISTSYN-PWY: L-histidine biosynthesis|g__Prevotella.s__Prevotella_sp_MGM2	72.0616767294
HISTSYN-PWY: L-histidine biosynthesis|g__Alistipes.s__Alistipes_timonensis	65.7837812912
HISTSYN-PWY: L-histidine biosynthesis|g__Mucispirillum.s__Mucispirillum_schaedleri	60.4153035678
HISTSYN-PWY: L-histidine biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	42.1971497109
HISTSYN-PWY: L-histidine biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	26.1661657238
HISTSYN-PWY: L-histidine biosynthesis|g__Muribaculum.s__Muribaculum_intestinale	18.9666752679
HISTSYN-PWY: L-histidine biosynthesis|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	13.8808015578
HISTSYN-PWY: L-histidine biosynthesis|g__Oscillibacter.s__Oscillibacter_sp_1_3	12.0995224900
HISTSYN-PWY: L-histidine biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	10.4475269990
HISTSYN-PWY: L-histidine biosynthesis|g__Prevotella.s__Prevotella_sp_MGM1	7.3087068739
PWY-4242: pantothenate and coenzyme A biosynthesis III	4086.5251110346
PWY-4242: pantothenate and coenzyme A biosynthesis III|unclassified	1593.0658634629
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Helicobacter.s__Helicobacter_typhlonius	822.4609030774
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Bacteroides.s__Bacteroides_caecimuris	663.5299406560
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Bacteroides.s__Bacteroides_sartorii	204.9114368842
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Alistipes.s__Alistipes_timonensis	75.3726950315
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Prevotella.s__Prevotella_sp_MGM2	60.1884679253
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	39.0459234614
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Romboutsia.s__Romboutsia_ilealis	21.8667940569
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Bacteroides.s__Bacteroides_uniformis	20.9079340654
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	19.3993726142
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Lactobacillus.s__Lactobacillus_murinus	18.2268016118
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Muribaculum.s__Muribaculum_intestinale	14.7641560943
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Faecalibaculum.s__Faecalibaculum_rodentium	12.3851773529
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Firmicutes_unclassified.s__Firmicutes_bacterium_ASF500	10.9392718218
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Lactobacillus.s__Lactobacillus_reuteri	7.4761376253
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	3989.4039051485
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|unclassified	1475.4829985893
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	887.0643611078
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Bacteroides.s__Bacteroides_caecimuris	613.4265090468
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Bacteroides.s__Bacteroides_sartorii	174.2345068409
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Alistipes.s__Alistipes_timonensis	92.3637656606
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis	44.4348676606
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	25.0058675300
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	24.8079885715
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Acetatifactor.s__Acetatifactor_muris	17.5586489726
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	3972.9855480345
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|unclassified	1708.9192835655
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	50.8796135344
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Romboutsia.s__Romboutsia_ilealis	26.1992842850
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	3928.6101728932
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|unclassified	1535.2212339419
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Helicobacter.s__Helicobacter_typhlonius	801.3978237241
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II	3858.8078050156
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II|unclassified	2361.3239798596
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	3764.2782571087
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	1305.8693573846
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|unclassified	888.3844072166
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Mucispirillum.s__Mucispirillum_schaedleri	63.9582596503
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Romboutsia.s__Romboutsia_ilealis	42.4918766298
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Lactobacillus.s__Lactobacillus_murinus	29.4974507560
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	27.9334515274
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Lactobacillus.s__Lactobacillus_reuteri	14.8694256667
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Helicobacter.s__Helicobacter_hepaticus	12.3610248889
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Faecalibaculum.s__Faecalibaculum_rodentium	10.2672547244
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Lactobacillus.s__Lactobacillus_johnsonii	9.3245946281
THRESYN-PWY: superpathway of L-threonine biosynthesis	3737.0770466345
THRESYN-PWY: superpathway of L-threonine biosynthesis|unclassified	1170.2913499877
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	816.8094926934
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Bacteroides.s__Bacteroides_sartorii	187.6575027225
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	3732.8948418526
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|unclassified	1416.0043386194
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Helicobacter.s__Helicobacter_typhlonius	811.7264448070
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Bacteroides.s__Bacteroides_caecimuris	776.3648365112
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Bacteroides.s__Bacteroides_sartorii	266.4457344320
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Parabacteroides.s__Parabacteroides_distasonis	54.4048663498
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Mucispirillum.s__Mucispirillum_schaedleri	38.9549802158
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Muribaculum.s__Muribaculum_intestinale	22.0317742432
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Bacteroides.s__Bacteroides_uniformis	19.0639696143
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	12.1724820259
PWY-6151: S-adenosyl-L-methionine cycle I	3726.9836248783
PWY-6151: S-adenosyl-L-methionine cycle I|unclassified	1931.9228330688
PWY-6151: S-adenosyl-L-methionine cycle I|g__Helicobacter.s__Helicobacter_typhlonius	815.5641545408
PWY-6151: S-adenosyl-L-methionine cycle I|g__Bacteroides.s__Bacteroides_uniformis	35.7319167324
PWY-6151: S-adenosyl-L-methionine cycle I|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	28.8653397486
PWY-6151: S-adenosyl-L-methionine cycle I|g__Romboutsia.s__Romboutsia_ilealis	22.6530615544
PWY-6151: S-adenosyl-L-methionine cycle I|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	20.3547802504
PWY-6151: S-adenosyl-L-methionine cycle I|g__Muribaculum.s__Muribaculum_intestinale	17.3874415274
PWY-6151: S-adenosyl-L-methionine cycle I|g__Acetatifactor.s__Acetatifactor_muris	15.3090732070
PWY-6151: S-adenosyl-L-methionine cycle I|g__Lactobacillus.s__Lactobacillus_reuteri	13.9406926845
PWY-6151: S-adenosyl-L-methionine cycle I|g__Prevotella.s__Prevotella_sp_MGM1	11.5930960030
PWY-6151: S-adenosyl-L-methionine cycle I|g__Lactobacillus.s__Lactobacillus_johnsonii	6.4779894064
PWY-6151: S-adenosyl-L-methionine cycle I|g__Helicobacter.s__Helicobacter_hepaticus	5.2754403491
PWY-5484: glycolysis II (from fructose 6-phosphate)	3715.9349229760
PWY-5484: glycolysis II (from fructose 6-phosphate)|unclassified	2255.7618928116
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	3706.3002557689
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|unclassified	1273.0021518820
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	999.5159203422
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacteroides.s__Bacteroides_sartorii	205.5576971179
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Alistipes.s__Alistipes_timonensis	67.4045751903
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	43.6507087136
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	19.5696580462
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	16.5246662047
PWY-3781: aerobic respiration I (cytochrome c)	3696.0053769195
PWY-3781: aerobic respiration I (cytochrome c)|g__Helicobacter.s__Helicobacter_typhlonius	1620.9987117723
PWY-3781: aerobic respiration I (cytochrome c)|unclassified	720.1018733673
PWY-3781: aerobic respiration I (cytochrome c)|g__Helicobacter.s__Helicobacter_hepaticus	7.9497476639
GLUTORN-PWY: L-ornithine biosynthesis	3642.7557061912
GLUTORN-PWY: L-ornithine biosynthesis|unclassified	1728.2982952719
GLUTORN-PWY: L-ornithine biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	1022.0357404923
GLUTORN-PWY: L-ornithine biosynthesis|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	33.2156326341
GLUTORN-PWY: L-ornithine biosynthesis|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	20.8433757882
GLUTORN-PWY: L-ornithine biosynthesis|g__Faecalibaculum.s__Faecalibaculum_rodentium	17.6555309984
GLUTORN-PWY: L-ornithine biosynthesis|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	15.7528742500
GLUTORN-PWY: L-ornithine biosynthesis|g__Clostridium.s__Clostridium_sp_ASF502	11.5589795925
GLUTORN-PWY: L-ornithine biosynthesis|g__Firmicutes_unclassified.s__Firmicutes_bacterium_ASF500	9.6616423728
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	3633.6866611128
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|unclassified	1350.3279770172
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	983.3769384030
PWY-6168: flavin biosynthesis III (fungi)	3456.3217261022
PWY-6168: flavin biosynthesis III (fungi)|unclassified	793.1283679091
PWY-6168: flavin biosynthesis III (fungi)|g__Bacteroides.s__Bacteroides_caecimuris	781.3845304997
PWY-6168: flavin biosynthesis III (fungi)|g__Bacteroides.s__Bacteroides_sartorii	264.7963004693
PWY-6168: flavin biosynthesis III (fungi)|g__Parabacteroides.s__Parabacteroides_distasonis	53.2158331359
ANAEROFRUCAT-PWY: homolactic fermentation	3400.8310235604
ANAEROFRUCAT-PWY: homolactic fermentation|unclassified	1440.0849566182
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	3390.5470845950
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|unclassified	1542.3605560969
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Romboutsia.s__Romboutsia_ilealis	24.5250460768
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Acetatifactor.s__Acetatifactor_muris	21.5677778430
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	3303.9097687540
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	928.9186298324
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_caecimuris	794.3483438760
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_sartorii	270.2136217075
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis	41.3482214658
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|unclassified	26.5634563010
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Lactobacillus.s__Lactobacillus_reuteri	10.3314186108
HSERMETANA-PWY: L-methionine biosynthesis III	3273.8446684415
HSERMETANA-PWY: L-methionine biosynthesis III|unclassified	1734.0097721742
HSERMETANA-PWY: L-methionine biosynthesis III|g__Helicobacter.s__Helicobacter_typhlonius	842.3166454074
HSERMETANA-PWY: L-methionine biosynthesis III|g__Parabacteroides.s__Parabacteroides_distasonis	43.0539908896
HSERMETANA-PWY: L-methionine biosynthesis III|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	18.4656234620
HSERMETANA-PWY: L-methionine biosynthesis III|g__Helicobacter.s__Helicobacter_hepaticus	8.2333051832
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	3248.3453712794
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Bacteroides.s__Bacteroides_caecimuris	871.4308279615
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Helicobacter.s__Helicobacter_typhlonius	845.3361675778
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Bacteroides.s__Bacteroides_sartorii	256.9880933137
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Parabacteroides.s__Parabacteroides_distasonis	39.7134549366
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|unclassified	26.5548630159
PWY-6703: preQ0 biosynthesis	3111.0947949344
PWY-6703: preQ0 biosynthesis|unclassified	1289.5757930338
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_caecimuris	794.1978960768
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_sartorii	201.1240052967
PWY-6703: preQ0 biosynthesis|g__Mucispirillum.s__Mucispirillum_schaedleri	62.4189104389
PWY-6703: preQ0 biosynthesis|g__Prevotella.s__Prevotella_sp_MGM2	61.0526238979
PWY-6703: preQ0 biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	56.9833813078
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	42.3595891038
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	37.4526010390
PWY-6703: preQ0 biosynthesis|g__Muribaculum.s__Muribaculum_intestinale	28.8061139710
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III	2993.4169103361
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III|g__Helicobacter.s__Helicobacter_typhlonius	1069.4375018173
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III|unclassified	775.1189290587
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III|g__Mucispirillum.s__Mucispirillum_schaedleri	89.4861768650
HISDEG-PWY: L-histidine degradation I	2951.8837419415
HISDEG-PWY: L-histidine degradation I|unclassified	2514.3861556207
HISDEG-PWY: L-histidine degradation I|g__Bacteroides.s__Bacteroides_sartorii	218.7212038604
HISDEG-PWY: L-histidine degradation I|g__Alistipes.s__Alistipes_timonensis	90.7770904867
HISDEG-PWY: L-histidine degradation I|g__Parabacteroides.s__Parabacteroides_distasonis	47.9018467397
HISDEG-PWY: L-histidine degradation I|g__Firmicutes_unclassified.s__Firmicutes_bacterium_ASF500	37.1834019555
HISDEG-PWY: L-histidine degradation I|g__Romboutsia.s__Romboutsia_ilealis	24.3167929739
HISDEG-PWY: L-histidine degradation I|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6	2.1515142074
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	2881.6002051518
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|unclassified	1541.9110181282
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Helicobacter.s__Helicobacter_typhlonius	934.1665622521
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Mucispirillum.s__Mucispirillum_schaedleri	100.5360197320
PWY-7199: pyrimidine deoxyribonucleosides salvage	2828.5841242971
PWY-7199: pyrimidine deoxyribonucleosides salvage|unclassified	1656.9459082254
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Bacteroides.s__Bacteroides_caecimuris	621.1009886975
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Alistipes.s__Alistipes_timonensis	98.7432532361
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Parabacteroides.s__Parabacteroides_distasonis	47.4253810304
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Bacteroides.s__Bacteroides_uniformis	33.2390580385
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	15.7368544887
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	2777.4043863985
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|unclassified	1001.9577768944
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_caecimuris	689.2685056042
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_sartorii	355.5544531334
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_uniformis	24.0542211818
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	20.5437556984
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Escherichia.s__Escherichia_coli	8.6467243227
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	2764.1368404128
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|unclassified	922.7323206718
THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I	2762.6605757333
THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I|unclassified	557.1777526325
THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	22.4298562721
THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	8.2464795198
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I	2718.6802082840
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	864.9940485481
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|unclassified	712.6550155145
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Bacteroides.s__Bacteroides_caecimuris	540.9240981221
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Alistipes.s__Alistipes_timonensis	110.7527152048
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	10.2174508664
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	4.6422577190
PWY-5100: pyruvate fermentation to acetate and lactate II	2705.7132845566
PWY-5100: pyruvate fermentation to acetate and lactate II|unclassified	1238.4134822520
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Helicobacter.s__Helicobacter_typhlonius	1092.8907540677
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Acetatifactor.s__Acetatifactor_muris	27.5006520371
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Romboutsia.s__Romboutsia_ilealis	22.5164532004
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Faecalibaculum.s__Faecalibaculum_rodentium	19.9020372944
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Helicobacter.s__Helicobacter_hepaticus	10.8455743832
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Lactobacillus.s__Lactobacillus_reuteri	8.7308127703
PWY-6737: starch degradation V	2608.2017199444
PWY-6737: starch degradation V|unclassified	1984.5717520579
PWY-6737: starch degradation V|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	47.7860041941
PWY-6737: starch degradation V|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	35.4995049360
PWY-6737: starch degradation V|g__Bacteroides.s__Bacteroides_uniformis	28.1591680886
PWY-6737: starch degradation V|g__Faecalibaculum.s__Faecalibaculum_rodentium	22.1219543397
PWY-6737: starch degradation V|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	16.4336984904
PWY-6737: starch degradation V|g__Clostridium.s__Clostridium_sp_ASF502	14.6104959703
PWY-6737: starch degradation V|g__Acetatifactor.s__Acetatifactor_muris	13.8708129703
PWY-6737: starch degradation V|g__Firmicutes_unclassified.s__Firmicutes_bacterium_ASF500	11.7136241527
DAPLYSINESYN-PWY: L-lysine biosynthesis I	2483.9335220484
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	801.4443650184
DAPLYSINESYN-PWY: L-lysine biosynthesis I|unclassified	636.4220035996
RHAMCAT-PWY: L-rhamnose degradation I	2440.2141197767
RHAMCAT-PWY: L-rhamnose degradation I|unclassified	1285.8828447459
RHAMCAT-PWY: L-rhamnose degradation I|g__Bacteroides.s__Bacteroides_caecimuris	1060.2152116125
RHAMCAT-PWY: L-rhamnose degradation I|g__Acetatifactor.s__Acetatifactor_muris	13.7688552248
PWY66-422: D-galactose degradation V (Leloir pathway)	2242.9206870656
PWY66-422: D-galactose degradation V (Leloir pathway)|unclassified	1570.2465196054
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	50.1003408337
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Romboutsia.s__Romboutsia_ilealis	32.2658619725
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	18.5745901457
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Lactobacillus.s__Lactobacillus_reuteri	6.8130886332
COLANSYN-PWY: colanic acid building blocks biosynthesis	2238.2787133558
COLANSYN-PWY: colanic acid building blocks biosynthesis|unclassified	656.6611892239
PWY-6892: thiazole biosynthesis I (E. coli)	2235.3818727416
PWY-6892: thiazole biosynthesis I (E. coli)|unclassified	944.7025935882
PWY-6892: thiazole biosynthesis I (E. coli)|g__Bacteroides.s__Bacteroides_caecimuris	677.5445089251
PWY-6892: thiazole biosynthesis I (E. coli)|g__Bacteroides.s__Bacteroides_uniformis	33.0194518389
PWY-6892: thiazole biosynthesis I (E. coli)|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	17.7039620590
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage	2172.2114265800
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage|unclassified	13.5447655476
PWY-6527: stachyose degradation	2148.0833656356
PWY-6527: stachyose degradation|unclassified	1502.2111246652
PWY-6527: stachyose degradation|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	59.9070687928
PWY-6527: stachyose degradation|g__Romboutsia.s__Romboutsia_ilealis	33.0203732281
PWY-6527: stachyose degradation|g__Lactobacillus.s__Lactobacillus_murinus	20.7313637814
PWY-6527: stachyose degradation|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	17.2317987141
PWY-6527: stachyose degradation|g__Clostridium.s__Clostridium_sp_ASF502	13.2221391684
PWY-6527: stachyose degradation|g__Lactobacillus.s__Lactobacillus_reuteri	7.0735515928
PWY-6527: stachyose degradation|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_M18_1	1.8471075914
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)	2146.3757811371
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|unclassified	1093.4506974617
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Helicobacter.s__Helicobacter_typhlonius	831.3653275177
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Parabacteroides.s__Parabacteroides_distasonis	51.4137682049
PWY-6317: galactose degradation I (Leloir pathway)	2140.9675241726
PWY-6317: galactose degradation I (Leloir pathway)|unclassified	1570.2465196054
PWY-6317: galactose degradation I (Leloir pathway)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	50.1003408337
PWY-6317: galactose degradation I (Leloir pathway)|g__Romboutsia.s__Romboutsia_ilealis	29.8956559024
PWY-6317: galactose degradation I (Leloir pathway)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	18.5745901457
PWY-6317: galactose degradation I (Leloir pathway)|g__Lactobacillus.s__Lactobacillus_reuteri	6.7721758459
