Sample_ID,Control,Control,Control,DSS,DSS,DSS,Control,DSS,RCJ,RCJ_plus_DSS,RCJ,RCJ,RCJ,RCJ_plus_DSS,RCJ_plus_DSS,RCJ_plus_DSS,Start
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis,38.0678,27.5803,16.275,52.7582,65.8193,0.0,13.6793,64.4708,17.4315,55.2711,3.8971,9.91266,15.2226,4.15585,24.5946,0.0,5.86277
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis|g__Escherichia.s__Escherichia_coli,0.0,0.0,0.0,0.0,8.62351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis|unclassified,4.63162,4.39267,5.59554,35.5813,27.5614,0.0,10.5928,43.4414,15.9834,43.7413,3.81247,5.05939,14.4289,4.01048,10.3121,0.0,5.64068
PWY-7219: adenosine ribonucleotides de novo biosynthesis,299.778,238.434,191.692,382.873,227.999,210.798,253.416,350.51,343.191,336.63,270.598,334.54,240.953,371.242,397.108,305.953,261.07
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Acetatifactor.s__Acetatifactor_muris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99119,0.0,0.0,0.0,0.981417,2.2532,0.0,0.0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Acutalibacter.s__Acutalibacter_muris,0.658825,0.0,0.349179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.519486,0.0,0.564012,0.897553,0.0,0.0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Alistipes.s__Alistipes_indistinctus,0.0,0.0,0.0,1.30467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Alistipes.s__Alistipes_timonensis,0.0,0.0,0.0,0.0,5.76718,1.92127,0.0,2.44567,0.0,3.06516,1.8928,0.711508,0.958041,0.559485,1.14611,4.30429,0.86783
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012,0.956118,0.388143,0.589499,0.0,0.0,0.0,0.55187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_caecimuris,1.04557,3.93587,2.29931,22.4978,44.7091,22.5053,8.10828,35.0301,8.40849,49.6737,3.95207,5.32239,3.23921,12.0412,12.4396,19.7911,6.25365
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_faecichinchillae,0.0,0.0,0.0,0.0,0.0,0.0,0.173364,0.0,0.0,0.0,0.0,0.17645,0.0,0.0,0.0,0.0,0.0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_sartorii,0.933729,0.596427,0.207372,14.9008,7.68348,5.5833,3.32844,16.2066,11.555,10.7232,3.21491,0.0,0.72721,7.18891,3.80674,7.4081,3.74076
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_uniformis,0.0,0.0725329,0.0,0.0,0.41093,0.117007,4.53902,0.0,8.95746,1.17013,0.156048,0.0,0.874793,0.976654,0.294378,0.0,1.63342
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3,0.0,0.150608,0.0,0.0,0.516058,0.157433,2.65178,0.0,6.98089,1.02945,0.334439,0.0,0.786261,0.782993,0.537001,0.0,1.74966
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bifidobacterium.s__Bifidobacterium_pseudolongum,1.87212,1.12918,0.31617,0.0,0.864937,1.48607,0.514078,5.45523,4.45835,1.05817,2.02257,1.2889,2.51175,0.557782,0.0,1.35259,0.618792
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Clostridium.s__Clostridium_sp_ASF502,0.376559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.549926,0.0,0.0,0.0,0.446705,0.0,0.0,0.0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Dorea.s__Dorea_sp_5_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.433546,0.0,0.0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Escherichia.s__Escherichia_coli,0.0,0.0,0.0,0.0,10.904,0.0,0.0,1.55684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Faecalibaculum.s__Faecalibaculum_rodentium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.763331,1.28969,0.633365,0.621958,0.0,0.0,0.0,0.0,1.33928,0.342897
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Firmicutes_unclassified.s__Firmicutes_bacterium_ASF500,1.5664,0.900611,0.946214,0.0,0.0,1.40067,1.11432,0.0,0.614135,0.966663,0.0,1.61453,0.872653,5.26162,6.25219,1.47633,0.0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Helicobacter.s__Helicobacter_apodemus,0.0,0.0,0.0,11.1042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.599537
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Helicobacter.s__Helicobacter_hepaticus,0.0,0.0,0.0,1.57877,0.0,0.0,0.0,0.821529,0.0,0.213734,0.0,0.0,0.417249,2.38971,7.77445,0.0,1.08208
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius,25.8699,42.3149,31.0569,24.8124,5.51754,12.0856,38.8499,18.8831,11.1618,35.7686,26.8015,25.4978,10.742,21.7186,44.0241,18.2819,25.2505
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1,0.0,0.0,0.0,3.35613,0.0,0.0,0.0,0.796805,0.0,0.917428,0.0,0.995452,1.63688,2.27351,4.84372,2.2061,1.20439
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4,0.271516,0.420395,0.0,0.0,0.0,1.17563,1.50201,0.810273,0.530271,1.6913,1.02912,0.890076,0.0,0.0,0.815027,0.0,0.359343
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2,0.0,1.17415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33594,0.0,4.38776,0.0,0.0,0.0,0.820423
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A4,10.8502,0.932249,1.48105,0.0,0.0,0.0,1.97328,0.0,0.985267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02224
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_COE1,2.33255,0.0,1.16478,0.0,0.0,0.0,0.144473,0.0,0.913309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Lactobacillus.s__Lactobacillus_intestinalis,4.06323,2.52873,1.02036,0.0,0.0,0.0,0.412956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Lactobacillus.s__Lactobacillus_johnsonii,3.66572,2.52608,0.818178,0.0,0.0,0.0,0.812697,0.0,2.84434,0.448328,0.0,1.19312,0.75923,0.738828,0.721532,0.0,0.828926
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Lactobacillus.s__Lactobacillus_murinus,1.41014,1.59679,0.0,0.0,2.03952,0.0,0.35391,0.797684,0.616807,0.728268,0.0,0.0,0.0,0.0,0.0,0.0,0.51164
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Lactobacillus.s__Lactobacillus_reuteri,2.00188,1.30818,1.05541,0.0,0.426241,0.0,0.684223,1.26053,0.757502,0.626688,0.0,0.619224,0.0,0.546666,0.0,0.0,0.0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Mucispirillum.s__Mucispirillum_schaedleri,3.02145,2.76124,9.64537,3.41189,2.48743,4.38675,5.75113,1.07621,3.66407,4.38791,8.76909,12.9437,1.58517,20.9294,15.5415,5.89851,5.4007
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,16.1116,13.3705,7.82872,0.0,0.0,0.0,9.52932,0.0,12.6633,0.0,5.78727,4.85936,3.68622,0.0,0.0,0.0,11.2749
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Muribaculum.s__Muribaculum_intestinale,2.09659,6.99305,1.09064,5.746,2.79758,0.0,6.27206,1.33094,17.9482,0.414596,19.2019,3.06335,18.3853,3.45917,2.52477,0.896774,10.3854
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Oscillibacter.s__Oscillibacter_sp_1_3,0.940143,0.698046,0.0,1.415,0.0,0.0,0.547983,1.02082,0.0,0.876096,0.0,0.474666,0.0,3.30661,2.06447,1.40444,0.0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis,0.606451,1.12753,0.411594,8.64063,1.3276,0.815163,3.132,4.12237,5.40236,1.77731,1.26334,0.739156,2.54087,1.84192,0.0,2.3416,1.92831
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Prevotella.s__Prevotella_sp_MGM1,3.77078,2.18551,0.679264,3.65108,1.6141,0.0,4.57755,0.0,14.7069,0.0,9.78739,8.86791,5.44652,3.40684,2.95159,5.64655,6.37727
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Prevotella.s__Prevotella_sp_MGM2,0.725539,1.9431,0.441054,1.73396,6.62082,5.49067,9.46632,20.6558,35.4424,2.98502,11.8979,10.9552,13.5265,12.1392,1.73118,1.43795,6.69658
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Romboutsia.s__Romboutsia_ilealis,0.0,0.0,0.0,0.0,0.0,1.15517,0.0,0.902713,0.0,0.967883,0.0,0.0,0.0,0.487453,0.0,0.0,0.0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|unclassified,206.675,139.075,120.791,268.101,124.695,146.435,137.155,226.319,178.404,208.438,164.632,243.955,161.622,260.871,277.636,226.307,159.09
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II,120.52,142.333,101.724,294.854,149.441,135.51,176.019,189.347,188.568,204.832,206.299,170.23,173.711,198.476,237.864,151.06,193.935
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_caecimuris,0.595946,1.74868,1.16905,9.83292,35.6619,7.90746,3.63466,27.3773,5.5299,30.2067,2.44269,2.60606,1.38389,4.7733,9.47718,6.59555,2.80739
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_faecichinchillae,0.0,0.0,0.0,0.0,0.0,0.0,0.151722,0.0,0.47098,0.0,0.270761,0.191021,0.069105,0.0,0.0,0.0,0.126869
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_sartorii,0.599674,0.46133,0.0,13.9343,6.80706,7.04705,3.44997,15.5596,9.04913,9.41551,4.01571,0.0,0.0,6.21805,3.43427,6.9124,3.36886
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Bifidobacterium.s__Bifidobacterium_pseudolongum,1.93125,1.84795,0.0,0.616701,0.927841,1.90119,0.0,4.68393,4.48953,1.1456,2.76824,0.794836,2.91279,0.455428,0.461434,1.30964,1.1495
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Escherichia.s__Escherichia_coli,0.0,0.0,0.0,0.847892,28.6502,0.0,0.0,5.21568,0.0,0.503461,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Helicobacter.s__Helicobacter_apodemus,0.0,0.0,0.0,13.3906,0.0,0.0,0.0,0.542314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59682
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Helicobacter.s__Helicobacter_ganmani,0.0,0.0,0.0,0.0,2.81324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9002,0.0,0.0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Helicobacter.s__Helicobacter_hepaticus,0.0,0.0,0.0,2.94739,0.0,0.0,0.0,0.983048,0.0,0.327942,0.507064,0.528227,0.783987,3.13099,14.8032,0.0,2.16011
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Helicobacter.s__Helicobacter_typhlonius,36.8221,53.7767,38.4165,43.5762,9.0259,22.2288,62.556,29.2078,16.6167,52.091,45.4792,36.5913,15.9342,31.252,60.2985,22.5409,40.5731
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Lactobacillus.s__Lactobacillus_reuteri,1.56147,1.59391,1.42052,0.0,0.418562,0.0,0.662372,1.20684,0.0,0.525451,0.0,0.0,0.0,0.83419,0.0,0.0,0.0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Mucispirillum.s__Mucispirillum_schaedleri,2.1533,2.71984,9.42538,4.87784,2.04524,5.73846,5.41687,1.18189,3.99089,4.38847,9.46787,13.4752,1.66593,20.8684,15.2663,6.20009,5.93267
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,14.6144,10.1304,7.46594,0.0,0.0,0.0,9.66666,0.0,10.3477,0.0,4.42511,3.73753,2.96509,0.0,0.0,0.0,10.2108
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Muribaculum.s__Muribaculum_intestinale,2.35667,6.15714,1.09265,6.0617,2.39938,0.574078,7.44996,1.72564,14.9217,0.459928,19.4091,2.74208,17.3121,3.98616,2.39277,0.411369,10.1529
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Parabacteroides.s__Parabacteroides_distasonis,0.901566,0.637629,0.0,7.3972,0.599911,0.903433,2.77598,4.43724,4.96803,2.50883,1.41851,0.685941,3.13719,1.78386,0.92709,1.93678,1.00345
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Romboutsia.s__Romboutsia_ilealis,0.0,0.0,0.0,0.922444,0.0,1.29042,0.0,1.54042,0.461059,1.58685,0.651576,0.0,0.0,0.794822,0.0,0.0,0.0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|unclassified,90.9926,55.7803,47.9044,183.759,98.5668,90.1756,69.2412,120.099,109.212,120.948,100.717,99.5576,107.355,117.956,108.303,105.246,105.453
PWY-7221: guanosine ribonucleotides de novo biosynthesis,230.132,243.614,160.148,360.704,217.069,190.36,246.969,345.993,339.146,314.997,260.303,291.947,231.98,332.992,344.419,275.207,265.431
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Alistipes.s__Alistipes_indistinctus,0.0,0.0,0.0,0.910691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Alistipes.s__Alistipes_timonensis,0.0,0.0,0.0,1.16884,5.4919,1.53569,0.0,3.02082,1.10498,3.52231,2.21865,2.54012,0.0,0.801944,1.50805,4.3625,1.31971
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012,0.958962,0.0,1.02209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_caecimuris,1.05617,1.26146,1.58569,11.0539,37.4087,7.27515,4.04806,31.465,6.79029,36.3622,2.79274,3.63698,0.67894,6.72992,10.9359,6.19783,3.6884
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_faecichinchillae,0.0,0.0,0.0,0.0,0.0,0.0,0.358222,0.0,0.600193,0.0,0.336047,0.138837,0.0,0.0,0.0,0.0,0.314207
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_sartorii,1.37753,0.584575,0.39999,20.8486,10.7724,9.17236,3.9067,18.4357,12.109,12.0536,3.86246,0.0,1.16638,9.32671,4.55972,9.48004,4.82085
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_uniformis,0.0,0.434452,0.0,0.0,0.513936,0.0,4.49697,0.0,8.73118,1.41395,0.582622,0.0,0.925853,1.15804,0.374422,0.0,2.24742
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3,0.0,0.262836,0.0,0.134145,0.284359,0.0,2.87194,0.0,5.90658,0.871919,0.269102,0.0,0.24986,0.72426,0.154278,0.0,0.827381
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bifidobacterium.s__Bifidobacterium_pseudolongum,1.38082,0.920329,0.308317,0.0,0.0,0.0,0.0,3.31669,3.19238,0.457374,1.61373,0.509992,1.36893,0.58848,0.0,0.46202,0.598631
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Clostridium.s__Clostridium_sp_ASF502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.853779,0.0,0.713764,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Dorea.s__Dorea_sp_5_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.751663,0.0,0.0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Escherichia.s__Escherichia_coli,0.0,0.0,0.0,0.0,10.6985,0.0,0.0,1.20071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Faecalibaculum.s__Faecalibaculum_rodentium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36875,0.525389,0.616719,0.0,0.0,0.50008,0.0,1.02861,0.477724
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Firmicutes_unclassified.s__Firmicutes_bacterium_ASF500,2.05795,0.63562,1.56553,0.888512,0.619179,1.3877,1.63162,1.15768,1.11748,0.928492,0.0,1.27212,0.852008,5.49956,5.45578,1.96369,0.881036
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Helicobacter.s__Helicobacter_apodemus,0.0,0.0,0.0,9.96332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.484158
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Helicobacter.s__Helicobacter_hepaticus,0.0,0.0,0.0,3.03266,0.0,0.0,0.0,1.15586,0.747917,0.569329,0.644208,0.605851,1.44125,3.58271,13.6278,0.0,2.24075
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius,30.1808,48.0299,32.7367,34.0166,7.27281,16.6368,48.9733,24.9206,13.537,44.8888,34.1655,29.4242,12.7148,25.0739,51.0351,20.4518,31.951
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1,0.0,0.0,0.0,1.33926,0.0,0.0,0.0,0.0,0.0,0.478915,0.0,0.887239,1.21886,1.65678,3.00993,2.18008,0.9682
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4,0.0,0.607127,0.506398,0.0,0.0,1.41446,1.92631,0.729529,0.499545,2.60609,1.22992,0.0,0.0,0.0,0.958203,0.0,0.567876
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2,0.0,0.909526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11451,0.0,4.37733,0.0,0.0,0.0,0.902865
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Lactobacillus.s__Lactobacillus_intestinalis,3.86776,2.30321,0.591537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.203707,0.0,0.0,0.0,0.0,0.0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Lactobacillus.s__Lactobacillus_murinus,0.713807,1.6491,0.322858,0.0,1.98039,0.0,0.0,0.0,0.0,0.725675,0.542463,0.0,0.0,0.0,0.0,0.0,0.474954
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Lactobacillus.s__Lactobacillus_reuteri,2.34112,0.980249,1.24613,0.0,0.351307,0.0,0.723067,1.17568,0.0,0.615759,0.0,0.476686,0.0,0.686959,0.0,0.0,0.0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Mucispirillum.s__Mucispirillum_schaedleri,2.04389,2.34134,7.87654,4.34408,1.88687,4.08265,4.34005,0.784191,3.0468,3.48413,6.51412,10.5017,1.73467,16.7501,11.7985,4.47744,5.03518
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,19.5534,15.0032,9.92013,0.0,0.0,0.0,11.4408,0.0,13.5823,0.0,6.55224,5.37103,5.01839,0.0,0.0,0.0,12.2178
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Muribaculum.s__Muribaculum_intestinale,3.13838,8.77388,1.81229,8.97301,3.00764,0.0,7.85966,1.78698,18.8471,0.917988,21.9153,3.17867,23.0768,4.64393,2.41074,1.09411,12.0217
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis,1.38508,1.10844,0.547956,11.6511,1.37334,1.50705,4.37558,6.74488,6.62549,3.18664,2.75201,1.1745,4.43744,2.23199,1.23731,2.9644,2.82466
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Prevotella.s__Prevotella_sp_MGM1,4.82782,2.30771,1.13873,4.87542,1.8758,0.0,3.93912,0.0,15.3513,0.378616,8.20862,9.47507,6.71127,3.55326,2.41528,5.29977,7.42119
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Prevotella.s__Prevotella_sp_MGM2,0.448604,1.48628,0.538756,1.50042,6.33987,5.75994,9.64086,21.853,32.2202,3.35981,10.5896,11.7449,16.521,12.1184,2.10606,1.33874,6.58394
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Romboutsia.s__Romboutsia_ilealis,0.0,0.0,0.0,0.0,0.0,0.673841,0.0,0.722536,0.0,1.17834,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|unclassified,140.705,133.675,85.696,240.568,128.93,132.195,124.243,209.498,165.889,187.437,138.619,193.001,134.68,218.787,208.622,192.723,150.974
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II,120.52,142.333,101.724,294.854,149.441,135.51,176.019,189.347,188.568,204.832,206.299,170.23,173.711,198.476,237.864,151.06,193.935
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_caecimuris,0.595946,1.74868,1.16905,9.83292,35.6619,7.90746,3.63466,27.3773,5.5299,30.2067,2.44269,2.60606,1.38389,4.7733,9.47718,6.59555,2.80739
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_faecichinchillae,0.0,0.0,0.0,0.0,0.0,0.0,0.151722,0.0,0.47098,0.0,0.270761,0.191021,0.069105,0.0,0.0,0.0,0.126869
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_sartorii,0.599674,0.46133,0.0,13.9343,6.80706,7.04705,3.44997,15.5596,9.04913,9.41551,4.01571,0.0,0.0,6.21805,3.43427,6.9124,3.36886
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bifidobacterium.s__Bifidobacterium_pseudolongum,1.93125,1.84795,0.0,0.616701,0.927841,1.90119,0.0,4.68393,4.48953,1.1456,2.76824,0.794836,2.91279,0.455428,0.461434,1.30964,1.1495
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Escherichia.s__Escherichia_coli,0.0,0.0,0.0,0.847892,28.6502,0.0,0.0,5.21568,0.0,0.503461,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Helicobacter.s__Helicobacter_apodemus,0.0,0.0,0.0,13.3906,0.0,0.0,0.0,0.542314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59682
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Helicobacter.s__Helicobacter_ganmani,0.0,0.0,0.0,0.0,2.81324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9002,0.0,0.0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Helicobacter.s__Helicobacter_hepaticus,0.0,0.0,0.0,2.94739,0.0,0.0,0.0,0.983048,0.0,0.327942,0.507064,0.528227,0.783987,3.13099,14.8032,0.0,2.16011
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Helicobacter.s__Helicobacter_typhlonius,36.8221,53.7767,38.4165,43.5762,9.0259,22.2288,62.556,29.2078,16.6167,52.091,45.4792,36.5913,15.9342,31.252,60.2985,22.5409,40.5731
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Lactobacillus.s__Lactobacillus_reuteri,1.56147,1.59391,1.42052,0.0,0.418562,0.0,0.662372,1.20684,0.0,0.525451,0.0,0.0,0.0,0.83419,0.0,0.0,0.0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Mucispirillum.s__Mucispirillum_schaedleri,2.1533,2.71984,9.42538,4.87784,2.04524,5.73846,5.41687,1.18189,3.99089,4.38847,9.46787,13.4752,1.66593,20.8684,15.2663,6.20009,5.93267
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,14.6144,10.1304,7.46594,0.0,0.0,0.0,9.66666,0.0,10.3477,0.0,4.42511,3.73753,2.96509,0.0,0.0,0.0,10.2108
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Muribaculum.s__Muribaculum_intestinale,2.35667,6.15714,1.09265,6.0617,2.39938,0.574078,7.44996,1.72564,14.9217,0.459928,19.4091,2.74208,17.3121,3.98616,2.39277,0.411369,10.1529
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Parabacteroides.s__Parabacteroides_distasonis,0.901566,0.637629,0.0,7.3972,0.599911,0.903433,2.77598,4.43724,4.96803,2.50883,1.41851,0.685941,3.13719,1.78386,0.92709,1.93678,1.00345
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Romboutsia.s__Romboutsia_ilealis,0.0,0.0,0.0,0.922444,0.0,1.29042,0.0,1.54042,0.461059,1.58685,0.651576,0.0,0.0,0.794822,0.0,0.0,0.0
