Sample_ID	Control_327	Control_328	Control_330	DSS_334	DSS_339	DSS_treatedp	D_Control	D_DSS	D_RCE	D_RCE+DSS	RCE_318	RCE_319	RCE_322	RCE_plus_DSS_301	RCE_plus_DSS_305	RCE_plus_DSS_313	Start
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Lactobacillus.s__Lactobacillus_reuteri	2.47532	2.74328	1.45568	0	0	0	0.672507	1.18216	0.891037	0.800868	0	0	0.408076	0.492535	0	0.24497	0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012	2.68722	0.524543	1.91061	0	0	0	0.77807	0	0	0	0	0	0	0	0	0	0.408023
PWY-6151: S-adenosyl-L-methionine cycle I|g__Bacteroides.s__Bacteroides_uniformis	0	1.5414	0	0	1.85923	0.366042	13.0958	0.797568	29.3986	4.92813	2.49242	0	3.34369	4.98497	1.88442	0.582998	6.7634
PWY-6151: S-adenosyl-L-methionine cycle I|g__Bacteroides.s__Bacteroides_vulgatus	0.868034	0.72185	0	6.71138	3.03347	4.35073	1.79763	7.22318	8.1407	4.92874	2.19667	0	1.02199	2.61083	1.74829	4.59104	1.86969
PWY-6151: S-adenosyl-L-methionine cycle I|g__Dorea.s__Dorea_sp_5_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49206	0	0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Escherichia.s__Escherichia_coli	0	0	0	0.471592	7.82749	0	0	1.60654	0	0	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Helicobacter.s__Helicobacter_hepaticus	0	0	0	4.22924	1.14309	0	0	1.44766	1.11461	1.39875	2.08594	0.564127	1.33792	5.96523	15.0317	0	3.31901
PWY-6151: S-adenosyl-L-methionine cycle I|g__Lactobacillus.s__Lactobacillus_johnsonii	6.41139	4.26072	1.48446	0	0.314979	0	1.4915	1.04771	4.52057	0.222396	1.08454	1.45954	2.11944	2.34098	0.611916	0	0.890076
PWY-6151: S-adenosyl-L-methionine cycle I|g__Lactobacillus.s__Lactobacillus_reuteri	3.38774	2.06793	1.2387	0	0.387993	0	0.603218	1.65922	0.848223	0.50087	0	0.880167	0	0.738046	0	0	0.543245
PWY-6151: S-adenosyl-L-methionine cycle I|g__Oscillibacter.s__Oscillibacter_sp_1_3	0.732455	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3683	0	0
PWY-6151: S-adenosyl-L-methionine cycle I|unclassified	132.335	23.5141	28.9457	34.3534	5.13146	13.1639	32.9024	33.3907	22.6971	38.7961	23.7849	40.5822	40.4193	46.8521	54.7047	49.7651	19.2921
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012	1.4099	0.434944	1.48427	0	0	0	0.622341	0	0	0	0	0	0	0	0	0	0.548317
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Clostridium.s__Clostridium_sp_ASF502	0.479951	0	0	0	0	0	0	0	0	0.714875	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Escherichia.s__Escherichia_coli	0	0	0	0.361387	6.65625	0	0	1.5596	0	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Helicobacter.s__Helicobacter_hepaticus	0	0	0	3.73668	0.570943	0	0	2.33758	0.484028	0.235604	0.854803	0.341344	1.05444	4.88836	16.8477	0	2.62513
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|unclassified	20.4524	5.42612	8.00174	0	0	4.6926	8.55528	0	9.16028	9.71109	6.3564	0	9.07805	3.58016	7.74612	0	7.14152
PWY-6168: flavin biosynthesis III (fungi)|g__Escherichia.s__Escherichia_coli	0	0	0	0	7.59595	0	0	0	0	0.299604	0	0	0	0	0	0	0
PWY-6168: flavin biosynthesis III (fungi)|g__Helicobacter.s__Helicobacter_hepaticus	0	0	0	4.76892	0	0	0	1.73104	0.490059	0.345808	1.2383	0.528685	1.1597	4.3678	14.7028	0	3.23138
PWY-6168: flavin biosynthesis III (fungi)|unclassified	12.1769	10.5514	9.46374	25.0237	9.51529	12.9852	19.2697	12.3582	13.8075	21.606	18.0195	13.4142	16.128	17.5767	12.6236	20.9751	14.8685
PWY-621: sucrose degradation III (sucrose invertase)|g__Escherichia.s__Escherichia_coli	0	0	0	0.478811	7.56753	0	0	1.53439	0	0	0	0	0	0	0	0	0
PWY-6270: isoprene biosynthesis I|unclassified	0	6.08196	0	0	4.11854	6.87179	0	0	0	4.26133	0	0	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012	0.859108	0.325673	0.986674	0	0	0	0.619749	0	0	0	0	0	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Clostridium.s__Clostridium_sp_ASF502	0.594036	0	0	0	0	0	0	0	0	1.72886	0	0	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Dorea.s__Dorea_sp_5_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17643	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Enterorhabdus.s__Enterorhabdus_caecimuris	0	0	0	0	0	0	0	0.226654	0.215603	0	0	0.102193	0	0.133514	0	0	0.175598
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0	0.337269	6.77775	0	0	1.05806	0	0.269574	0	0	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Helicobacter.s__Helicobacter_hepaticus	0	0	0	5.61839	1.41636	0	0	3.00417	2.18403	0.832893	1.84747	0.914603	1.54785	6.05287	19.2178	0	3.11947
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Lactobacillus.s__Lactobacillus_murinus	2.28405	2.04398	0.620454	0.501626	2.19947	0.250415	1.0425	1.84833	1.09802	1.1363	0.748127	0.382527	0	0	0	0	0.752825
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Lactobacillus.s__Lactobacillus_reuteri	3.71005	2.79804	2.13696	0	0.512477	0	2.0465	2.13112	0.532303	0.764808	0.281703	1.05861	0.487311	0.968702	0.300963	0.358804	0.345643
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Mucispirillum.s__Mucispirillum_schaedleri	0.845456	2.48425	6.37736	4.25166	1.4474	2.37573	4.46651	0.821749	2.96573	3.95528	9.4553	11.2379	1.13733	15.9522	11.1101	5.01461	3.78618
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Oscillibacter.s__Oscillibacter_sp_1_3	2.90822	0	0	0	0	0	0	0	0	0	0	0	0	0	4.78566	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|unclassified	177.757	86.0119	86.1751	181.904	80.4274	81.7223	101.826	135.787	123.985	130.08	101.862	147.702	118.294	182.466	153.391	172.54	119.371
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)|g__Escherichia.s__Escherichia_coli	0	0	0	0	4.94597	0	0	1.17422	0	0	0	0	0	0	0	0	0
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)|unclassified	0	0	0	0	0	0	0	0	0	0	2.26674	0	0	0	0	5.72999	0
PWY-6305: putrescine biosynthesis IV|g__Escherichia.s__Escherichia_coli	0	0	0	0.328532	3.94928	0	0	1.1322	0	0.165888	0	0	0	0	0	0	0
PWY-6305: putrescine biosynthesis IV|unclassified	1.87206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13466	0
"PWY-6309: L-tryptophan degradation XI (mammalian, via kynurenine)|unclassified"	0	0.246987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6317: galactose degradation I (Leloir pathway)|g__Escherichia.s__Escherichia_coli	0	0	0	0.405303	5.89363	0	0	0.660822	0	0	0	0	0	0	0	0	0
PWY-6317: galactose degradation I (Leloir pathway)|g__Lactobacillus.s__Lactobacillus_johnsonii	0	1.36356	0.424521	0	0	0	0.828888	0.861559	1.51207	0	0.477923	0.967853	0	0.60922	0	0	0.279661
PWY-6317: galactose degradation I (Leloir pathway)|unclassified	51.699	21.3988	30.2326	33.2816	6.42574	11.7769	24.4226	10.2908	17.6129	43.1945	16.4585	32.206	17.1916	47.6168	51.4508	47.0669	22.8689
PWY-6353: purine nucleotides degradation II (aerobic)|g__Escherichia.s__Escherichia_coli	0	0	0	0.918782	11.3693	0	0	2.49681	0	0.488374	0	0	0	0	0	0	0
PWY-6353: purine nucleotides degradation II (aerobic)|unclassified	0	0	0	0	0	0	0	2.27543	0	0	0	0	0	6.94034	2.48677	8.08242	2.80309
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	0	0.602821	0	0	0	0	0	0	0
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0.542248	0	3.78392	8.65131	2.7693	1.68704	2.48727	0	3.6868	0	2.41428	0	3.37289	4.99773	4.03549	0
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Escherichia.s__Escherichia_coli	0	0	0	0.832845	7.93123	0	0	1.40998	0	0.279702	0	0	0	0	0	0	0
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Helicobacter.s__Helicobacter_hepaticus	0	0	0	3.86831	0.280734	0	0	1.48947	0	0.304359	0.95092	0	0.430266	3.82786	13.4003	0	1.56681
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|unclassified	9.1636	8.30001	9.05632	30.5711	12.9184	21.56	16.278	24.1001	21.9261	34.2184	13.8115	10.3832	14.2647	16.7519	13.0197	28.4817	14.1907
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Alistipes.s__Alistipes_indistinctus	0	0	0	1.32478	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012	1.46082	0.620241	1.55487	0	0	0	0.719565	0	0	0	0	0	0	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	0	0.482441	0	0	0	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Bacteroides.s__Bacteroides_uniformis	0	0.548102	0	0.203341	0	0	6.94418	0	16.5167	2.58144	0	0	2.01806	1.78417	0.693448	0.258133	4.03894
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Bacteroides.s__Bacteroides_xylanisolvens	0	1.68066	0	10.4505	41.9936	2.71505	2.14955	41.6871	6.37638	34.1916	0	3.31807	0	3.51006	11.5547	3.94147	2.29928
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Clostridium.s__Clostridium_sp_ASF502	0.327294	0	0	0	0	0	0	0	0	0.800686	0	0	0	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Dorea.s__Dorea_sp_5_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.752298	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Escherichia.s__Escherichia_coli	0	0	0	0.637574	7.31841	0	0	1.29323	0	0.382116	0	0	0	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Helicobacter.s__Helicobacter_hepaticus	0	0	0	4.58394	0.31996	0	0	2.08191	0	0.407017	1.13303	0	0.539134	4.04856	15.1746	0	1.70205
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Lactobacillus.s__Lactobacillus_johnsonii	6.10503	4.66886	2.10727	0	0.243828	0	2.00686	1.14961	3.24421	0.843328	0.46145	1.82229	1.30543	1.69977	0.391257	0	1.26427
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Lactobacillus.s__Lactobacillus_murinus	1.52927	2.47162	0.521391	0	2.23046	0.216074	0.703014	1.25799	0.853854	1.18037	0.622555	0	0	0	0	0	0.787194
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Lactobacillus.s__Lactobacillus_reuteri	3.21039	2.18497	1.4037	0	0.343104	0	0.87412	1.5742	0.532897	0.780814	0	0.555981	0	0.88977	0.473338	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Lactobacillus.s__Lactobacillus_sp_ASF360	5.53136	3.35637	1.32019	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Oscillibacter.s__Oscillibacter_sp_1_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.60432	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|unclassified	20.8648	13.8257	19.8457	44.3559	20.1986	29.2134	30.7329	33.8196	30.2894	54.2591	24.437	26.3069	26.5135	35.7115	31.5814	41.9629	23.2357
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Alistipes.s__Alistipes_indistinctus	0	0	0	1.22135	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012	1.46526	0.60346	1.49823	0	0	0	0.690737	0	0	0	0	0	0	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	0	0.487678	0	0	0	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_uniformis	0	0.520954	0	0.192214	0	0	6.71955	0	15.8948	2.4914	0	0	1.83029	1.71406	0.672332	0.252314	3.83809
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_vulgatus	0.230596	0	0	10.521	4.00728	4.52932	2.83812	13.461	7.89363	7.32087	1.22999	0	0	3.5949	2.61611	4.63921	3.34343
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_xylanisolvens	0	1.76381	0	10.6116	40.9631	2.68066	2.04998	40.9229	6.12546	34.3035	0	3.4065	0	3.55441	11.4498	4.09548	2.4131
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Clostridium.s__Clostridium_sp_ASF502	0.316631	0	0	0	0	0	0	0	0	0.764026	0	0	0	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Dorea.s__Dorea_sp_5_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.742958	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Escherichia.s__Escherichia_coli	0	0	0	0.804534	7.90381	0	0	1.27969	0	0.383166	0	0	0	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Helicobacter.s__Helicobacter_hepaticus	0	0	0	4.33491	0.474	0	0	1.84046	0.477618	0.38619	1.05986	0.666086	0.564379	3.95711	14.1445	0	2.13116
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Lactobacillus.s__Lactobacillus_johnsonii	5.7769	4.74449	2.07576	0	0.220519	0	1.85331	1.06114	2.91082	0.800302	0.24116	1.59991	1.27119	1.66683	0.374259	0	1.13805
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Lactobacillus.s__Lactobacillus_murinus	1.4202	2.3446	0.450789	0	2.08419	0.215154	0.640815	1.19325	0.780329	0.98916	0.580841	0	0	0	0	0	0.671165
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Lactobacillus.s__Lactobacillus_reuteri	2.99938	2.09903	1.3373	0	0.29488	0	0.859811	1.49856	0.452007	0.680649	0	0.508511	0	0.873854	0.453785	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Lactobacillus.s__Lactobacillus_sp_ASF360	5.29085	3.11892	1.25836	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Oscillibacter.s__Oscillibacter_sp_1_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66994	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|unclassified	21.0786	13.6565	19.119	44.5007	19.1848	29.2991	30.5107	32.0376	30.7408	51.8107	25.5093	25.8018	26.5817	35.2424	30.043	42.4403	23.8058
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|g__Escherichia.s__Escherichia_coli	0	0	0	1.22873	10.0232	0	0	2.00803	0	0.246444	0	0	0	0	0	0	0
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|unclassified	5.53952	1.15431	0	0	0	0	0	0	0	0	0	0	0	1.63484	3.98823	1.73237	0
PWY-6519: 8-amino-7-oxononanoate biosynthesis I|g__Escherichia.s__Escherichia_coli	0	0	0	0	5.86339	0	0	1.23425	0	0	0	0	0	0	0	0	0
PWY-6519: 8-amino-7-oxononanoate biosynthesis I|unclassified	0	0	0	0	0	0	0	0	0	0	2.06322	0	0	0	0	5.43718	0
PWY-6527: stachyose degradation|g__Escherichia.s__Escherichia_coli	0	0	0	0	6.17048	0	0	0.72961	0	0	0	0	0	0	0	0	0
PWY-6527: stachyose degradation|unclassified	28.7471	16.1927	22.5258	26.1979	5.11488	9.58572	20.1556	8.19255	14.3645	40.4927	13.8405	17.6107	12.4125	41.9089	42.326	39.4767	18.7363
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III|unclassified	0	2.01933	4.3316	25.9171	5.32715	2.80351	6.75013	7.86942	6.35271	17.8569	4.10143	2.96634	0	11.5643	23.1427	2.44805	7.19645
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation|unclassified	0	0	0	0	0	0	0	1.22417	0	0	0	0	0	0	0	0	0
PWY-6606: guanosine nucleotides degradation II|unclassified	0	0	0	0	0	0	0	1.18322	0	0	0	0	0	3.05077	0.985973	3.51219	1.31694
PWY-6608: guanosine nucleotides degradation III|g__Escherichia.s__Escherichia_coli	0	0	0	1.38633	15.0857	0	0	2.88063	0	0.969839	0	0	0	0	0	0	0
PWY-6608: guanosine nucleotides degradation III|unclassified	9.09672	4.94885	6.05953	0	1.85558	3.82945	1.49504	2.88229	1.38828	8.80727	2.2543	3.21262	0	10.3155	8.00614	12.5268	2.51229
PWY-6609: adenine and adenosine salvage III|g__Bacteroides.s__Bacteroides_xylanisolvens	0	6.31761	0	35.3813	62.3307	22.974	14.7632	56.8407	12.2878	69.1203	0	10.2754	0	16.9619	22.7851	27.2761	10.1508
PWY-6609: adenine and adenosine salvage III|g__Escherichia.s__Escherichia_coli	0	0	0	0.628324	7.95686	0	0	2.11704	0	0.821392	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Lactobacillus.s__Lactobacillus_reuteri	2.12691	3.02453	1.7522	0	0.222573	0	2.00608	1.68626	1.08751	0.89366	0	1.04128	1.42041	1.29019	0.781096	0	0.293608
PWY-6609: adenine and adenosine salvage III|unclassified	8.7976	2.55514	4.27645	0	2.53463	5.14955	2.95357	3.65586	9.94697	7.21738	15.0703	6.86652	5.54975	3.29925	3.36044	4.73921	4.54306
PWY-6612: superpathway of tetrahydrofolate biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0	0.221611	8.42982	0	0	1.41932	0	0	0	0	0	0	0	0	0
PWY-6628: superpathway of L-phenylalanine biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0	0.44196	7.82679	0	0	1.77543	0	0	0	0	0	0	0	0	0
PWY-6629: superpathway of L-tryptophan biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0	0	6.58379	0	0	1.40923	0	0	0	0	0	0	0	0	0
PWY-6630: superpathway of L-tyrosine biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0	0.318539	7.50289	0	0	1.55359	0	0	0	0	0	0	0	0	0
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate|g__Escherichia.s__Escherichia_coli	0	0	0	0.230884	6.53447	0	0	0.883904	0	0.176992	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	0.65401	4.12849	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	0	0.573699	0	0	1.19626	0	10.4802	0.555458	22.6248	3.62044	1.3098	0	3.03529	2.56915	1.32456	0	5.91761
PWY-6700: queuosine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.748739	0.466717	0	19.2169	9.88461	7.83935	5.0349	25.6247	15.448	13.8836	4.05899	0	0.895251	7.8062	3.73521	10.6925	5.51774
PWY-6700: queuosine biosynthesis|g__Bacteroides.s__Bacteroides_xylanisolvens	0	2.11196	0	13.1483	49.9517	7.71793	5.55571	47.0385	8.27852	42.9547	0	4.96457	0	5.49437	15.9535	10.7266	5.12096
PWY-6700: queuosine biosynthesis|g__Dorea.s__Dorea_sp_5_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08754	0	0
PWY-6700: queuosine biosynthesis|g__Enterorhabdus.s__Enterorhabdus_caecimuris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216051	0
PWY-6700: queuosine biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0	0.396735	8.54449	0	0	2.17265	0	0.528084	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis|unclassified	144.849	121.965	77.5609	264.002	97.5337	122.432	145.423	239.279	254.557	175.789	197.773	197.649	288.278	200.547	162.255	214.721	201.91
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	3.45814	17.7668	0	0	0	0	0	0	0
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	0	0.38451	0	0.761835	1.78112	0	14.1019	0.326169	27.1767	5.68856	0.752715	0	2.92214	2.10296	1.59491	0	5.3659
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0	0	0	1.16375	0.529294	0.727979	0	0	1.59086	0.602035	0.877268	0	0	0	0	0.829649	0
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_xylanisolvens	0	2.27189	0	14.4395	51.6675	3.8344	3.68952	50.839	6.52659	31.4643	0	5.26593	0	4.91184	16.9788	2.78818	4.1282
PWY-6703: preQ0 biosynthesis|g__Enterorhabdus.s__Enterorhabdus_caecimuris	0	0	0	0	0	0	0	0	0	0.154601	0	0	0	0	0	0	0.157609
PWY-6703: preQ0 biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0	0	6.95883	0	0	1.37267	0	0	0	0	0	0	0	0	0
PWY-6703: preQ0 biosynthesis|g__Mucispirillum.s__Mucispirillum_schaedleri	1.10118	1.06257	4.7592	1.9662	1.27476	1.86483	2.71468	0.21693	1.82925	1.52358	6.0534	7.20663	0.965553	8.41176	7.46528	3.46003	3.28019
PWY-6703: preQ0 biosynthesis|unclassified	9.25047	4.65273	5.3735	38.6375	19.7216	15.7925	16.2472	34.5827	18.8517	34.5399	20.3234	20.3325	19.4828	13.4138	10.4379	23.0048	12.3778
PWY-6708: ubiquinol-8 biosynthesis (prokaryotic)|g__Escherichia.s__Escherichia_coli	0	0	0	0.623468	11.1399	0	0	1.77095	0	0	0	0	0	0	0	0	0
PWY-6737: starch degradation V|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012	1.8886	0.618764	1.24566	0	0	0	0.547351	0	0	0	0	0	0	0	0	0	0.169496
PWY-6737: starch degradation V|g__Clostridium.s__Clostridium_sp_ASF502	0.407265	0	0	0	0	0	0	0	0	0.965122	0	0	0	0	0	0	0
PWY-6737: starch degradation V|g__Dorea.s__Dorea_sp_5_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.925547	0	0
PWY-6737: starch degradation V|g__Escherichia.s__Escherichia_coli	0	0	0	0	2.45148	0	0	0.578146	0	0	0	0	0	0	0	0	0
PWY-6737: starch degradation V|g__Oscillibacter.s__Oscillibacter_sp_1_3	1.20145	0	0	0	0	0	0	0	0	0	0	0	0	0	2.85628	0	0
PWY-6737: starch degradation V|unclassified	59.8289	17.5091	21.2633	16.3716	2.72483	7.18385	27.1444	11.2921	18.9239	31.7799	20.6421	31.3136	45.3448	53.8423	49.7149	37.7196	26.149
PWY-6803: phosphatidylcholine acyl editing|g__Escherichia.s__Escherichia_coli	0	0	0	1.94973	10.5908	0	0	3.42243	0	0.34051	0	0	0	0	0	0	0
PWY-6823: molybdenum cofactor biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0	0.723738	7.32732	0	0	1.13123	0	0.148082	0	0	0	0	0	0	0
PWY-6859: all-trans-farnesol biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0	0	6.18219	0	0	1.77686	0	0.308547	0	0	0	0	0	0	0
PWY-6859: all-trans-farnesol biosynthesis|g__Lactobacillus.s__Lactobacillus_reuteri	1.97885	1.35511	1.04371	0	0.100182	0	0.494955	1.65993	0.873347	0.231557	0	0.14698	0	0.411083	0.447669	0	0
PWY-6859: all-trans-farnesol biosynthesis|unclassified	0	1.11894	0	0	0	1.12499	0	0	0	0.819819	0	0	0	0	0	0	0
PWY-6892: thiazole biosynthesis I (E. coli)|g__Escherichia.s__Escherichia_coli	0	0	0	0	1.54734	0	0	0.246406	0	0	0	0	0	0	0	0	0
PWY-6892: thiazole biosynthesis I (E. coli)|unclassified	3.6338	0	2.4705	0	0	0	1.34643	0	0	0	0	0	0	0	0	0	0
PWY-6897: thiamin salvage II|g__Escherichia.s__Escherichia_coli	0	0	0	0.490546	6.89356	0	0	1.31767	0	0.530373	0	0	0	0	0	0	0
PWY-6897: thiamin salvage II|unclassified	0	0	0	0	5.47355	0	0	0	1.71583	8.89152	0	0	0	0	0	0	0
PWY-6936: seleno-amino acid biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0	0.599123	9.83266	0	0	2.58479	0	0.347619	0	0	0	0	0	0	0
PWY-6969: TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)|g__Escherichia.s__Escherichia_coli	0	0	0	1.33892	13.3225	0	0	2.50718	0	0.447973	0	0	0	0	0	0	0
